Protein,Protein_definition,Disease_category,Disease,method,nsnp,OR [95% CI],Pvalue,QTL_type
DMP1,Dentin matrix acidic phosphoprotein 1,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_PARATHYRO,Wald ratio,1,0.33 [0.16-0.67],0.00224773785676039,cis
DMP1,Dentin matrix acidic phosphoprotein 1,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERPARA,Wald ratio,1,0.34 [0.16-0.71],0.00455839077715565,cis
DMP1,Dentin matrix acidic phosphoprotein 1,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERKALAEMIA,Wald ratio,1,0.34 [0.08-1.5],0.155994634510877,cis
DMP1,Dentin matrix acidic phosphoprotein 1,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_LIPOPROT,Wald ratio,1,0.81 [0.59-1.11],0.187018724668769,cis
DMP1,Dentin matrix acidic phosphoprotein 1,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_BLOOD_IMMUN,Wald ratio,1,0.82 [0.6-1.11],0.190194752549372,cis
DMP1,Dentin matrix acidic phosphoprotein 1,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_ANAEMIANAS,Wald ratio,1,1.39 [0.85-2.28],0.193589159735471,cis
DMP1,Dentin matrix acidic phosphoprotein 1,Chapter XIV Diseases of the genitourinary system,N14_ACUTERENFAIL,Wald ratio,1,0.62 [0.3-1.29],0.199359774645324,cis
DMP1,Dentin matrix acidic phosphoprotein 1,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_METABOLIA,Wald ratio,1,0.84 [0.64-1.1],0.200306244759784,cis
DMP1,Dentin matrix acidic phosphoprotein 1,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM2NOCOMP,Wald ratio,1,0.79 [0.54-1.14],0.211260368704019,cis
DMP1,Dentin matrix acidic phosphoprotein 1,Chapter XIV Diseases of the genitourinary system,N14_GLOMEINOTH,Wald ratio,1,0.54 [0.21-1.43],0.21457823947948,cis
DMP1,Dentin matrix acidic phosphoprotein 1,Chapter IX Diseases of the circulatory system,I9_HYPTENSESS,Wald ratio,1,0.86 [0.67-1.09],0.21998272146031,cis
DMP1,Dentin matrix acidic phosphoprotein 1,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERCHOL,Wald ratio,1,0.79 [0.55-1.15],0.226193462456042,cis
DMP1,Dentin matrix acidic phosphoprotein 1,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERLIPNAS,Wald ratio,1,0.73 [0.43-1.23],0.241068628294194,cis
DMP1,Dentin matrix acidic phosphoprotein 1,Chapter IX Diseases of the circulatory system,I9_HYPTENS,Wald ratio,1,0.88 [0.7-1.1],0.265749388195947,cis
DMP1,Dentin matrix acidic phosphoprotein 1,Chapter V Mental and behavioural disorders,ALCOHOLMENTAL,Wald ratio,1,1.43 [0.73-2.82],0.295427845500565,cis
DMP1,Dentin matrix acidic phosphoprotein 1,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_OTHERANAEMIA,Wald ratio,1,0.84 [0.55-1.27],0.40026209542107,cis
DMP1,Dentin matrix acidic phosphoprotein 1,Chapter IX Diseases of the circulatory system,I9_K_CARDIAC,Wald ratio,1,1.21 [0.78-1.89],0.401367796730765,cis
DMP1,Dentin matrix acidic phosphoprotein 1,Chapter V Mental and behavioural disorders,F5_ALCOHOL_DEPENDENCE,Wald ratio,1,1.28 [0.71-2.3],0.405874340392062,cis
DMP1,Dentin matrix acidic phosphoprotein 1,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM1NOCOMP,Wald ratio,1,0.66 [0.23-1.91],0.443722949490281,cis
DMP1,Dentin matrix acidic phosphoprotein 1,"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",DM_MACULOPATHY_EXMORE,Wald ratio,1,0.72 [0.28-1.86],0.497703905890583,cis
DMP1,Dentin matrix acidic phosphoprotein 1,"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",H7_CHOROIDRETINA,Wald ratio,1,0.89 [0.64-1.24],0.500303428020251,cis
DMP1,Dentin matrix acidic phosphoprotein 1,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM2NEU,Wald ratio,1,0.65 [0.18-2.38],0.512789414188332,cis
DMP1,Dentin matrix acidic phosphoprotein 1,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_GLUCOPANCREAS,Wald ratio,1,0.69 [0.23-2.1],0.517792880199081,cis
DMP1,Dentin matrix acidic phosphoprotein 1,Chapter V Mental and behavioural disorders,KRA_PSY_ANYMENTAL,Wald ratio,1,1.06 [0.85-1.31],0.606946113390871,cis
DMP1,Dentin matrix acidic phosphoprotein 1,Chapter XI Diseases of the digestive system,K11_DIVERTIC,Wald ratio,1,0.92 [0.65-1.3],0.621794198695546,cis
DMP1,Dentin matrix acidic phosphoprotein 1,Chapter V Mental and behavioural disorders,KRA_PSY_SUBSTANCE_EXMORE,Wald ratio,1,1.11 [0.73-1.67],0.627719727833419,cis
DMP1,Dentin matrix acidic phosphoprotein 1,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM2PERIPH,Wald ratio,1,1.33 [0.39-4.48],0.647797874855991,cis
