Protein,Protein_definition,Disease_category,Disease,method,nsnp,OR [95% CI],Pvalue,QTL_type
TLR3,Toll-like receptor 3,Chapter XI Diseases of the digestive system,K11_FIBROCHIRLIV,Inverse variance weighted,43,1.08 [1-1.17],0.0560751820004248,cis
TLR3,Toll-like receptor 3,Chapter IX Diseases of the circulatory system,I9_VARICVEOES,Inverse variance weighted,43,0.93 [0.83-1.06],0.276716460667643,cis
TLR3,Toll-like receptor 3,Chapter XI Diseases of the digestive system,CHIRHEP_NAS,Inverse variance weighted,43,1.05 [0.95-1.17],0.310437754750638,cis
TLR3,Toll-like receptor 3,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM2NOCOMP,Inverse variance weighted,18,1.02 [0.98-1.06],0.319659030310424,cis
TLR3,Toll-like receptor 3,Chapter IX Diseases of the circulatory system,I9_HYPTENSPOR,Inverse variance weighted,18,0.96 [0.84-1.1],0.544624412567084,cis
TLR3,Toll-like receptor 3,Chapter XI Diseases of the digestive system,K11_DISLIVOTH,Inverse variance weighted,43,0.99 [0.94-1.04],0.650490962330201,cis
TLR3,Toll-like receptor 3,Chapter XI Diseases of the digestive system,K11_LIVER,Inverse variance weighted,43,1 [0.96-1.04],0.996273066587297,cis
TLR3,Toll-like receptor 3,Chapter XI Diseases of the digestive system,K11_LIVER,Inverse variance weighted,9,0.92 [0.82-1.03],0.147653688366097,trans
TLR3,Toll-like receptor 3,Chapter XI Diseases of the digestive system,K11_DISLIVOTH,Inverse variance weighted,9,0.93 [0.82-1.05],0.236214903618814,trans
TLR3,Toll-like receptor 3,Chapter IX Diseases of the circulatory system,I9_VARICVEOES,Inverse variance weighted,9,0.89 [0.64-1.25],0.507041393011149,trans
TLR3,Toll-like receptor 3,Chapter XI Diseases of the digestive system,K11_FIBROCHIRLIV,Inverse variance weighted,9,0.96 [0.74-1.26],0.786159374685782,trans
TLR3,Toll-like receptor 3,Chapter XI Diseases of the digestive system,CHIRHEP_NAS,Inverse variance weighted,9,0.97 [0.73-1.3],0.843051720149197,trans
