Protein,Protein_definition,Disease_category,Disease,method,nsnp,OR [95% CI],Pvalue,QTL_type
PTN,Pleiotrophin,Chapter IX Diseases of the circulatory system,I9_PAD,Inverse variance weighted,3,0.58 [0.4-0.86],0.00688594051828301,cis
PTN,Pleiotrophin,Chapter V Mental and behavioural disorders,AUD,Inverse variance weighted,4,1.34 [1.06-1.7],0.0157129671493189,cis
PTN,Pleiotrophin,Chapter V Mental and behavioural disorders,KRA_PSY_SUBSTANCE_EXMORE,Inverse variance weighted,4,1.3 [1.02-1.65],0.0309602327607668,cis
PTN,Pleiotrophin,Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_DORSALGIANAS,Inverse variance weighted,4,1.24 [1.01-1.52],0.040559677132111,cis
PTN,Pleiotrophin,Chapter IX Diseases of the circulatory system,BRADY_UNSPE,Inverse variance weighted,3,1.45 [0.99-2.13],0.0559516109592797,cis
PTN,Pleiotrophin,Chapter X Diseases of the respiratory system,J10_ACUTELOWERNAS,Inverse variance weighted,4,1.51 [0.99-2.29],0.056564073848449,cis
PTN,Pleiotrophin,Chapter V Mental and behavioural disorders,F5_ALCOHOL_DEPENDENCE,Inverse variance weighted,4,1.4 [0.98-2],0.063139247178247,cis
PTN,Pleiotrophin,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_ANAEMIA_IRONDEF_NAS,Inverse variance weighted,4,0.8 [0.63-1.02],0.0715348171689915,cis
PTN,Pleiotrophin,Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_LOWBACKPAIN,Inverse variance weighted,4,1.14 [0.99-1.32],0.0731107621915208,cis
PTN,Pleiotrophin,Chapter X Diseases of the respiratory system,J10_LOWERINF,Inverse variance weighted,4,1.21 [0.98-1.48],0.0750588941877975,cis
PTN,Pleiotrophin,Chapter IX Diseases of the circulatory system,I9_HYPTENSESS,Inverse variance weighted,4,0.91 [0.81-1.01],0.0778768079395405,cis
PTN,Pleiotrophin,Chapter XI Diseases of the digestive system,K11_GASTRODUOULC,Inverse variance weighted,4,0.81 [0.63-1.04],0.0943874912398039,cis
PTN,Pleiotrophin,Chapter IX Diseases of the circulatory system,I9_CORATHER,Inverse variance weighted,4,1.13 [0.98-1.31],0.0976059891196339,cis
PTN,Pleiotrophin,Chapter IX Diseases of the circulatory system,I9_HYPTENS,Inverse variance weighted,4,0.91 [0.81-1.02],0.105168996762021,cis
PTN,Pleiotrophin,Chapter XI Diseases of the digestive system,K11_DISLIVOTH,Inverse variance weighted,4,1.27 [0.91-1.77],0.164885888803693,cis
PTN,Pleiotrophin,Chapter V Mental and behavioural disorders,KRA_PSY_ANYMENTAL,Inverse variance weighted,4,1.06 [0.97-1.16],0.20910773617352,cis
PTN,Pleiotrophin,Chapter IX Diseases of the circulatory system,I9_HEARTFAIL,Inverse variance weighted,4,1.11 [0.94-1.31],0.210982314665471,cis
PTN,Pleiotrophin,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERCHOL,Inverse variance weighted,4,0.9 [0.76-1.07],0.215587114634378,cis
PTN,Pleiotrophin,Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_OSTEOCHONDRO,Inverse variance weighted,4,0.89 [0.74-1.07],0.219099138114366,cis
PTN,Pleiotrophin,Chapter IX Diseases of the circulatory system,I9_VARICVEOES,Inverse variance weighted,4,1.56 [0.75-3.28],0.23703615247124,cis
PTN,Pleiotrophin,Chapter XI Diseases of the digestive system,K11_LIVER,Inverse variance weighted,4,1.15 [0.91-1.44],0.246977342890775,cis
PTN,Pleiotrophin,Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_DORSOPATHYOTH,Inverse variance weighted,4,1.06 [0.96-1.17],0.257324677303992,cis
PTN,Pleiotrophin,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPOOSMNAT,Inverse variance weighted,4,1.21 [0.85-1.73],0.291834187134865,cis
PTN,Pleiotrophin,Chapter IX Diseases of the circulatory system,I9_AF,Inverse variance weighted,4,0.88 [0.7-1.11],0.293058362630887,cis
PTN,Pleiotrophin,Chapter XI Diseases of the digestive system,K11_OTHDIG,Inverse variance weighted,4,1.11 [0.91-1.34],0.30239181988848,cis
PTN,Pleiotrophin,Chapter IX Diseases of the circulatory system,I9_PHLETHROM,Inverse variance weighted,4,0.86 [0.65-1.15],0.314865990642072,cis
PTN,Pleiotrophin,Chapter I Certain infectious and parasitic diseases,AB1_SEPSIS_EXPLICIT,Inverse variance weighted,3,1.15 [0.88-1.5],0.315141083080456,cis
PTN,Pleiotrophin,Chapter IX Diseases of the circulatory system,I9_CARDARR,Inverse variance weighted,4,1.31 [0.77-2.22],0.316599739898529,cis
PTN,Pleiotrophin,Chapter V Mental and behavioural disorders,KRA_PSY_MOOD_EXMORE,Inverse variance weighted,3,1.14 [0.87-1.49],0.32951691714665,cis
PTN,Pleiotrophin,Chapter V Mental and behavioural disorders,F5_DEPRESSIO,Inverse variance weighted,4,1.06 [0.94-1.21],0.340923043428295,cis
PTN,Pleiotrophin,Chapter XI Diseases of the digestive system,K11_GIDISEASES,Inverse variance weighted,3,1.05 [0.95-1.16],0.345713045823791,cis
