Protein,Protein_definition,Disease_category,Disease,method,nsnp,OR [95% CI],Pvalue,QTL_type
OSCAR,Osteoclast-associated immunoglobulin-like receptor,Chapter XI Diseases of the digestive system,CHRONNAS,Inverse variance weighted,24,1.17 [1.07-1.27],0.000545216259241449,cis
OSCAR,Osteoclast-associated immunoglobulin-like receptor,Chapter IX Diseases of the circulatory system,I9_SECONDRIGHT,Inverse variance weighted,24,1.16 [1.04-1.3],0.00903635826917816,cis
OSCAR,Osteoclast-associated immunoglobulin-like receptor,Chapter XI Diseases of the digestive system,K11_OTHFUNC,Inverse variance weighted,24,1.04 [1.01-1.07],0.0092497822168668,cis
OSCAR,Osteoclast-associated immunoglobulin-like receptor,Chapter XI Diseases of the digestive system,K11_HEPFAIL,Inverse variance weighted,24,0.85 [0.74-0.97],0.0197483537520655,cis
OSCAR,Osteoclast-associated immunoglobulin-like receptor,Chapter XI Diseases of the digestive system,K11_OTHGASTR,Inverse variance weighted,24,1.05 [1.01-1.1],0.0253329658390043,cis
OSCAR,Osteoclast-associated immunoglobulin-like receptor,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_FLUIDOVER,Inverse variance weighted,13,0.9 [0.82-1],0.0485083867811022,cis
OSCAR,Osteoclast-associated immunoglobulin-like receptor,Chapter XI Diseases of the digestive system,NAFLD,Inverse variance weighted,24,1.08 [1-1.17],0.0500151366255596,cis
OSCAR,Osteoclast-associated immunoglobulin-like receptor,Chapter I Certain infectious and parasitic diseases,AB1_INFECT_PARASIT,Inverse variance weighted,13,0.98 [0.96-1],0.0513419717072023,cis
OSCAR,Osteoclast-associated immunoglobulin-like receptor,Chapter IX Diseases of the circulatory system,I9_STR_SAH,Inverse variance weighted,13,0.96 [0.91-1],0.0530384498045897,cis
OSCAR,Osteoclast-associated immunoglobulin-like receptor,Chapter XII Diseases of the skin and subcutaneous tissue,L12_DERMATITISECZEMA,Inverse variance weighted,24,1.02 [1-1.04],0.0565315130431751,cis
OSCAR,Osteoclast-associated immunoglobulin-like receptor,Chapter X Diseases of the respiratory system,J10_ACUTELOWERNAS,Inverse variance weighted,24,1.07 [1-1.16],0.0612344282269946,cis
OSCAR,Osteoclast-associated immunoglobulin-like receptor,Chapter XI Diseases of the digestive system,K11_INTESTOTH,Inverse variance weighted,24,1.01 [1-1.03],0.0620572314902486,cis
OSCAR,Osteoclast-associated immunoglobulin-like receptor,Chapter I Certain infectious and parasitic diseases,AB1_SEPSIS_BACT_IMPL,Inverse variance weighted,13,0.96 [0.92-1],0.067715583006625,cis
OSCAR,Osteoclast-associated immunoglobulin-like receptor,Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_SLE,Inverse variance weighted,13,0.74 [0.53-1.03],0.0771737165545513,cis
OSCAR,Osteoclast-associated immunoglobulin-like receptor,Chapter XI Diseases of the digestive system,K11_ILEUS,Inverse variance weighted,24,1.04 [1-1.08],0.0784423504535401,cis
OSCAR,Osteoclast-associated immunoglobulin-like receptor,Chapter XII Diseases of the skin and subcutaneous tissue,L12_CELLULITIS,Inverse variance weighted,24,1.04 [1-1.09],0.0804252727155702,cis
OSCAR,Osteoclast-associated immunoglobulin-like receptor,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_PURPURA_AND3_OTHER_HAEMORRHAGIC,Inverse variance weighted,24,0.94 [0.89-1.01],0.0819529209974446,cis
OSCAR,Osteoclast-associated immunoglobulin-like receptor,Chapter X Diseases of the respiratory system,J10_PNEUMONAS,Inverse variance weighted,13,0.97 [0.94-1],0.0919786930145605,cis
OSCAR,Osteoclast-associated immunoglobulin-like receptor,Chapter IX Diseases of the circulatory system,I9_PULMOTHHD,Inverse variance weighted,13,0.91 [0.82-1.01],0.0919867044854241,cis
OSCAR,Osteoclast-associated immunoglobulin-like receptor,Chapter X Diseases of the respiratory system,J10_LOWCHRON,Inverse variance weighted,24,0.98 [0.97-1],0.0922124309425615,cis
OSCAR,Osteoclast-associated immunoglobulin-like receptor,Chapter IX Diseases of the circulatory system,I9_HYPTENSPOR,Inverse variance weighted,13,0.88 [0.75-1.02],0.0965447513151256,cis
OSCAR,Osteoclast-associated immunoglobulin-like receptor,Chapter IX Diseases of the circulatory system,I9_AF,Inverse variance weighted,24,1.02 [1-1.05],0.0982592373205219,cis
