Protein,Protein_definition,Disease_category,Disease,method,nsnp,OR [95% CI],Pvalue,QTL_type
SEMA4C,Semaphorin-4C,Chapter IX Diseases of the circulatory system,I9_HYPTENSRD,Inverse variance weighted,3,5.38 [1.92-15.06],0.00133769259650147,trans
SEMA4C,Semaphorin-4C,Chapter XIV Diseases of the genitourinary system,N14_DIALYSIS,Inverse variance weighted,3,2.64 [0.94-7.37],0.0648077474489804,trans
SEMA4C,Semaphorin-4C,Chapter IX Diseases of the circulatory system,I9_HEARTFAIL,Inverse variance weighted,3,1.25 [0.94-1.66],0.120172733542564,trans
SEMA4C,Semaphorin-4C,Chapter IX Diseases of the circulatory system,I9_K_CARDIAC,Inverse variance weighted,3,1.14 [0.88-1.49],0.329922723141836,trans
SEMA4C,Semaphorin-4C,Chapter IX Diseases of the circulatory system,I9_AF,Inverse variance weighted,3,0.9 [0.72-1.13],0.361820904611715,trans
SEMA4C,Semaphorin-4C,Chapter XIV Diseases of the genitourinary system,N14_ACUTERENFAIL,Inverse variance weighted,3,1.16 [0.75-1.78],0.50522441766832,trans
SEMA4C,Semaphorin-4C,Chapter XIV Diseases of the genitourinary system,N14_RENALTUB,Inverse variance weighted,3,1.06 [0.88-1.26],0.544392215958722,trans
SEMA4C,Semaphorin-4C,Chapter XIV Diseases of the genitourinary system,N14_CHRONKIDNEYDIS,Inverse variance weighted,3,1.09 [0.77-1.54],0.639085486642254,trans
SEMA4C,Semaphorin-4C,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_PURPURA_AND3_OTHER_HAEMORRHAGIC,Inverse variance weighted,3,1.13 [0.67-1.9],0.659203152261651,trans
SEMA4C,Semaphorin-4C,Chapter IX Diseases of the circulatory system,I9_VARICVEOES,Inverse variance weighted,3,0.8 [0.29-2.22],0.668285502794033,trans
SEMA4C,Semaphorin-4C,Chapter XI Diseases of the digestive system,K11_FIBROCHIRLIV,Inverse variance weighted,3,1.13 [0.53-2.41],0.761119332025811,trans
SEMA4C,Semaphorin-4C,Chapter XI Diseases of the digestive system,CHIRHEP_NAS,Inverse variance weighted,3,0.97 [0.37-2.53],0.942537065059807,trans
SEMA4C,Semaphorin-4C,Chapter XI Diseases of the digestive system,K11_LIVER,Inverse variance weighted,3,0.99 [0.72-1.36],0.947844686262444,trans
SEMA4C,Semaphorin-4C,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_THROMBOCYTOPENIANAS,Inverse variance weighted,3,1.02 [0.48-2.16],0.968048677639997,trans
