Protein,Protein_definition,Disease_category,Disease,method,nsnp,OR [95% CI],Pvalue,QTL_type
ACTN2,Alpha-actinin-2,Chapter VI Diseases of the nervous system,G6_MYONEU,Inverse variance weighted,4,1.42 [0.94-2.13],0.0958860702203754,trans
ACTN2,Alpha-actinin-2,Chapter XIV Diseases of the genitourinary system,N14_ACUTERENFAIL,Inverse variance weighted,4,1.29 [0.94-1.77],0.110484422840034,trans
ACTN2,Alpha-actinin-2,Chapter X Diseases of the respiratory system,J10_INFLUPNEU,Inverse variance weighted,4,0.93 [0.83-1.03],0.171254125631144,trans
ACTN2,Alpha-actinin-2,Chapter XII Diseases of the skin and subcutaneous tissue,L12_ULCERLOWLIMB,Inverse variance weighted,4,0.74 [0.48-1.15],0.18554310613922,trans
ACTN2,Alpha-actinin-2,Chapter I Certain infectious and parasitic diseases,AB1_BACT_BIR_OTHER_INF_AGENTS,Inverse variance weighted,4,0.72 [0.44-1.18],0.193946600886644,trans
ACTN2,Alpha-actinin-2,Chapter XIV Diseases of the genitourinary system,N14_CHRONKIDNEYDIS,Inverse variance weighted,4,1.18 [0.91-1.52],0.212342823316397,trans
ACTN2,Alpha-actinin-2,Chapter IX Diseases of the circulatory system,I9_AF,Inverse variance weighted,4,1.29 [0.86-1.94],0.215780386506794,trans
ACTN2,Alpha-actinin-2,Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_ARTHROSIS_KNEE,Inverse variance weighted,4,1.08 [0.94-1.24],0.259981884943518,trans
ACTN2,Alpha-actinin-2,Chapter XIV Diseases of the genitourinary system,N14_DIALYSIS,Inverse variance weighted,4,0.69 [0.32-1.46],0.331213618291834,trans
ACTN2,Alpha-actinin-2,Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_POLYARTHROPATHIES,Inverse variance weighted,4,1.09 [0.91-1.32],0.340447754421517,trans
ACTN2,Alpha-actinin-2,Chapter I Certain infectious and parasitic diseases,AB1_OTHER_BACTERIAL,Inverse variance weighted,4,0.91 [0.74-1.11],0.355481173353201,trans
ACTN2,Alpha-actinin-2,Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_SPINSTENOSIS,Inverse variance weighted,4,0.92 [0.76-1.1],0.358211815932361,trans
ACTN2,Alpha-actinin-2,Chapter IX Diseases of the circulatory system,I9_HYPTENSESS,Inverse variance weighted,4,1.06 [0.93-1.21],0.408117728827385,trans
ACTN2,Alpha-actinin-2,Chapter IX Diseases of the circulatory system,I9_OTHILLHEART,Inverse variance weighted,4,1.59 [0.49-5.14],0.442626650630335,trans
ACTN2,Alpha-actinin-2,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_FLUIDELECTRO,Inverse variance weighted,4,1.09 [0.85-1.4],0.473928483757976,trans
ACTN2,Alpha-actinin-2,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_ENDOGLAND,Inverse variance weighted,4,0.92 [0.73-1.16],0.503055085662604,trans
ACTN2,Alpha-actinin-2,Chapter IX Diseases of the circulatory system,I9_CONDUCTIO,Inverse variance weighted,4,1.14 [0.76-1.7],0.52335102905556,trans
ACTN2,Alpha-actinin-2,Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_GOUT,Inverse variance weighted,4,1.11 [0.8-1.53],0.532107378559471,trans
ACTN2,Alpha-actinin-2,Chapter X Diseases of the respiratory system,J10_ASTHMA_EXMORE,Inverse variance weighted,4,1.05 [0.9-1.23],0.534758189375314,trans
ACTN2,Alpha-actinin-2,Chapter VI Diseases of the nervous system,FALLS,Inverse variance weighted,4,0.93 [0.73-1.19],0.574104111320917,trans
ACTN2,Alpha-actinin-2,Chapter IX Diseases of the circulatory system,I9_K_CARDIAC,Inverse variance weighted,4,1.05 [0.87-1.27],0.591867163149817,trans
ACTN2,Alpha-actinin-2,Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_ARTHROPATHIES,Inverse variance weighted,4,1.03 [0.92-1.15],0.602858757112123,trans
ACTN2,Alpha-actinin-2,Chapter IX Diseases of the circulatory system,I9_HYPTENSRD,Inverse variance weighted,4,1.22 [0.55-2.71],0.630085639739427,trans
ACTN2,Alpha-actinin-2,Chapter IX Diseases of the circulatory system,I9_HYPTENS,Inverse variance weighted,4,1.03 [0.89-1.2],0.656120462858767,trans
ACTN2,Alpha-actinin-2,Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_OTHERJOINT,Inverse variance weighted,4,0.97 [0.81-1.15],0.691542288228962,trans
ACTN2,Alpha-actinin-2,Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_ARTHROSIS,Inverse variance weighted,4,1.02 [0.91-1.14],0.724725495541708,trans
ACTN2,Alpha-actinin-2,Chapter XIV Diseases of the genitourinary system,N14_RENFAILNAS,Inverse variance weighted,4,0.93 [0.58-1.49],0.751558787851836,trans
ACTN2,Alpha-actinin-2,Chapter X Diseases of the respiratory system,ASTHMA_NAS,Inverse variance weighted,4,1.03 [0.86-1.22],0.759010911468053,trans
