Protein,Protein_definition,Disease_category,Disease,method,nsnp,OR [95% CI],Pvalue,QTL_type
ITGAV,Integrin alpha-V,Chapter IX Diseases of the circulatory system,I9_IHD,Inverse variance weighted,5,1.23 [1.12-1.36],3.44154363684458e-05,cis
ITGAV,Integrin alpha-V,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_LIPOPROT,Inverse variance weighted,5,1.26 [1.12-1.41],6.15563764326549e-05,cis
ITGAV,Integrin alpha-V,Chapter I Certain infectious and parasitic diseases,AB1_BACT_BIR_OTHER_INF_AGENTS,Inverse variance weighted,5,2.1 [1.42-3.1],0.000208877896160878,cis
ITGAV,Integrin alpha-V,Chapter IX Diseases of the circulatory system,I9_CORATHER,Inverse variance weighted,5,1.23 [1.1-1.38],0.000227731330902145,cis
ITGAV,Integrin alpha-V,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_METABOLIA,Inverse variance weighted,5,1.2 [1.08-1.32],0.00035164309536743,cis
ITGAV,Integrin alpha-V,Chapter IX Diseases of the circulatory system,I9_ANGINA,Inverse variance weighted,5,1.29 [1.11-1.49],0.000638326195625631,cis
ITGAV,Integrin alpha-V,Chapter IX Diseases of the circulatory system,I9_CHD,Inverse variance weighted,5,1.22 [1.09-1.36],0.000714954272783188,cis
ITGAV,Integrin alpha-V,Chapter IX Diseases of the circulatory system,I9_AF,Inverse variance weighted,5,1.31 [1.12-1.53],0.000816080089955002,cis
ITGAV,Integrin alpha-V,Chapter IX Diseases of the circulatory system,I9_HYPTENSPUL,Inverse variance weighted,5,6.98 [2.21-22.07],0.000937543081583293,cis
ITGAV,Integrin alpha-V,Chapter IX Diseases of the circulatory system,I9_MI_STRICT,Inverse variance weighted,5,1.27 [1.09-1.47],0.00178538289544906,cis
ITGAV,Integrin alpha-V,Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_OSTEOPOROSIS,Inverse variance weighted,5,1.45 [1.15-1.84],0.00186575179132704,cis
ITGAV,Integrin alpha-V,Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_OSTEOCHONDRO,Inverse variance weighted,5,1.25 [1.07-1.45],0.00373647911283543,cis
ITGAV,Integrin alpha-V,Chapter IX Diseases of the circulatory system,I9_ARTOTH,Inverse variance weighted,5,0.57 [0.39-0.84],0.00405194591134156,cis
ITGAV,Integrin alpha-V,Chapter IX Diseases of the circulatory system,I9_STR,Inverse variance weighted,5,1.21 [1.06-1.39],0.00482394110329019,cis
ITGAV,Integrin alpha-V,Chapter XIV Diseases of the genitourinary system,N14_KIDUROTH,Inverse variance weighted,5,1.61 [1.15-2.26],0.00528750280214806,cis
ITGAV,Integrin alpha-V,Chapter VI Diseases of the nervous system,G6_EPIPAROX,Inverse variance weighted,5,1.13 [1.03-1.23],0.00649221812272522,cis
ITGAV,Integrin alpha-V,Chapter IX Diseases of the circulatory system,I9_HYPTENS,Inverse variance weighted,5,1.12 [1.03-1.21],0.00782451789053427,cis
ITGAV,Integrin alpha-V,Chapter IX Diseases of the circulatory system,I9_HYPTENSESS,Inverse variance weighted,5,1.12 [1.03-1.22],0.00812702242176716,cis
ITGAV,Integrin alpha-V,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_MINERAL_MET,Inverse variance weighted,5,1.76 [1.16-2.69],0.00850906468108732,cis
ITGAV,Integrin alpha-V,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERCHOL,Inverse variance weighted,5,1.19 [1.04-1.36],0.00975294288622841,cis
ITGAV,Integrin alpha-V,Chapter XII Diseases of the skin and subcutaneous tissue,L12_SKIN_SUBCUTAN,Inverse variance weighted,5,0.9 [0.83-0.98],0.0120286607646586,cis
ITGAV,Integrin alpha-V,Chapter I Certain infectious and parasitic diseases,AB1_GASTROENTERITIS_NOS,Inverse variance weighted,5,1.2 [1.04-1.38],0.0131290858804065,cis
ITGAV,Integrin alpha-V,Chapter XII Diseases of the skin and subcutaneous tissue,L12_INFECT_SKIN,Inverse variance weighted,5,0.84 [0.73-0.96],0.0134651399675286,cis
ITGAV,Integrin alpha-V,Chapter IX Diseases of the circulatory system,I9_UAP,Inverse variance weighted,5,1.25 [1.03-1.51],0.0236563949494184,cis
ITGAV,Integrin alpha-V,Chapter XI Diseases of the digestive system,K11_ENERCOLNONINF,Inverse variance weighted,5,0.84 [0.72-0.98],0.0277866355445183,cis
ITGAV,Integrin alpha-V,Chapter X Diseases of the respiratory system,COPD_LATER,Inverse variance weighted,5,0.8 [0.65-0.98],0.0346382323648729,cis
ITGAV,Integrin alpha-V,Chapter V Mental and behavioural disorders,F5_DEPRESSIO,Inverse variance weighted,5,0.89 [0.8-0.99],0.0348522881217572,cis
ITGAV,Integrin alpha-V,Chapter I Certain infectious and parasitic diseases,AB1_OTHER_BACT_INOTHER,Inverse variance weighted,5,4.81 [1.08-21.45],0.0396018416280086,cis
ITGAV,Integrin alpha-V,Chapter V Mental and behavioural disorders,F5_DELIRIUM,Inverse variance weighted,5,1.44 [1-2.08],0.0518071004427291,cis
ITGAV,Integrin alpha-V,Chapter X Diseases of the respiratory system,COPD_HOSPITAL_MAIN,Inverse variance weighted,5,0.87 [0.76-1.01],0.0650396070513748,cis
ITGAV,Integrin alpha-V,Chapter XIII Diseases of the musculoskeletal system and connective tissue,RHEUMA_NOS,Inverse variance weighted,5,1.37 [0.97-1.94],0.0744065523983781,cis
ITGAV,Integrin alpha-V,Chapter I Certain infectious and parasitic diseases,AB1_INTESTINAL_INFECTIONS,Inverse variance weighted,5,1.12 [0.98-1.28],0.0976408524020811,cis
ITGAV,Integrin alpha-V,Chapter V Mental and behavioural disorders,F5_DEPRESSION_DYSTHYMIA,Inverse variance weighted,5,0.92 [0.83-1.02],0.0993754327221141,cis
