Protein,Protein_definition,Disease_category,Disease,method,nsnp,OR [95% CI],Pvalue,QTL_type
ANGPTL2,Angiopoietin-related protein 2,Chapter IX Diseases of the circulatory system,I9_HYPTENS,Wald ratio,1,1.43 [1.09-1.88],0.00996034073330379,cis
ANGPTL2,Angiopoietin-related protein 2,Chapter XI Diseases of the digestive system,K11_CROHN,Wald ratio,1,5.5 [1.46-20.71],0.0117733565478233,cis
ANGPTL2,Angiopoietin-related protein 2,Chapter IX Diseases of the circulatory system,I9_HYPTENSESS,Wald ratio,1,1.44 [1.08-1.93],0.0138880603726995,cis
ANGPTL2,Angiopoietin-related protein 2,Chapter XI Diseases of the digestive system,K11_OTHINFLIV,Wald ratio,1,5.25 [1.08-25.56],0.0402307852527467,cis
ANGPTL2,Angiopoietin-related protein 2,Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_RHEUMA,Wald ratio,1,1.55 [0.83-2.9],0.173022022777913,cis
ANGPTL2,Angiopoietin-related protein 2,Chapter XI Diseases of the digestive system,K11_GIDISEASES,Wald ratio,1,1.15 [0.94-1.42],0.178756666484212,cis
ANGPTL2,Angiopoietin-related protein 2,Chapter X Diseases of the respiratory system,J10_RESPDISOTH,Wald ratio,1,0.71 [0.43-1.17],0.180038164507228,cis
ANGPTL2,Angiopoietin-related protein 2,Chapter XI Diseases of the digestive system,K11_FIBROCHIRLIV,Wald ratio,1,0.39 [0.08-1.91],0.248255646098258,cis
ANGPTL2,Angiopoietin-related protein 2,Chapter XI Diseases of the digestive system,K11_OESSTODUO,Wald ratio,1,0.83 [0.61-1.14],0.249953133519238,cis
ANGPTL2,Angiopoietin-related protein 2,Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_OTHCONN,Wald ratio,1,1.7 [0.69-4.24],0.251596251222843,cis
ANGPTL2,Angiopoietin-related protein 2,Chapter II Neoplasms,C3_BREAST_EXALLC,Wald ratio,1,1.4 [0.78-2.51],0.260385218993765,cis
ANGPTL2,Angiopoietin-related protein 2,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_LIPOPROT,Wald ratio,1,1.24 [0.85-1.82],0.262232397317735,cis
ANGPTL2,Angiopoietin-related protein 2,Chapter IX Diseases of the circulatory system,I9_HEARTFAIL,Wald ratio,1,0.78 [0.49-1.22],0.278281061357212,cis
ANGPTL2,Angiopoietin-related protein 2,Chapter XI Diseases of the digestive system,K11_LIVER,Wald ratio,1,1.42 [0.74-2.75],0.294379209152764,cis
ANGPTL2,Angiopoietin-related protein 2,Chapter XI Diseases of the digestive system,K11_REFLUX,Wald ratio,1,0.8 [0.52-1.25],0.328599141562029,cis
ANGPTL2,Angiopoietin-related protein 2,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_METABOLIA,Wald ratio,1,1.18 [0.85-1.63],0.331329876445175,cis
ANGPTL2,Angiopoietin-related protein 2,Chapter IX Diseases of the circulatory system,I9_HYPTENSPOR,Wald ratio,1,2.46 [0.39-15.35],0.33492607164332,cis
ANGPTL2,Angiopoietin-related protein 2,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_ANAEMIAINCHRONICDISEASE,Wald ratio,1,0.25 [0.02-4.18],0.335412085459083,cis
ANGPTL2,Angiopoietin-related protein 2,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_ACIDOSIS,Wald ratio,1,4.34 [0.2-94.79],0.351064578503144,cis
ANGPTL2,Angiopoietin-related protein 2,Chapter X Diseases of the respiratory system,J10_INFLUPNEU,Wald ratio,1,0.87 [0.64-1.17],0.359127084990888,cis
ANGPTL2,Angiopoietin-related protein 2,Chapter X Diseases of the respiratory system,J10_PLEURA,Wald ratio,1,1.3 [0.74-2.28],0.36363084878541,cis
ANGPTL2,Angiopoietin-related protein 2,Chapter XI Diseases of the digestive system,NAFLD,Wald ratio,1,1.92 [0.46-7.94],0.369000001628621,cis
ANGPTL2,Angiopoietin-related protein 2,Chapter X Diseases of the respiratory system,J10_LOWERINF,Wald ratio,1,0.81 [0.5-1.31],0.391150921075742,cis
ANGPTL2,Angiopoietin-related protein 2,Chapter XIII Diseases of the musculoskeletal system and connective tissue,RHEUMA_NOS,Wald ratio,1,0.62 [0.21-1.85],0.394188909148889,cis
ANGPTL2,Angiopoietin-related protein 2,Chapter XIV Diseases of the genitourinary system,N14_ACUTERENFAIL,Wald ratio,1,1.46 [0.6-3.55],0.406730677620726,cis
ANGPTL2,Angiopoietin-related protein 2,Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_GOUT,Wald ratio,1,0.73 [0.34-1.56],0.416753588327817,cis
ANGPTL2,Angiopoietin-related protein 2,Chapter IX Diseases of the circulatory system,I9_VARICVEOES,Wald ratio,1,2.41 [0.29-20.11],0.417328622901117,cis
ANGPTL2,Angiopoietin-related protein 2,Chapter X Diseases of the respiratory system,J10_LOWCHRON,Wald ratio,1,1.12 [0.84-1.5],0.446883213264666,cis
ANGPTL2,Angiopoietin-related protein 2,Chapter X Diseases of the respiratory system,IPF,Wald ratio,1,0.56 [0.12-2.55],0.455546147698795,cis
ANGPTL2,Angiopoietin-related protein 2,Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_MUSCULOSKELETAL,Wald ratio,1,0.92 [0.75-1.14],0.466959921623007,cis
