Protein,Protein_definition,Disease_category,Disease,method,nsnp,OR [95% CI],Pvalue,QTL_type
MVK,Mevalonate kinase,Chapter V Mental and behavioural disorders,KRA_PSY_MOOD_EXMORE,Wald ratio,1,1.37 [1.06-1.77],0.0178751158177652,cis
MVK,Mevalonate kinase,Chapter IX Diseases of the circulatory system,I9_CHD,Inverse variance weighted,2,0.83 [0.7-0.98],0.0325083517635376,cis
MVK,Mevalonate kinase,Chapter IX Diseases of the circulatory system,I9_IHD,Inverse variance weighted,2,0.86 [0.74-1],0.0561816522893374,cis
MVK,Mevalonate kinase,Chapter IX Diseases of the circulatory system,I9_ANGINA,Inverse variance weighted,2,0.83 [0.68-1.01],0.0571656150564107,cis
MVK,Mevalonate kinase,Chapter IX Diseases of the circulatory system,I9_MI_STRICT,Inverse variance weighted,2,0.81 [0.64-1.01],0.0617389133210998,cis
MVK,Mevalonate kinase,Chapter XI Diseases of the digestive system,K11_OESSTODUO,Inverse variance weighted,2,0.87 [0.76-1.01],0.0617587537381414,cis
MVK,Mevalonate kinase,Chapter X Diseases of the respiratory system,J10_LOWERINF,Inverse variance weighted,2,0.82 [0.66-1.01],0.0643747789517091,cis
MVK,Mevalonate kinase,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERLIPNAS,Inverse variance weighted,2,0.77 [0.58-1.02],0.0646063188359938,cis
MVK,Mevalonate kinase,Chapter XI Diseases of the digestive system,K11_DISLIVOTH,Inverse variance weighted,2,1.47 [0.96-2.26],0.0776500601100696,cis
MVK,Mevalonate kinase,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_MINERAL_MET,Inverse variance weighted,2,0.54 [0.27-1.1],0.0900174259064993,cis
MVK,Mevalonate kinase,Chapter X Diseases of the respiratory system,J10_RESPIRATORY,Wald ratio,1,1.12 [0.96-1.3],0.143315268853406,cis
MVK,Mevalonate kinase,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_ANAEMIA_IRONDEF_NAS,Inverse variance weighted,2,0.8 [0.59-1.08],0.150339551714605,cis
MVK,Mevalonate kinase,Chapter V Mental and behavioural disorders,ALCOHOLMENTAL,Wald ratio,1,1.36 [0.87-2.12],0.173333731183768,cis
MVK,Mevalonate kinase,Chapter IX Diseases of the circulatory system,I9_UAP,Inverse variance weighted,2,0.67 [0.36-1.24],0.207022023824788,cis
MVK,Mevalonate kinase,Chapter V Mental and behavioural disorders,AUD,Inverse variance weighted,2,0.86 [0.67-1.1],0.227397863225515,cis
MVK,Mevalonate kinase,Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_POLYARTHROPATHIES,Inverse variance weighted,2,0.89 [0.74-1.08],0.236772283472949,cis
MVK,Mevalonate kinase,Chapter I Certain infectious and parasitic diseases,AB1_SEPSIS_VIRAL_IMPL,Wald ratio,1,0.71 [0.41-1.26],0.244551104821291,cis
MVK,Mevalonate kinase,Chapter V Mental and behavioural disorders,KRA_PSY_SUBSTANCE_EXMORE,Inverse variance weighted,2,0.8 [0.55-1.17],0.251151185766635,cis
MVK,Mevalonate kinase,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_OTHERANAEMIA,Wald ratio,1,1.17 [0.89-1.55],0.251575976704744,cis
MVK,Mevalonate kinase,Chapter XIV Diseases of the genitourinary system,N14_ACUTERENFAIL,Inverse variance weighted,2,0.79 [0.53-1.18],0.251620062322246,cis
MVK,Mevalonate kinase,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM2NOCOMP,Wald ratio,1,0.87 [0.68-1.11],0.254596606377151,cis
MVK,Mevalonate kinase,Chapter XI Diseases of the digestive system,K11_LIVER,Inverse variance weighted,2,1.18 [0.88-1.59],0.266286688764384,cis
MVK,Mevalonate kinase,Chapter IX Diseases of the circulatory system,I9_CORATHER,Inverse variance weighted,2,0.87 [0.68-1.12],0.288951769114414,cis
MVK,Mevalonate kinase,Chapter IX Diseases of the circulatory system,I9_HYPTENS,Inverse variance weighted,2,0.93 [0.82-1.06],0.291479237879362,cis
MVK,Mevalonate kinase,Chapter X Diseases of the respiratory system,J10_ACUTELOWERNAS,Inverse variance weighted,2,0.66 [0.28-1.53],0.328964569225989,cis
MVK,Mevalonate kinase,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPOOSMNAT,Inverse variance weighted,2,1.23 [0.8-1.89],0.35002144644201,cis
MVK,Mevalonate kinase,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPOKALAEMIA,Inverse variance weighted,2,0.78 [0.46-1.33],0.36045749261243,cis
MVK,Mevalonate kinase,Chapter XI Diseases of the digestive system,K11_FIBROCHIRLIV,Inverse variance weighted,2,1.54 [0.61-3.87],0.361584770974066,cis
MVK,Mevalonate kinase,"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",DM_BCKGRND_RETINA,Wald ratio,1,0.72 [0.35-1.5],0.38591349133432,cis
MVK,Mevalonate kinase,Chapter IX Diseases of the circulatory system,I9_HYPTENSESS,Inverse variance weighted,2,0.94 [0.81-1.09],0.38977162421789,cis
MVK,Mevalonate kinase,Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_GOUT,Inverse variance weighted,2,1.17 [0.8-1.72],0.407798080393841,cis
MVK,Mevalonate kinase,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_VOLUME,Inverse variance weighted,2,0.79 [0.44-1.43],0.4355834024147,cis
MVK,Mevalonate kinase,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_MG_MET,Inverse variance weighted,2,0.35 [0.02-5.25],0.447414340689613,cis
MVK,Mevalonate kinase,Chapter I Certain infectious and parasitic diseases,AB1_SEPSIS_CONDITION,Wald ratio,1,0.93 [0.76-1.13],0.452438392307437,cis
MVK,Mevalonate kinase,Chapter XIV Diseases of the genitourinary system,N14_RENALTUB,Inverse variance weighted,2,0.94 [0.8-1.11],0.45456908956362,cis
MVK,Mevalonate kinase,Chapter V Mental and behavioural disorders,SMOKING_DEPEND,Inverse variance weighted,2,0.79 [0.41-1.51],0.4768426306311,cis
MVK,Mevalonate kinase,Chapter XI Diseases of the digestive system,CHIRHEP_NAS,Inverse variance weighted,2,1.66 [0.39-7.08],0.491263699604026,cis
MVK,Mevalonate kinase,Chapter V Mental and behavioural disorders,F5_ALCOHOLAC,Inverse variance weighted,2,0.84 [0.49-1.45],0.53587412568148,cis
MVK,Mevalonate kinase,Chapter V Mental and behavioural disorders,F5_DEPRESSION_DYSTHYMIA,Inverse variance weighted,2,0.95 [0.79-1.14],0.573909121350307,cis
MVK,Mevalonate kinase,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM1NOCOMP,Wald ratio,1,0.83 [0.41-1.67],0.601052504630468,cis
MVK,Mevalonate kinase,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_METABOLIA,Inverse variance weighted,2,0.95 [0.77-1.17],0.603659116523002,cis
MVK,Mevalonate kinase,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_LIPOPROT,Inverse variance weighted,2,0.96 [0.81-1.13],0.607493216429893,cis
MVK,Mevalonate kinase,Chapter XI Diseases of the digestive system,K11_ALCOLIV,Inverse variance weighted,2,0.83 [0.39-1.76],0.630686835180596,cis
MVK,Mevalonate kinase,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_ACIDOSIS,Inverse variance weighted,2,0.53 [0.04-7.08],0.632320847838439,cis
MVK,Mevalonate kinase,Chapter IX Diseases of the circulatory system,I9_HYPTENSPOR,Wald ratio,1,0.76 [0.24-2.43],0.646702178505623,cis
MVK,Mevalonate kinase,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM2PERIPH,Inverse variance weighted,2,0.86 [0.45-1.66],0.658122714761476,cis
MVK,Mevalonate kinase,Chapter V Mental and behavioural disorders,F5_ALCOHOL_DEPENDENCE,Inverse variance weighted,2,0.88 [0.48-1.6],0.666484060453686,cis
MVK,Mevalonate kinase,Chapter IX Diseases of the circulatory system,I9_HEARTFAIL,Inverse variance weighted,2,1.06 [0.81-1.38],0.678634204352002,cis
MVK,Mevalonate kinase,Chapter IX Diseases of the circulatory system,I9_VARICVEOES,Inverse variance weighted,2,1.21 [0.47-3.14],0.692892126790941,cis
MVK,Mevalonate kinase,Chapter X Diseases of the respiratory system,J10_PNEUMONAS,Wald ratio,1,1.06 [0.8-1.4],0.702373109081644,cis
MVK,Mevalonate kinase,Chapter XI Diseases of the digestive system,K11_OTHINFLIV,Inverse variance weighted,2,0.87 [0.43-1.78],0.702649811449236,cis
MVK,Mevalonate kinase,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_ANAEMIANAS,Inverse variance weighted,2,0.95 [0.73-1.25],0.722452552808572,cis
MVK,Mevalonate kinase,Chapter XI Diseases of the digestive system,K11_GIDISEASES,Wald ratio,1,0.98 [0.86-1.12],0.735805347931237,cis
MVK,Mevalonate kinase,Chapter IX Diseases of the circulatory system,I9_K_CARDIAC,Inverse variance weighted,2,1.05 [0.78-1.42],0.747634105944713,cis
MVK,Mevalonate kinase,Chapter I Certain infectious and parasitic diseases,AB1_SEPSIS_IMPLICIT,Wald ratio,1,0.96 [0.76-1.22],0.748760181895934,cis
MVK,Mevalonate kinase,Chapter V Mental and behavioural disorders,KRA_PSY_ANYMENTAL,Inverse variance weighted,2,0.98 [0.87-1.1],0.76401733089654,cis
MVK,Mevalonate kinase,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_IRON_MET,Inverse variance weighted,2,1.27 [0.23-6.84],0.783190318357648,cis
MVK,Mevalonate kinase,Chapter IX Diseases of the circulatory system,I9_OTHOTH,Inverse variance weighted,2,0.88 [0.34-2.3],0.801150007356245,cis
MVK,Mevalonate kinase,Chapter IX Diseases of the circulatory system,I9_AF,Inverse variance weighted,2,0.97 [0.79-1.2],0.806229952247238,cis
MVK,Mevalonate kinase,Chapter I Certain infectious and parasitic diseases,AB1_INFECT_PARASIT,Wald ratio,1,1.02 [0.85-1.23],0.816860643150433,cis
MVK,Mevalonate kinase,Chapter V Mental and behavioural disorders,F5_DEPRESSIO,Inverse variance weighted,2,1.02 [0.87-1.19],0.823919321078609,cis
MVK,Mevalonate kinase,Chapter I Certain infectious and parasitic diseases,AB1_SEPSIS_BACT_IMPL,Wald ratio,1,1.04 [0.74-1.45],0.840804053573189,cis
MVK,Mevalonate kinase,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_BLOOD_IMMUN,Wald ratio,1,1.02 [0.83-1.24],0.852333849621263,cis
MVK,Mevalonate kinase,Chapter X Diseases of the respiratory system,J10_INFLUPNEU,Inverse variance weighted,2,1.01 [0.85-1.2],0.906496016934388,cis
MVK,Mevalonate kinase,Chapter IX Diseases of the circulatory system,I9_HYPOTE,Inverse variance weighted,2,1.03 [0.54-1.94],0.932594767937347,cis
MVK,Mevalonate kinase,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_FLUIDELECTRO,Inverse variance weighted,2,1.01 [0.74-1.39],0.935527549314547,cis
MVK,Mevalonate kinase,Chapter XI Diseases of the digestive system,NAFLD,Inverse variance weighted,2,1.02 [0.54-1.93],0.945723382702603,cis
MVK,Mevalonate kinase,Chapter X Diseases of the respiratory system,J10_PLEURA,Inverse variance weighted,2,1.01 [0.7-1.47],0.949921403242315,cis
MVK,Mevalonate kinase,Chapter I Certain infectious and parasitic diseases,AB1_SEPSIS_EXPLICIT,Wald ratio,1,1.01 [0.71-1.44],0.967655221924375,cis
MVK,Mevalonate kinase,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERCHOL,Inverse variance weighted,2,0.99 [0.61-1.62],0.972969499701284,cis
MVK,Mevalonate kinase,Chapter XIII Diseases of the musculoskeletal system and connective tissue,GOUT_NOS,Inverse variance weighted,2,1.01 [0.6-1.69],0.975135851871846,cis
MVK,Mevalonate kinase,Chapter XI Diseases of the digestive system,K11_OTHGASTR,Inverse variance weighted,2,1 [0.7-1.42],0.985403648348013,cis
MVK,Mevalonate kinase,Chapter XIII Diseases of the musculoskeletal system and connective tissue,GOUT_NOS,Wald ratio,1,9.37 [1.32-66.51],0.0252608781058189,trans
MVK,Mevalonate kinase,Chapter IX Diseases of the circulatory system,I9_VARICVEOES,Wald ratio,1,0.02 [0-1.44],0.0716034989322284,trans
MVK,Mevalonate kinase,Chapter IX Diseases of the circulatory system,I9_HYPOTE,Wald ratio,1,5.94 [0.67-52.45],0.10887178297768,trans
MVK,Mevalonate kinase,Chapter V Mental and behavioural disorders,SMOKING_DEPEND,Wald ratio,1,10.53 [0.57-193.52],0.112896128795269,trans
