Protein,Protein_definition,Disease_category,Disease,method,nsnp,OR [95% CI],Pvalue,QTL_type
SLC39A14,Zinc transporter ZIP14,Chapter X Diseases of the respiratory system,J10_RESPDISOTH,Wald ratio,1,1.31 [1.01-1.71],0.0444110234007056,cis
SLC39A14,Zinc transporter ZIP14,Chapter I Certain infectious and parasitic diseases,AB1_SEPSIS_IMPLICIT,Wald ratio,1,1.22 [1-1.49],0.0517883311504344,cis
SLC39A14,Zinc transporter ZIP14,Chapter XII Diseases of the skin and subcutaneous tissue,L12_SKIN_SUBCUTAN,Wald ratio,1,1.12 [0.97-1.29],0.130863568507435,cis
SLC39A14,Zinc transporter ZIP14,Chapter I Certain infectious and parasitic diseases,AB1_SEPSIS_CONDITION,Wald ratio,1,1.08 [0.91-1.27],0.400825448552482,cis
SLC39A14,Zinc transporter ZIP14,Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_MUSCULOSKELETAL,Wald ratio,1,1.04 [0.93-1.17],0.458998870323612,cis
SLC39A14,Zinc transporter ZIP14,Chapter IX Diseases of the circulatory system,I9_PAD,Wald ratio,1,0.86 [0.56-1.33],0.506309260178921,cis
SLC39A14,Zinc transporter ZIP14,Chapter I Certain infectious and parasitic diseases,AB1_SEPSIS_VIRAL_IMPL,Wald ratio,1,1.17 [0.73-1.87],0.523845423459006,cis
SLC39A14,Zinc transporter ZIP14,Chapter I Certain infectious and parasitic diseases,AB1_SEPSIS_BACT_IMPL,Wald ratio,1,1.07 [0.81-1.42],0.615865221016248,cis
SLC39A14,Zinc transporter ZIP14,Chapter I Certain infectious and parasitic diseases,AB1_SEPSIS_EXPLICIT,Wald ratio,1,1.08 [0.8-1.45],0.626569676617023,cis
SLC39A14,Zinc transporter ZIP14,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_BLOOD_IMMUN,Wald ratio,1,1.04 [0.88-1.23],0.653435772814172,cis
SLC39A14,Zinc transporter ZIP14,Chapter XIV Diseases of the genitourinary system,N14_GENITOURINARY,Wald ratio,1,1.03 [0.91-1.15],0.669592376525876,cis
SLC39A14,Zinc transporter ZIP14,Chapter X Diseases of the respiratory system,J10_RESPIRATORY,Wald ratio,1,1.03 [0.91-1.16],0.684501249907441,cis
SLC39A14,Zinc transporter ZIP14,Chapter VI Diseases of the nervous system,G6_NEURO,Wald ratio,1,1.03 [0.89-1.19],0.709303029350488,cis
SLC39A14,Zinc transporter ZIP14,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_FLUIDOVER,Wald ratio,1,0.88 [0.46-1.69],0.710920887407396,cis
SLC39A14,Zinc transporter ZIP14,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM1NOCOMP,Wald ratio,1,1.08 [0.6-1.93],0.797503643076868,cis
SLC39A14,Zinc transporter ZIP14,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_OTHERANAEMIA,Wald ratio,1,0.98 [0.78-1.23],0.851679964104419,cis
SLC39A14,Zinc transporter ZIP14,Chapter I Certain infectious and parasitic diseases,AB1_INFECT_PARASIT,Wald ratio,1,0.99 [0.85-1.16],0.939260949670469,cis
SLC39A14,Zinc transporter ZIP14,Chapter X Diseases of the respiratory system,J10_PNEUMONAS,Wald ratio,1,1 [0.79-1.26],0.984259520528501,cis
SLC39A14,Zinc transporter ZIP14,Chapter I Certain infectious and parasitic diseases,AB1_OTHER_BACTERIAL,Inverse variance weighted,5,1.21 [1.06-1.38],0.00490976606226105,trans
SLC39A14,Zinc transporter ZIP14,Chapter I Certain infectious and parasitic diseases,AB1_OTHER_SEPSIS,Inverse variance weighted,5,1.39 [1.1-1.77],0.00589494196735495,trans
SLC39A14,Zinc transporter ZIP14,Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_ARTHROPATHIES,Inverse variance weighted,5,1.13 [1.03-1.24],0.00867215022759102,trans
SLC39A14,Zinc transporter ZIP14,Chapter XII Diseases of the skin and subcutaneous tissue,L12_CELLULITIS,Inverse variance weighted,5,1.51 [1.1-2.07],0.0110012666978597,trans
SLC39A14,Zinc transporter ZIP14,Chapter X Diseases of the respiratory system,J10_LOWERINF,Inverse variance weighted,5,0.82 [0.69-0.99],0.03653934071402,trans
SLC39A14,Zinc transporter ZIP14,Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_POLYARTHROPATHIES,Inverse variance weighted,5,1.19 [1.01-1.4],0.0386175063639784,trans
SLC39A14,Zinc transporter ZIP14,Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_GOUT,Inverse variance weighted,5,1.62 [1.02-2.59],0.0417294504442822,trans
SLC39A14,Zinc transporter ZIP14,Chapter XIV Diseases of the genitourinary system,N14_RENFAILNAS,Inverse variance weighted,5,0.63 [0.38-1.05],0.0748774334392983,trans
SLC39A14,Zinc transporter ZIP14,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_GLUCOPANCREAS,Inverse variance weighted,5,0.64 [0.38-1.05],0.078779378482158,trans
SLC39A14,Zinc transporter ZIP14,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_METABOLIA,Inverse variance weighted,5,1.21 [0.97-1.51],0.0910579929456007,trans
SLC39A14,Zinc transporter ZIP14,"Chapter IV Endocrine, nutritional and metabolic diseases",DM_NEPHROPATHY_EXMORE,Inverse variance weighted,5,0.69 [0.45-1.07],0.100411624480142,trans
SLC39A14,Zinc transporter ZIP14,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_ANAEMIAINCHRONICDISEASE,Inverse variance weighted,5,0.37 [0.09-1.51],0.165742886593779,trans
