Protein,Protein_definition,Disease_category,Disease,method,nsnp,OR [95% CI],Pvalue,QTL_type
NGRN,Neugrin,Chapter IX Diseases of the circulatory system,I9_HYPTENSRD,Inverse variance weighted,4,2.32 [1.05-5.12],0.0378202480932667,trans
NGRN,Neugrin,Chapter XIV Diseases of the genitourinary system,N14_GLOMEINOTH,Inverse variance weighted,4,1.5 [0.97-2.32],0.0680288486726857,trans
NGRN,Neugrin,Chapter XI Diseases of the digestive system,K11_LIVER,Inverse variance weighted,4,0.8 [0.62-1.02],0.0684247082902873,trans
NGRN,Neugrin,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_METABOLIA,Inverse variance weighted,4,1.1 [0.98-1.25],0.11897299877397,trans
NGRN,Neugrin,Chapter XIV Diseases of the genitourinary system,N14_RENFAILNAS,Inverse variance weighted,4,1.47 [0.89-2.43],0.131334939328184,trans
NGRN,Neugrin,Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_GOUT,Inverse variance weighted,4,1.19 [0.89-1.58],0.241120373945341,trans
NGRN,Neugrin,Chapter XIV Diseases of the genitourinary system,N14_CHRONKIDNEYDIS,Inverse variance weighted,4,1.32 [0.83-2.09],0.244865612504042,trans
NGRN,Neugrin,Chapter IX Diseases of the circulatory system,I9_HYPTENS,Inverse variance weighted,4,0.93 [0.81-1.07],0.292216012304319,trans
NGRN,Neugrin,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM2PERIPH,Inverse variance weighted,4,0.72 [0.38-1.37],0.315156887326527,trans
NGRN,Neugrin,Chapter XIV Diseases of the genitourinary system,N14_ACUTERENFAIL,Inverse variance weighted,4,0.85 [0.61-1.18],0.336688214432719,trans
NGRN,Neugrin,Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_POLYARTHROPATHIES,Inverse variance weighted,4,1.06 [0.9-1.24],0.486864085445017,trans
NGRN,Neugrin,Chapter X Diseases of the respiratory system,J10_INFLUPNEU,Inverse variance weighted,4,1.04 [0.93-1.17],0.488376893701411,trans
NGRN,Neugrin,Chapter IX Diseases of the circulatory system,I9_HYPTENSESS,Inverse variance weighted,4,0.95 [0.82-1.1],0.493556792787994,trans
NGRN,Neugrin,Chapter IX Diseases of the circulatory system,I9_K_CARDIAC,Inverse variance weighted,4,1.07 [0.87-1.3],0.518877345459414,trans
NGRN,Neugrin,Chapter XIV Diseases of the genitourinary system,N14_DIALYSIS,Inverse variance weighted,4,1.28 [0.58-2.85],0.539703589275747,trans
NGRN,Neugrin,Chapter I Certain infectious and parasitic diseases,AB1_OTHER_SEPSIS,Inverse variance weighted,4,0.92 [0.66-1.29],0.635213858235735,trans
NGRN,Neugrin,Chapter XIV Diseases of the genitourinary system,N14_RENALTUB,Inverse variance weighted,4,0.96 [0.77-1.21],0.733655868005691,trans
NGRN,Neugrin,Chapter XIII Diseases of the musculoskeletal system and connective tissue,GOUT_NOS,Inverse variance weighted,4,1.06 [0.71-1.59],0.761264740228317,trans
NGRN,Neugrin,Chapter I Certain infectious and parasitic diseases,AB1_OTHER_BACTERIAL,Inverse variance weighted,4,1 [0.83-1.22],0.976741415789333,trans
