Protein,Protein_definition,Disease_category,Disease,method,nsnp,OR [95% CI],Pvalue,QTL_type
CD34,Hematopoietic progenitor cell antigen CD34,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM2NOCOMP,Wald ratio,1,1.56 [1.14-2.13],0.0057568606966695,cis
CD34,Hematopoietic progenitor cell antigen CD34,Chapter XIV Diseases of the genitourinary system,N14_FEMALEGENNONINF,Wald ratio,1,1.26 [1.02-1.56],0.0350359158562861,cis
CD34,Hematopoietic progenitor cell antigen CD34,Chapter XI Diseases of the digestive system,K11_OTHDIG,Wald ratio,1,1.43 [0.97-2.11],0.0702276596279372,cis
CD34,Hematopoietic progenitor cell antigen CD34,Chapter IX Diseases of the circulatory system,I9_HYPTENSRD,Wald ratio,1,3.95 [0.87-17.9],0.07459138203962,cis
CD34,Hematopoietic progenitor cell antigen CD34,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_FLUIDELECTRO,Wald ratio,1,0.66 [0.4-1.09],0.105784846015962,cis
CD34,Hematopoietic progenitor cell antigen CD34,Chapter IX Diseases of the circulatory system,I9_CHD,Wald ratio,1,1.24 [0.94-1.63],0.125070167716654,cis
CD34,Hematopoietic progenitor cell antigen CD34,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_ANAEMIA_IRONDEF_NAS,Wald ratio,1,0.7 [0.43-1.13],0.142592031922559,cis
CD34,Hematopoietic progenitor cell antigen CD34,Chapter IX Diseases of the circulatory system,I9_HYPTENS,Wald ratio,1,1.15 [0.94-1.4],0.164330496676597,cis
CD34,Hematopoietic progenitor cell antigen CD34,Chapter V Mental and behavioural disorders,KRA_PSY_ANYMENTAL,Wald ratio,1,1.13 [0.94-1.36],0.17905410802516,cis
CD34,Hematopoietic progenitor cell antigen CD34,Chapter X Diseases of the respiratory system,COPD_EARLY,Wald ratio,1,1.46 [0.82-2.6],0.200559027937587,cis
CD34,Hematopoietic progenitor cell antigen CD34,Chapter I Certain infectious and parasitic diseases,AB1_BACT_BIR_OTHER_INF_AGENTS,Wald ratio,1,0.55 [0.21-1.42],0.2171318829137,cis
CD34,Hematopoietic progenitor cell antigen CD34,Chapter XIV Diseases of the genitourinary system,N14_GENITOURINARY,Wald ratio,1,1.12 [0.94-1.34],0.219997201927618,cis
CD34,Hematopoietic progenitor cell antigen CD34,Chapter IX Diseases of the circulatory system,I9_MI_STRICT,Wald ratio,1,1.23 [0.86-1.76],0.257907327205622,cis
CD34,Hematopoietic progenitor cell antigen CD34,Chapter X Diseases of the respiratory system,J10_PLEURA,Wald ratio,1,1.26 [0.84-1.88],0.264980238925178,cis
CD34,Hematopoietic progenitor cell antigen CD34,Chapter IX Diseases of the circulatory system,I9_HYPTENSESS,Wald ratio,1,1.12 [0.91-1.38],0.272956736503517,cis
CD34,Hematopoietic progenitor cell antigen CD34,Chapter IX Diseases of the circulatory system,I9_ANGINA,Wald ratio,1,1.18 [0.87-1.61],0.278653523298887,cis
CD34,Hematopoietic progenitor cell antigen CD34,Chapter X Diseases of the respiratory system,COPD_LATER,Wald ratio,1,0.8 [0.48-1.31],0.375337228809754,cis
CD34,Hematopoietic progenitor cell antigen CD34,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_LIPOPROT,Wald ratio,1,1.13 [0.86-1.48],0.383137806077746,cis
CD34,Hematopoietic progenitor cell antigen CD34,Chapter V Mental and behavioural disorders,ALCOHOLMENTAL,Wald ratio,1,1.29 [0.72-2.29],0.38975933617497,cis
CD34,Hematopoietic progenitor cell antigen CD34,Chapter XI Diseases of the digestive system,K11_OESSTODUO,Wald ratio,1,0.91 [0.73-1.14],0.400742350430115,cis
CD34,Hematopoietic progenitor cell antigen CD34,Chapter X Diseases of the respiratory system,J10_PLEUREFFUSION,Wald ratio,1,1.35 [0.65-2.78],0.421329488322495,cis
CD34,Hematopoietic progenitor cell antigen CD34,Chapter XIV Diseases of the genitourinary system,N14_CHRONKIDNEYDIS,Wald ratio,1,1.21 [0.72-2.03],0.465351241441732,cis
CD34,Hematopoietic progenitor cell antigen CD34,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_VIT_B_DEF,Wald ratio,1,0.48 [0.07-3.44],0.466971945740135,cis
CD34,Hematopoietic progenitor cell antigen CD34,Chapter XII Diseases of the skin and subcutaneous tissue,L12_SKIN_SUBCUTAN,Wald ratio,1,0.92 [0.74-1.16],0.482307044420214,cis
CD34,Hematopoietic progenitor cell antigen CD34,Chapter X Diseases of the respiratory system,J10_RESPIRATORY,Wald ratio,1,1.07 [0.88-1.3],0.488583508259885,cis
CD34,Hematopoietic progenitor cell antigen CD34,Chapter X Diseases of the respiratory system,J10_PNEUMONAS,Wald ratio,1,1.13 [0.79-1.62],0.504400697498911,cis
CD34,Hematopoietic progenitor cell antigen CD34,Chapter IX Diseases of the circulatory system,I9_K_CARDIAC,Wald ratio,1,1.13 [0.77-1.66],0.518738507445461,cis
CD34,Hematopoietic progenitor cell antigen CD34,Chapter XI Diseases of the digestive system,K11_LIVER,Wald ratio,1,1.16 [0.73-1.86],0.525471761053494,cis
CD34,Hematopoietic progenitor cell antigen CD34,Chapter I Certain infectious and parasitic diseases,AB1_SEPSIS_IMPLICIT,Wald ratio,1,1.1 [0.81-1.5],0.546898200387062,cis
CD34,Hematopoietic progenitor cell antigen CD34,Chapter IX Diseases of the circulatory system,I9_CORATHER,Wald ratio,1,1.08 [0.83-1.42],0.560525401492318,cis
CD34,Hematopoietic progenitor cell antigen CD34,Chapter IX Diseases of the circulatory system,I9_AF,Wald ratio,1,1.1 [0.79-1.54],0.563389220470773,cis
CD34,Hematopoietic progenitor cell antigen CD34,Chapter XI Diseases of the digestive system,K11_DIVERTIC,Wald ratio,1,0.92 [0.68-1.24],0.571121634153624,cis
CD34,Hematopoietic progenitor cell antigen CD34,Chapter XI Diseases of the digestive system,K11_CHOLELITH,Wald ratio,1,0.93 [0.71-1.22],0.599145147088341,cis
CD34,Hematopoietic progenitor cell antigen CD34,Chapter XI Diseases of the digestive system,K11_GIDISEASES,Wald ratio,1,0.96 [0.81-1.13],0.608622473177795,cis
CD34,Hematopoietic progenitor cell antigen CD34,Chapter IX Diseases of the circulatory system,I9_IHD,Wald ratio,1,1.06 [0.84-1.35],0.610952561072342,cis
CD34,Hematopoietic progenitor cell antigen CD34,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_ANAEMIANAS,Wald ratio,1,1.11 [0.73-1.7],0.616253116793408,cis
CD34,Hematopoietic progenitor cell antigen CD34,Chapter XIV Diseases of the genitourinary system,N14_DIALYSIS,Wald ratio,1,0.7 [0.15-3.24],0.650517825846006,cis
CD34,Hematopoietic progenitor cell antigen CD34,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_METABOLIA,Wald ratio,1,1.03 [0.82-1.3],0.80090217504616,cis
CD34,Hematopoietic progenitor cell antigen CD34,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_MINERAL_MET,Wald ratio,1,1.13 [0.41-3.15],0.808370998205795,cis
CD34,Hematopoietic progenitor cell antigen CD34,Chapter X Diseases of the respiratory system,ASTHMA_NAS,Wald ratio,1,0.96 [0.68-1.36],0.81464873756357,cis
CD34,Hematopoietic progenitor cell antigen CD34,Chapter XI Diseases of the digestive system,K11_INTESTOTH,Wald ratio,1,0.98 [0.8-1.2],0.831213797884969,cis
CD34,Hematopoietic progenitor cell antigen CD34,Chapter X Diseases of the respiratory system,COPD_HOSPITAL_MAIN,Wald ratio,1,1.04 [0.7-1.56],0.838940313662066,cis
CD34,Hematopoietic progenitor cell antigen CD34,Chapter X Diseases of the respiratory system,J10_LOWCHRON,Wald ratio,1,0.98 [0.8-1.21],0.849964686901658,cis
CD34,Hematopoietic progenitor cell antigen CD34,Chapter X Diseases of the respiratory system,J10_INFLUPNEU,Wald ratio,1,0.98 [0.79-1.22],0.866579761119771,cis
