Protein,Protein_definition,Disease_category,Disease,method,nsnp,OR [95% CI],Pvalue,QTL_type
SPON2,Spondin-2,Chapter IX Diseases of the circulatory system,I9_OTHPER,Inverse variance weighted,4,1.47 [1.15-1.88],0.00233364488405121,cis
SPON2,Spondin-2,Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_ARTHROSIS_INCLAVO,Inverse variance weighted,4,0.93 [0.89-0.98],0.00561650272045243,cis
SPON2,Spondin-2,Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_OSTEOCHONDRO,Inverse variance weighted,4,0.88 [0.81-0.97],0.00623915385353156,cis
SPON2,Spondin-2,Chapter IX Diseases of the circulatory system,I9_AF,Inverse variance weighted,4,1.12 [1.03-1.22],0.00843485982098772,cis
SPON2,Spondin-2,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPOKALAEMIA,Inverse variance weighted,4,1.33 [1.08-1.64],0.00854013095062944,cis
SPON2,Spondin-2,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_ENDOGLAND,Inverse variance weighted,4,1.14 [1.03-1.26],0.0109958588293334,cis
SPON2,Spondin-2,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_MINERAL_MET,Inverse variance weighted,4,0.73 [0.56-0.94],0.0165666167945485,cis
SPON2,Spondin-2,Chapter IX Diseases of the circulatory system,I9_RBBB,Inverse variance weighted,4,1.61 [1.09-2.39],0.0175326145299365,cis
SPON2,Spondin-2,Chapter XI Diseases of the digestive system,K11_OTHFUNC,Inverse variance weighted,4,1.13 [1.02-1.25],0.0196908781684832,cis
SPON2,Spondin-2,Chapter X Diseases of the respiratory system,J10_EXTERLUNG,Inverse variance weighted,4,1.25 [1.04-1.5],0.0196910206137627,cis
SPON2,Spondin-2,Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_DORSOPATHY,Inverse variance weighted,4,0.95 [0.91-0.99],0.0201292067313556,cis
SPON2,Spondin-2,Chapter XI Diseases of the digestive system,K11_OESITIS,Inverse variance weighted,4,0.69 [0.51-0.95],0.0212199257916989,cis
SPON2,Spondin-2,Chapter IX Diseases of the circulatory system,I9_OTHILLHEART,Inverse variance weighted,4,1.41 [1.04-1.93],0.0282823332651291,cis
SPON2,Spondin-2,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM2PERIPH,Inverse variance weighted,4,1.35 [1.03-1.77],0.0288593508986682,cis
SPON2,Spondin-2,Chapter XI Diseases of the digestive system,K11_LIVER,Inverse variance weighted,4,1.14 [1.01-1.28],0.0294349669218242,cis
SPON2,Spondin-2,Chapter X Diseases of the respiratory system,J10_INTERSTITIUM,Inverse variance weighted,4,1.34 [1.03-1.73],0.0294611713833668,cis
SPON2,Spondin-2,Chapter I Certain infectious and parasitic diseases,IBD_BACT_INTEST_INFECTIONS,Inverse variance weighted,4,1.26 [1.02-1.57],0.03521639591241,cis
SPON2,Spondin-2,Chapter XII Diseases of the skin and subcutaneous tissue,L12_SKIN_SUBCUTAN,Inverse variance weighted,4,1.06 [1-1.13],0.0369126830592319,cis
SPON2,Spondin-2,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_ACIDOSIS,Inverse variance weighted,4,2.38 [1.05-5.38],0.0373002722971426,cis
SPON2,Spondin-2,Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_SJOGREN,Inverse variance weighted,4,1.31 [1.01-1.69],0.0402921724354702,cis
SPON2,Spondin-2,Chapter IX Diseases of the circulatory system,I9_UAP,Inverse variance weighted,4,1.13 [1-1.26],0.0417565987987971,cis
SPON2,Spondin-2,Chapter XIV Diseases of the genitourinary system,N14_RENALTUB,Inverse variance weighted,4,1.07 [1-1.14],0.0453426413254249,cis
SPON2,Spondin-2,Chapter IX Diseases of the circulatory system,I9_ATHSCLE,Inverse variance weighted,4,1.11 [1-1.24],0.0457302028997927,cis
SPON2,Spondin-2,Chapter VI Diseases of the nervous system,G6_EPIPAROX,Inverse variance weighted,4,0.95 [0.9-1],0.0485442258361398,cis
SPON2,Spondin-2,Chapter XI Diseases of the digestive system,K11_OTHINFLIV,Inverse variance weighted,4,1.4 [1-1.95],0.0501740634649361,cis
SPON2,Spondin-2,Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_DORSOPATHYOTH,Inverse variance weighted,4,0.95 [0.91-1],0.05567636802516,cis
SPON2,Spondin-2,Chapter I Certain infectious and parasitic diseases,C_DIFFICILE_ENTEROCOLITIS,Inverse variance weighted,4,1.24 [0.99-1.53],0.0562874228028728,cis
SPON2,Spondin-2,Chapter I Certain infectious and parasitic diseases,AB1_BACT_INTEST_OTH,Inverse variance weighted,4,1.18 [0.99-1.41],0.0602661894169847,cis
SPON2,Spondin-2,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_ANAEMIA_B12_DEF,Inverse variance weighted,4,1.22 [0.99-1.51],0.0627418758828783,cis
SPON2,Spondin-2,Chapter XI Diseases of the digestive system,K11_ALCOLIV,Inverse variance weighted,4,1.24 [0.98-1.56],0.0683091890086182,cis
SPON2,Spondin-2,Chapter X Diseases of the respiratory system,J10_INFLUENZA,Inverse variance weighted,4,1.2 [0.98-1.46],0.0770976469904821,cis
SPON2,Spondin-2,Chapter IX Diseases of the circulatory system,I9_ANGINA,Inverse variance weighted,4,1.07 [0.99-1.16],0.0775502422723675,cis
SPON2,Spondin-2,Chapter I Certain infectious and parasitic diseases,AB1_STREPTSTAPHYCOCC_INOTHER,Inverse variance weighted,4,2.36 [0.87-6.37],0.0899126310386401,cis
SPON2,Spondin-2,Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_ARTHROSIS,Inverse variance weighted,4,0.95 [0.9-1.01],0.0929628747869535,cis
SPON2,Spondin-2,Chapter X Diseases of the respiratory system,COPD_LATER,Inverse variance weighted,4,0.9 [0.79-1.02],0.0930425234625983,cis
SPON2,Spondin-2,Chapter IX Diseases of the circulatory system,I9_PAD,Inverse variance weighted,4,1.16 [0.97-1.38],0.0944606890813028,cis
SPON2,Spondin-2,Chapter IX Diseases of the circulatory system,I9_OTHARR,Inverse variance weighted,4,1.07 [0.99-1.15],0.0964339720706143,cis
SPON2,Spondin-2,Chapter VI Diseases of the nervous system,G6_OTHNEU,Inverse variance weighted,4,1.07 [0.99-1.15],0.098246819081614,cis
SPON2,Spondin-2,Chapter XI Diseases of the digestive system,K11_PERITONITIS,Inverse variance weighted,4,1.3 [0.95-1.77],0.0986248775867163,cis
SPON2,Spondin-2,Chapter I Certain infectious and parasitic diseases,AB1_VIRAL_OTHER_INTEST_INFECTIONS,Inverse variance weighted,4,1.16 [0.97-1.38],0.103353057551118,cis
SPON2,Spondin-2,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERLIPNAS,Inverse variance weighted,4,0.91 [0.81-1.02],0.10336243412858,cis
SPON2,Spondin-2,Chapter IX Diseases of the circulatory system,I9_ARTOTH,Inverse variance weighted,4,1.22 [0.96-1.54],0.103554504471871,cis
SPON2,Spondin-2,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_OBESITYNAS,Inverse variance weighted,4,0.88 [0.74-1.03],0.108558878432456,cis
SPON2,Spondin-2,Chapter IX Diseases of the circulatory system,I9_SEQULAE,Inverse variance weighted,4,1.1 [0.98-1.24],0.109336686733325,cis
SPON2,Spondin-2,Chapter V Mental and behavioural disorders,SMOKING_DEPEND,Inverse variance weighted,4,1.31 [0.94-1.81],0.110031037859511,cis
SPON2,Spondin-2,Chapter VI Diseases of the nervous system,G6_HEMIPLE,Inverse variance weighted,4,1.29 [0.94-1.78],0.113370958808921,cis
SPON2,Spondin-2,Chapter X Diseases of the respiratory system,J10_VIRALPNEUMO,Inverse variance weighted,4,1.26 [0.95-1.68],0.114929235302299,cis
SPON2,Spondin-2,Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_LOWBACKPAIN,Inverse variance weighted,4,0.94 [0.87-1.01],0.115582186402968,cis
SPON2,Spondin-2,Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_OTHCONN,Inverse variance weighted,4,1.26 [0.94-1.68],0.116359838379887,cis
SPON2,Spondin-2,Chapter V Mental and behavioural disorders,KRA_PSY_SUBSTANCE_EXMORE,Inverse variance weighted,4,1.12 [0.97-1.29],0.116457267601099,cis
SPON2,Spondin-2,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_VIT_B_DEF,Inverse variance weighted,4,1.48 [0.9-2.43],0.11860282637996,cis
SPON2,Spondin-2,Chapter V Mental and behavioural disorders,F5_DELIRIUM,Inverse variance weighted,4,1.2 [0.95-1.51],0.127585452326283,cis
SPON2,Spondin-2,Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_OSTEOPOROSIS,Inverse variance weighted,4,0.89 [0.77-1.03],0.1278032590936,cis
SPON2,Spondin-2,Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_ARTHROSIS_OTH,Inverse variance weighted,4,0.93 [0.85-1.02],0.131010308442999,cis
SPON2,Spondin-2,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_FLUIDELECTRO,Inverse variance weighted,4,1.12 [0.96-1.31],0.142708404299255,cis
SPON2,Spondin-2,Chapter IX Diseases of the circulatory system,I9_SECONDRIGHT,Inverse variance weighted,4,0.74 [0.5-1.11],0.146250789783365,cis
SPON2,Spondin-2,Chapter X Diseases of the respiratory system,J10_PNEUMONISOLLIQ,Inverse variance weighted,4,1.27 [0.92-1.75],0.14726673897252,cis
SPON2,Spondin-2,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_LIPOPROT,Inverse variance weighted,4,0.95 [0.89-1.02],0.148734410513532,cis
SPON2,Spondin-2,Chapter XI Diseases of the digestive system,K11_OTHDISDIG,Inverse variance weighted,4,1.09 [0.97-1.23],0.148821844564216,cis
SPON2,Spondin-2,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_VIT_D_DEF,Inverse variance weighted,4,1.52 [0.85-2.71],0.156702564064566,cis
SPON2,Spondin-2,Chapter XIV Diseases of the genitourinary system,N14_GENITOURINARY,Inverse variance weighted,4,1.03 [0.99-1.08],0.157025811597583,cis
SPON2,Spondin-2,Chapter XI Diseases of the digestive system,K11_CHOLELITH,Inverse variance weighted,4,0.94 [0.86-1.03],0.159996994739648,cis
SPON2,Spondin-2,Chapter XI Diseases of the digestive system,K11_CONSTIPATION,Inverse variance weighted,4,1.05 [0.98-1.12],0.16539863746347,cis
SPON2,Spondin-2,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM2NEU,Inverse variance weighted,4,1.32 [0.89-1.95],0.167118541024081,cis
SPON2,Spondin-2,"Chapter IV Endocrine, nutritional and metabolic diseases",DM_NEUROPATHY,Inverse variance weighted,4,1.18 [0.93-1.49],0.172638289781895,cis
