Protein,Protein_definition,Disease_category,Disease,method,nsnp,OR [95% CI],Pvalue,QTL_type
COL3A1,Collagen alpha-1(III) chain,Chapter XIV Diseases of the genitourinary system,N14_ACUTERENFAIL,Wald ratio,1,5.31 [2.12-13.33],0.000369077919911999,cis
COL3A1,Collagen alpha-1(III) chain,Chapter IX Diseases of the circulatory system,I9_CARDMYO,Wald ratio,1,2.65 [1.06-6.6],0.0368278570010431,cis
COL3A1,Collagen alpha-1(III) chain,Chapter IX Diseases of the circulatory system,I9_SECONDRIGHT,Wald ratio,1,0.14 [0.02-1.11],0.0627638059535882,cis
COL3A1,Collagen alpha-1(III) chain,Chapter XI Diseases of the digestive system,K11_DISLIVOTH,Wald ratio,1,2.18 [0.83-5.77],0.115855503872856,cis
COL3A1,Collagen alpha-1(III) chain,Chapter XI Diseases of the digestive system,K11_LIVER,Wald ratio,1,1.69 [0.86-3.29],0.126390353581832,cis
COL3A1,Collagen alpha-1(III) chain,Chapter XIV Diseases of the genitourinary system,N14_RENALTUB,Wald ratio,1,1.31 [0.9-1.91],0.157712903236369,cis
COL3A1,Collagen alpha-1(III) chain,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_FLUIDELECTRO,Wald ratio,1,1.6 [0.78-3.27],0.196968134738097,cis
COL3A1,Collagen alpha-1(III) chain,Chapter IX Diseases of the circulatory system,I9_HYPTENSRD,Wald ratio,1,0.25 [0.03-2.14],0.203394727456302,cis
COL3A1,Collagen alpha-1(III) chain,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_ANAEMIANAS,Wald ratio,1,1.44 [0.79-2.64],0.235032916780677,cis
COL3A1,Collagen alpha-1(III) chain,Chapter IX Diseases of the circulatory system,I9_HYPTENSPUL,Wald ratio,1,0.07 [0-5.91],0.235111332537628,cis
COL3A1,Collagen alpha-1(III) chain,Chapter IX Diseases of the circulatory system,I9_K_CARDIAC,Wald ratio,1,1.33 [0.77-2.28],0.309382381011136,cis
COL3A1,Collagen alpha-1(III) chain,Chapter IX Diseases of the circulatory system,I9_HYPTENSESS,Wald ratio,1,0.86 [0.64-1.16],0.313137326745179,cis
COL3A1,Collagen alpha-1(III) chain,Chapter IX Diseases of the circulatory system,I9_OTHILLHEART,Wald ratio,1,2.43 [0.42-14.15],0.324998911589264,cis
COL3A1,Collagen alpha-1(III) chain,Chapter XI Diseases of the digestive system,CHIRHEP_NAS,Wald ratio,1,2.62 [0.34-20.12],0.354376495679347,cis
COL3A1,Collagen alpha-1(III) chain,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_LIPOPROT,Wald ratio,1,0.84 [0.57-1.23],0.364951162027966,cis
COL3A1,Collagen alpha-1(III) chain,Chapter IX Diseases of the circulatory system,I9_HYPTENS,Wald ratio,1,0.89 [0.68-1.18],0.427728678224677,cis
