Protein,Protein_definition,Disease_category,Disease,method,nsnp,OR [95% CI],Pvalue,QTL_type
ADGRE2,Adhesion G protein-coupled receptor E2,Chapter II Neoplasms,C3_CLL_EXALLC,Inverse variance weighted,13,0.61 [0.46-0.82],0.00118442390058669,cis
ADGRE2,Adhesion G protein-coupled receptor E2,Chapter IX Diseases of the circulatory system,I9_HYPTENSPOR,Inverse variance weighted,9,1.38 [1.08-1.77],0.00972533731038821,cis
ADGRE2,Adhesion G protein-coupled receptor E2,"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",DM_BCKGRND_RETINA,Inverse variance weighted,9,1.23 [1.05-1.43],0.00997103836770348,cis
ADGRE2,Adhesion G protein-coupled receptor E2,Chapter XIV Diseases of the genitourinary system,N14_CHRONKIDNEYDIS,Inverse variance weighted,13,1.07 [0.99-1.15],0.0832952757614062,cis
ADGRE2,Adhesion G protein-coupled receptor E2,Chapter I Certain infectious and parasitic diseases,AB1_OTHER_SEPSIS,Inverse variance weighted,13,0.95 [0.89-1.01],0.0963357697002917,cis
ADGRE2,Adhesion G protein-coupled receptor E2,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_GLUCOPANCREAS,Inverse variance weighted,13,0.88 [0.76-1.02],0.0967741313305847,cis
ADGRE2,Adhesion G protein-coupled receptor E2,Chapter I Certain infectious and parasitic diseases,AB1_BACT_BIR_OTHER_INF_AGENTS,Inverse variance weighted,13,1.12 [0.98-1.29],0.104186155591774,cis
ADGRE2,Adhesion G protein-coupled receptor E2,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_FLUIDELECTRO,Inverse variance weighted,13,0.93 [0.86-1.02],0.1276609187499,cis
ADGRE2,Adhesion G protein-coupled receptor E2,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_BLOOD_IMMUN,Inverse variance weighted,9,1.03 [0.99-1.08],0.144382898900985,cis
ADGRE2,Adhesion G protein-coupled receptor E2,Chapter II Neoplasms,C3_BILIARY_GALLBLADDER_EXALLC,Inverse variance weighted,13,0.86 [0.69-1.06],0.155523362097697,cis
ADGRE2,Adhesion G protein-coupled receptor E2,Chapter IX Diseases of the circulatory system,I9_OTHOTH,Inverse variance weighted,13,0.87 [0.69-1.08],0.201420354682737,cis
ADGRE2,Adhesion G protein-coupled receptor E2,Chapter XIV Diseases of the genitourinary system,N14_RENFAILNAS,Inverse variance weighted,13,0.89 [0.73-1.08],0.244481360703909,cis
ADGRE2,Adhesion G protein-coupled receptor E2,Chapter XI Diseases of the digestive system,CHIRHEP_NAS,Inverse variance weighted,13,1.13 [0.92-1.39],0.261084359716611,cis
ADGRE2,Adhesion G protein-coupled receptor E2,Chapter I Certain infectious and parasitic diseases,AB1_SEPSIS_CONDITION,Inverse variance weighted,9,0.97 [0.93-1.02],0.262949176156284,cis
ADGRE2,Adhesion G protein-coupled receptor E2,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_FLUIDOVER,Inverse variance weighted,9,1.09 [0.92-1.29],0.302047954570083,cis
ADGRE2,Adhesion G protein-coupled receptor E2,Chapter IX Diseases of the circulatory system,I9_HYPTENSRD,Inverse variance weighted,13,1.14 [0.87-1.49],0.3315669949447,cis
ADGRE2,Adhesion G protein-coupled receptor E2,Chapter IX Diseases of the circulatory system,I9_VARICVEOES,Inverse variance weighted,13,1.11 [0.89-1.39],0.335690942341941,cis
ADGRE2,Adhesion G protein-coupled receptor E2,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM2REN,Inverse variance weighted,13,1.07 [0.93-1.22],0.338126372808546,cis
ADGRE2,Adhesion G protein-coupled receptor E2,Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_SLE,Inverse variance weighted,9,0.68 [0.32-1.49],0.339174981114635,cis
ADGRE2,Adhesion G protein-coupled receptor E2,Chapter I Certain infectious and parasitic diseases,AB1_SEPSIS_IMPLICIT,Inverse variance weighted,9,0.98 [0.93-1.03],0.359655244010006,cis
