Protein,Protein_definition,Disease_category,Disease,method,nsnp,OR [95% CI],Pvalue,QTL_type
CD99L2,CD99 antigen-like protein 2,Chapter XIV Diseases of the genitourinary system,N14_RENALTUB,Inverse variance weighted,8,1.23 [1.09-1.38],0.000468953510276907,trans
CD99L2,CD99 antigen-like protein 2,Chapter IX Diseases of the circulatory system,I9_ARTEMBTHRNAS,Inverse variance weighted,8,0.43 [0.25-0.73],0.00186396272107936,trans
CD99L2,CD99 antigen-like protein 2,Chapter XII Diseases of the skin and subcutaneous tissue,L12_DECUBITANSULCERANDPRESSURE,Inverse variance weighted,8,0.57 [0.39-0.85],0.0058534797903372,trans
CD99L2,CD99 antigen-like protein 2,Chapter XIV Diseases of the genitourinary system,N14_ACUTERENFAIL,Inverse variance weighted,8,1.31 [1.07-1.6],0.00859083523597303,trans
CD99L2,CD99 antigen-like protein 2,Chapter XI Diseases of the digestive system,K11_OTHENTERCOL,Inverse variance weighted,8,1.32 [1.07-1.63],0.00870498148434294,trans
CD99L2,CD99 antigen-like protein 2,Chapter XIV Diseases of the genitourinary system,N14_RENFAILNAS,Inverse variance weighted,8,1.48 [1.09-2],0.0112362725698483,trans
CD99L2,CD99 antigen-like protein 2,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_METABOLIA,Inverse variance weighted,8,0.72 [0.53-0.97],0.0332359255330921,trans
CD99L2,CD99 antigen-like protein 2,Chapter XIV Diseases of the genitourinary system,N14_GLOMEINOTH,Inverse variance weighted,8,1.32 [1.02-1.72],0.0370457353328232,trans
CD99L2,CD99 antigen-like protein 2,Chapter IX Diseases of the circulatory system,I9_HYPTENSPUL,Inverse variance weighted,8,2.75 [1.02-7.4],0.0453633102768053,trans
CD99L2,CD99 antigen-like protein 2,Chapter XIV Diseases of the genitourinary system,N14_URINOTH,Inverse variance weighted,8,0.92 [0.84-1],0.0470927987907603,trans
CD99L2,CD99 antigen-like protein 2,Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_LOWBACKPAIN,Inverse variance weighted,8,1.16 [1-1.36],0.053439131166688,trans
CD99L2,CD99 antigen-like protein 2,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_THYROID,Inverse variance weighted,8,0.93 [0.87-1],0.0541013367543076,trans
CD99L2,CD99 antigen-like protein 2,Chapter IX Diseases of the circulatory system,I9_K_CARDIAC,Inverse variance weighted,8,0.8 [0.64-1.01],0.0585714162649016,trans
CD99L2,CD99 antigen-like protein 2,Chapter IX Diseases of the circulatory system,I9_ATHSCLE,Inverse variance weighted,8,0.81 [0.65-1.01],0.0595656650802897,trans
CD99L2,CD99 antigen-like protein 2,Chapter I Certain infectious and parasitic diseases,AB1_OTHER_SEPSIS,Inverse variance weighted,8,1.21 [0.99-1.47],0.061883693488826,trans
CD99L2,CD99 antigen-like protein 2,Chapter XI Diseases of the digestive system,K11_ENERCOLNONINF,Inverse variance weighted,8,1.19 [0.99-1.43],0.06825181885361,trans
CD99L2,CD99 antigen-like protein 2,Chapter XI Diseases of the digestive system,K11_DIAHER,Inverse variance weighted,8,1.15 [0.99-1.33],0.0686499940922915,trans
CD99L2,CD99 antigen-like protein 2,Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_DORSOPATHY,Inverse variance weighted,8,1.08 [0.99-1.17],0.0787678514567673,trans
CD99L2,CD99 antigen-like protein 2,Chapter IX Diseases of the circulatory system,I9_HYPTENSESS,Inverse variance weighted,8,1.08 [0.99-1.17],0.0809547346425269,trans
CD99L2,CD99 antigen-like protein 2,Chapter XIV Diseases of the genitourinary system,N14_OTHETNASKIDUR,Inverse variance weighted,8,1.58 [0.94-2.63],0.081458573124332,trans
CD99L2,CD99 antigen-like protein 2,Chapter XIV Diseases of the genitourinary system,N14_CHRONKIDNEYDIS,Inverse variance weighted,8,1.29 [0.96-1.72],0.0859467650054236,trans
CD99L2,CD99 antigen-like protein 2,Chapter IX Diseases of the circulatory system,I9_HYPTENS,Inverse variance weighted,8,1.06 [0.99-1.14],0.0864266911318396,trans
CD99L2,CD99 antigen-like protein 2,Chapter IX Diseases of the circulatory system,I9_HYPTENSRD,Inverse variance weighted,8,1.52 [0.94-2.44],0.0880675947382103,trans
CD99L2,CD99 antigen-like protein 2,Chapter XI Diseases of the digestive system,K11_OESITIS,Inverse variance weighted,8,1.39 [0.94-2.06],0.0949577118241778,trans
CD99L2,CD99 antigen-like protein 2,Chapter XI Diseases of the digestive system,K11_PERITONITIS,Inverse variance weighted,8,1.34 [0.94-1.92],0.105539604018222,trans
CD99L2,CD99 antigen-like protein 2,Chapter I Certain infectious and parasitic diseases,AB1_GASTROENTERITIS_NOS,Inverse variance weighted,8,1.08 [0.98-1.18],0.108659981929458,trans
CD99L2,CD99 antigen-like protein 2,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM2REN,Inverse variance weighted,8,1.44 [0.91-2.27],0.123139728027644,trans
CD99L2,CD99 antigen-like protein 2,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_ANAEMIA_IRONDEF_NAS,Inverse variance weighted,8,1.12 [0.97-1.31],0.13185912236773,trans
CD99L2,CD99 antigen-like protein 2,"Chapter IV Endocrine, nutritional and metabolic diseases",DM_NEPHROPATHY_EXMORE,Inverse variance weighted,8,1.27 [0.92-1.74],0.143085467952668,trans
CD99L2,CD99 antigen-like protein 2,Chapter IX Diseases of the circulatory system,I9_IHD,Inverse variance weighted,8,0.88 [0.75-1.04],0.146279883119758,trans
CD99L2,CD99 antigen-like protein 2,Chapter XIII Diseases of the musculoskeletal system and connective tissue,RHEUMA_NOS,Inverse variance weighted,8,0.84 [0.65-1.07],0.153705391169936,trans
CD99L2,CD99 antigen-like protein 2,Chapter XI Diseases of the digestive system,K11_OESSTODUO,Inverse variance weighted,8,1.06 [0.98-1.14],0.157068403682626,trans
CD99L2,CD99 antigen-like protein 2,Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_SPONDYLOPATHY,Inverse variance weighted,8,1.1 [0.96-1.27],0.160965768370278,trans
CD99L2,CD99 antigen-like protein 2,Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_DORSOPATHYOTH,Inverse variance weighted,8,1.08 [0.97-1.19],0.173731966497742,trans
CD99L2,CD99 antigen-like protein 2,Chapter IX Diseases of the circulatory system,I9_SECONDRIGHT,Inverse variance weighted,8,1.37 [0.86-2.18],0.182409375556859,trans
CD99L2,CD99 antigen-like protein 2,Chapter XII Diseases of the skin and subcutaneous tissue,L12_CELLULITIS,Inverse variance weighted,8,1.13 [0.94-1.37],0.190876231407379,trans
CD99L2,CD99 antigen-like protein 2,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERKALAEMIA,Inverse variance weighted,8,1.36 [0.85-2.16],0.200205635835101,trans
CD99L2,CD99 antigen-like protein 2,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERPARA,Inverse variance weighted,8,0.87 [0.71-1.07],0.202075854586537,trans
CD99L2,CD99 antigen-like protein 2,Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_OSTEOPOROSIS,Inverse variance weighted,8,1.13 [0.93-1.38],0.20985956183914,trans
CD99L2,CD99 antigen-like protein 2,Chapter VI Diseases of the nervous system,FALLS,Inverse variance weighted,8,0.96 [0.91-1.02],0.210875161821493,trans
CD99L2,CD99 antigen-like protein 2,Chapter XIII Diseases of the musculoskeletal system and connective tissue,GOUT_NOS,Inverse variance weighted,8,1.21 [0.9-1.64],0.212271280499378,trans
CD99L2,CD99 antigen-like protein 2,Chapter IX Diseases of the circulatory system,I9_ARTEMBTHRLOW,Inverse variance weighted,8,0.74 [0.45-1.2],0.216729714901123,trans
CD99L2,CD99 antigen-like protein 2,Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_GOUT,Inverse variance weighted,8,1.19 [0.9-1.57],0.225607985671533,trans
CD99L2,CD99 antigen-like protein 2,Chapter IX Diseases of the circulatory system,I9_VTE,Inverse variance weighted,8,0.85 [0.64-1.11],0.235801584758233,trans
CD99L2,CD99 antigen-like protein 2,Chapter V Mental and behavioural disorders,F5_ALCOHOLAC,Inverse variance weighted,8,0.89 [0.73-1.08],0.247405986190971,trans
CD99L2,CD99 antigen-like protein 2,Chapter XIV Diseases of the genitourinary system,N14_URETHRAOTH,Inverse variance weighted,8,0.93 [0.82-1.05],0.248510639487117,trans
CD99L2,CD99 antigen-like protein 2,Chapter IX Diseases of the circulatory system,I9_HEARTFAIL,Inverse variance weighted,8,1.09 [0.93-1.27],0.270578325343178,trans
CD99L2,CD99 antigen-like protein 2,Chapter XIV Diseases of the genitourinary system,N14_DIALYSIS,Inverse variance weighted,8,0.77 [0.47-1.24],0.27415467283219,trans
CD99L2,CD99 antigen-like protein 2,Chapter IX Diseases of the circulatory system,I9_CORATHER,Inverse variance weighted,8,0.89 [0.72-1.1],0.288168262861399,trans
CD99L2,CD99 antigen-like protein 2,Chapter X Diseases of the respiratory system,COPD_LATER,Inverse variance weighted,8,1.15 [0.88-1.51],0.298323178565628,trans
CD99L2,CD99 antigen-like protein 2,Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_SOFTTISSUE,Inverse variance weighted,8,1.04 [0.97-1.11],0.300431011973067,trans
CD99L2,CD99 antigen-like protein 2,Chapter XIV Diseases of the genitourinary system,N14_KIDUROTH,Inverse variance weighted,8,1.14 [0.88-1.48],0.312428528659564,trans
CD99L2,CD99 antigen-like protein 2,Chapter X Diseases of the respiratory system,J10_EMPHYSEMA,Inverse variance weighted,8,1.21 [0.83-1.78],0.317283027182103,trans
CD99L2,CD99 antigen-like protein 2,Chapter IX Diseases of the circulatory system,I9_MI_STRICT,Inverse variance weighted,8,0.89 [0.72-1.12],0.325145634945147,trans
CD99L2,CD99 antigen-like protein 2,Chapter XIV Diseases of the genitourinary system,N14_CHRONEPHROPATH,Inverse variance weighted,8,1.25 [0.79-1.98],0.331688195455767,trans
CD99L2,CD99 antigen-like protein 2,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_ACIDOSIS,Inverse variance weighted,8,0.69 [0.31-1.52],0.35278213794863,trans
CD99L2,CD99 antigen-like protein 2,Chapter XI Diseases of the digestive system,K11_HERNIA,Inverse variance weighted,8,0.96 [0.89-1.04],0.35490475768902,trans
CD99L2,CD99 antigen-like protein 2,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_PARATHYRO,Inverse variance weighted,8,0.91 [0.75-1.11],0.35869277433184,trans
CD99L2,CD99 antigen-like protein 2,Chapter IX Diseases of the circulatory system,I9_OTHILLHEART,Inverse variance weighted,8,1.2 [0.81-1.77],0.361437232450185,trans
CD99L2,CD99 antigen-like protein 2,Chapter X Diseases of the respiratory system,J10_PLEUREFFUSION,Inverse variance weighted,8,0.9 [0.72-1.13],0.373058461857815,trans
CD99L2,CD99 antigen-like protein 2,Chapter I Certain infectious and parasitic diseases,AB1_OTHER_BACTERIAL,Inverse variance weighted,8,1.09 [0.9-1.31],0.376043731505224,trans
CD99L2,CD99 antigen-like protein 2,Chapter I Certain infectious and parasitic diseases,AB1_INTESTINAL_INFECTIONS,Inverse variance weighted,8,1.05 [0.94-1.17],0.380668390134796,trans
CD99L2,CD99 antigen-like protein 2,Chapter XI Diseases of the digestive system,K11_OTHGASTR,Inverse variance weighted,8,0.93 [0.77-1.1],0.391083868672751,trans
CD99L2,CD99 antigen-like protein 2,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_ANAEMIAINCHRONICDISEASE,Inverse variance weighted,8,0.76 [0.41-1.43],0.395778094456236,trans
CD99L2,CD99 antigen-like protein 2,Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_SOFTTISSUEOTH,Inverse variance weighted,8,1.06 [0.92-1.23],0.405076313239738,trans
CD99L2,CD99 antigen-like protein 2,Chapter XIV Diseases of the genitourinary system,N14_OBSTRUREFLUROPATH,Inverse variance weighted,8,1.16 [0.82-1.66],0.405436064767032,trans
CD99L2,CD99 antigen-like protein 2,Chapter I Certain infectious and parasitic diseases,AB1_STREPTSTAPHYCOCC_INOTHER,Inverse variance weighted,8,1.66 [0.49-5.68],0.419338940682602,trans
CD99L2,CD99 antigen-like protein 2,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_MINERAL_MET,Inverse variance weighted,8,1.17 [0.78-1.76],0.439630917533917,trans
CD99L2,CD99 antigen-like protein 2,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_VOLUME,Inverse variance weighted,8,0.85 [0.56-1.3],0.446604808943134,trans
CD99L2,CD99 antigen-like protein 2,Chapter I Certain infectious and parasitic diseases,AB1_CANDIDIASIS,Inverse variance weighted,8,0.9 [0.68-1.19],0.44685247486748,trans
CD99L2,CD99 antigen-like protein 2,Chapter IX Diseases of the circulatory system,I9_OTHPER,Inverse variance weighted,8,1.12 [0.81-1.55],0.476098582942761,trans
CD99L2,CD99 antigen-like protein 2,Chapter V Mental and behavioural disorders,SMOKING_DEPEND,Inverse variance weighted,8,0.89 [0.64-1.23],0.479513705405362,trans
