Protein,Protein_definition,Disease_category,Disease,method,nsnp,OR [95% CI],Pvalue,QTL_type
DIPK2B,Divergent protein kinase domain 2B,Chapter IX Diseases of the circulatory system,I9_HYPTENS,Inverse variance weighted,9,0.9 [0.81-1],0.0557594959077942,trans
DIPK2B,Divergent protein kinase domain 2B,Chapter IX Diseases of the circulatory system,I9_HYPTENSESS,Inverse variance weighted,9,0.92 [0.83-1.02],0.0994323702004534,trans
DIPK2B,Divergent protein kinase domain 2B,Chapter II Neoplasms,C3_BREAST_EXALLC,Inverse variance weighted,9,0.84 [0.66-1.06],0.14448623007002,trans
DIPK2B,Divergent protein kinase domain 2B,Chapter IX Diseases of the circulatory system,I9_VARICVEOES,Inverse variance weighted,9,0.6 [0.3-1.22],0.157268042631539,trans
DIPK2B,Divergent protein kinase domain 2B,Chapter XIV Diseases of the genitourinary system,N14_CHRONKIDNEYDIS,Inverse variance weighted,9,0.89 [0.7-1.11],0.297288462917631,trans
DIPK2B,Divergent protein kinase domain 2B,Chapter XIV Diseases of the genitourinary system,N14_RENFAILNAS,Inverse variance weighted,9,1.25 [0.81-1.93],0.320920827052801,trans
DIPK2B,Divergent protein kinase domain 2B,Chapter XIV Diseases of the genitourinary system,N14_KIDUROTH,Inverse variance weighted,9,1.25 [0.8-1.97],0.329329416292541,trans
DIPK2B,Divergent protein kinase domain 2B,Chapter IX Diseases of the circulatory system,I9_HYPTENSRD,Inverse variance weighted,9,0.66 [0.25-1.77],0.412063278224168,trans
DIPK2B,Divergent protein kinase domain 2B,Chapter XI Diseases of the digestive system,K11_LIVER,Inverse variance weighted,9,1.08 [0.88-1.33],0.448795041198117,trans
DIPK2B,Divergent protein kinase domain 2B,Chapter XI Diseases of the digestive system,CHIRHEP_NAS,Inverse variance weighted,9,1.26 [0.67-2.37],0.473280570004075,trans
DIPK2B,Divergent protein kinase domain 2B,Chapter XI Diseases of the digestive system,K11_ALCOLIV,Inverse variance weighted,9,1.13 [0.75-1.69],0.567204942448948,trans
DIPK2B,Divergent protein kinase domain 2B,Chapter XI Diseases of the digestive system,K11_FIBROCHIRLIV,Inverse variance weighted,9,1.15 [0.69-1.9],0.593555538727073,trans
DIPK2B,Divergent protein kinase domain 2B,Chapter X Diseases of the respiratory system,ILD,Inverse variance weighted,9,0.94 [0.67-1.32],0.733619856196375,trans
DIPK2B,Divergent protein kinase domain 2B,Chapter XIV Diseases of the genitourinary system,N14_FEMGENPROL,Inverse variance weighted,9,1.02 [0.84-1.22],0.866823455988838,trans
DIPK2B,Divergent protein kinase domain 2B,Chapter XIV Diseases of the genitourinary system,N14_ACUTERENFAIL,Inverse variance weighted,9,0.98 [0.71-1.35],0.916685493356837,trans
DIPK2B,Divergent protein kinase domain 2B,Chapter XIV Diseases of the genitourinary system,N14_RENALTUB,Inverse variance weighted,9,0.99 [0.81-1.21],0.927291741856422,trans
DIPK2B,Divergent protein kinase domain 2B,Chapter IX Diseases of the circulatory system,I9_OTHOTH,Inverse variance weighted,9,1.03 [0.51-2.1],0.927314786742283,trans
DIPK2B,Divergent protein kinase domain 2B,Chapter XIV Diseases of the genitourinary system,N14_DIALYSIS,Inverse variance weighted,9,0.99 [0.51-1.94],0.978074401310039,trans
