Protein,Protein_definition,Disease_category,Disease,method,nsnp,OR [95% CI],Pvalue,QTL_type
NECTIN4,Nectin-4,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_OTHERAPLASTICANAEMIA,Inverse variance weighted,7,2.37 [1.35-4.18],0.00273623043934209,cis
NECTIN4,Nectin-4,Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_MUSCULOSKELETAL,Inverse variance weighted,6,1.04 [1.01-1.08],0.0162833985362204,cis
NECTIN4,Nectin-4,Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_ARTHRITISNAS,Inverse variance weighted,6,1.08 [1.01-1.15],0.0243434313481453,cis
NECTIN4,Nectin-4,Chapter IX Diseases of the circulatory system,I9_HYPTENS,Inverse variance weighted,7,1.04 [1-1.07],0.0313636211994497,cis
NECTIN4,Nectin-4,Chapter XII Diseases of the skin and subcutaneous tissue,L12_PSORI_NAS,Inverse variance weighted,7,0.8 [0.65-0.98],0.0330279786904408,cis
NECTIN4,Nectin-4,Chapter IX Diseases of the circulatory system,I9_HYPTENSESS,Inverse variance weighted,7,1.04 [1-1.08],0.0415864766145917,cis
NECTIN4,Nectin-4,Chapter X Diseases of the respiratory system,COPD_LATER,Inverse variance weighted,7,1.09 [1-1.19],0.0462058761195207,cis
NECTIN4,Nectin-4,Chapter IX Diseases of the circulatory system,I9_ARTEMBTHRLOW,Inverse variance weighted,7,0.76 [0.58-1],0.047436037915048,cis
NECTIN4,Nectin-4,"Chapter IV Endocrine, nutritional and metabolic diseases",DM_NEUROPATHY,Inverse variance weighted,7,0.85 [0.72-1],0.0508667907797729,cis
NECTIN4,Nectin-4,Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_OSTEOMYELITIS,Inverse variance weighted,7,0.82 [0.67-1],0.0532483255638456,cis
NECTIN4,Nectin-4,Chapter IX Diseases of the circulatory system,I9_STR,Inverse variance weighted,7,0.95 [0.9-1],0.0665409174502472,cis
NECTIN4,Nectin-4,Chapter IX Diseases of the circulatory system,I9_NSTEMI,Inverse variance weighted,6,1.17 [0.98-1.39],0.0741808391364391,cis
NECTIN4,Nectin-4,Chapter XIV Diseases of the genitourinary system,N14_DIALYSIS,Inverse variance weighted,7,0.79 [0.61-1.04],0.0885170822783272,cis
NECTIN4,Nectin-4,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_ANAEMIAINCHRONICDISEASE,Inverse variance weighted,7,1.43 [0.94-2.18],0.0945548829694036,cis
NECTIN4,Nectin-4,Chapter IX Diseases of the circulatory system,I9_ARTOTH,Inverse variance weighted,7,0.87 [0.74-1.03],0.103695669676595,cis
NECTIN4,Nectin-4,Chapter XI Diseases of the digestive system,K11_PERITONITIS,Inverse variance weighted,7,0.85 [0.7-1.04],0.116005604087562,cis
NECTIN4,Nectin-4,Chapter IX Diseases of the circulatory system,I9_IHD,Inverse variance weighted,7,1.03 [0.99-1.08],0.121906271232376,cis
NECTIN4,Nectin-4,Chapter XIV Diseases of the genitourinary system,N14_UROLITHIASIS,Inverse variance weighted,6,0.92 [0.83-1.02],0.123781138232877,cis
NECTIN4,Nectin-4,Chapter IX Diseases of the circulatory system,I9_TIA,Inverse variance weighted,7,1.05 [0.99-1.12],0.128946035721457,cis
NECTIN4,Nectin-4,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_BLOOD_IMMUN,Inverse variance weighted,6,1.05 [0.99-1.12],0.129280857306448,cis
NECTIN4,Nectin-4,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_OTHERANAEMIA,Inverse variance weighted,6,1.07 [0.98-1.16],0.131701319271899,cis
NECTIN4,Nectin-4,Chapter XII Diseases of the skin and subcutaneous tissue,L12_ULCERLOWLIMB,Inverse variance weighted,7,0.9 [0.78-1.03],0.132412699025772,cis
NECTIN4,Nectin-4,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_VIT_D_DEF,Inverse variance weighted,7,0.74 [0.49-1.1],0.136505441742977,cis
NECTIN4,Nectin-4,Chapter XI Diseases of the digestive system,K11_OTHENTERCOL,Inverse variance weighted,7,1.07 [0.98-1.18],0.13863201551252,cis
NECTIN4,Nectin-4,Chapter XI Diseases of the digestive system,K11_PERITON,Inverse variance weighted,7,0.89 [0.77-1.04],0.145879823071587,cis
NECTIN4,Nectin-4,Chapter IX Diseases of the circulatory system,I9_PHLETHROMBDVTLOW,Inverse variance weighted,7,1.07 [0.98-1.17],0.149728551359061,cis
NECTIN4,Nectin-4,Chapter IX Diseases of the circulatory system,I9_CHD,Inverse variance weighted,7,1.04 [0.99-1.09],0.149872704470863,cis
NECTIN4,Nectin-4,Chapter IX Diseases of the circulatory system,I9_OTHOTH,Inverse variance weighted,7,0.82 [0.63-1.07],0.150504317018648,cis
NECTIN4,Nectin-4,Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_OSTEOCHONDRO,Inverse variance weighted,7,0.95 [0.88-1.02],0.163065424893494,cis
NECTIN4,Nectin-4,Chapter IX Diseases of the circulatory system,I9_AF,Inverse variance weighted,7,1.05 [0.98-1.13],0.169313067465119,cis
NECTIN4,Nectin-4,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM1NOCOMP,Inverse variance weighted,6,1.13 [0.95-1.34],0.18045511493274,cis
NECTIN4,Nectin-4,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_VIT_B_DEF,Inverse variance weighted,7,0.79 [0.56-1.12],0.18478841331096,cis
NECTIN4,Nectin-4,Chapter II Neoplasms,LUNG_CANCER_MESOT,Inverse variance weighted,6,1.1 [0.95-1.28],0.186186708415582,cis
NECTIN4,Nectin-4,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERKALAEMIA,Inverse variance weighted,7,1.16 [0.93-1.45],0.187783607808629,cis
NECTIN4,Nectin-4,Chapter XI Diseases of the digestive system,K11_OTHILEUS,Inverse variance weighted,7,1.08 [0.96-1.2],0.188346710827189,cis
NECTIN4,Nectin-4,Chapter XIV Diseases of the genitourinary system,N14_CHRONEPHROPATH,Inverse variance weighted,7,0.82 [0.61-1.1],0.188510193200577,cis
NECTIN4,Nectin-4,Chapter I Certain infectious and parasitic diseases,AB1_INTESTINAL_INFECTIONS,Inverse variance weighted,7,0.97 [0.93-1.01],0.191671242715526,cis
NECTIN4,Nectin-4,Chapter VI Diseases of the nervous system,G6_OTHNEU,Inverse variance weighted,7,1.04 [0.98-1.09],0.202151556742801,cis
NECTIN4,Nectin-4,Chapter V Mental and behavioural disorders,KRA_PSY_ANYMENTAL,Inverse variance weighted,7,1.03 [0.99-1.07],0.202412873761347,cis
NECTIN4,Nectin-4,Chapter VI Diseases of the nervous system,G6_NEURO,Inverse variance weighted,6,1.03 [0.99-1.07],0.202605708106233,cis
NECTIN4,Nectin-4,Chapter XI Diseases of the digestive system,K11_DIVERTIC,Inverse variance weighted,7,1.03 [0.98-1.09],0.204112651380252,cis
NECTIN4,Nectin-4,Chapter V Mental and behavioural disorders,SMOKING_DEPEND,Inverse variance weighted,7,1.15 [0.93-1.42],0.208407045489227,cis
NECTIN4,Nectin-4,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM2OPTH,Inverse variance weighted,7,1.09 [0.95-1.24],0.214847807553047,cis
NECTIN4,Nectin-4,Chapter IX Diseases of the circulatory system,I9_RHEUVALV,Inverse variance weighted,7,1.22 [0.89-1.67],0.224071948048682,cis
NECTIN4,Nectin-4,Chapter X Diseases of the respiratory system,J10_RESPIRATORY,Inverse variance weighted,6,1.02 [0.99-1.06],0.22861217382314,cis
NECTIN4,Nectin-4,Chapter XII Diseases of the skin and subcutaneous tissue,L12_SKIN_SUBCUTAN,Inverse variance weighted,6,1.03 [0.98-1.07],0.230921248112431,cis
NECTIN4,Nectin-4,Chapter IX Diseases of the circulatory system,I9_OTHILLHEART,Inverse variance weighted,7,0.88 [0.7-1.09],0.233493632762186,cis
NECTIN4,Nectin-4,Chapter XI Diseases of the digestive system,K11_CHOLELITH,Inverse variance weighted,7,0.97 [0.93-1.02],0.237358648313869,cis
NECTIN4,Nectin-4,Chapter VI Diseases of the nervous system,G6_EPIPAROX,Inverse variance weighted,7,1.02 [0.99-1.05],0.238911519219429,cis
NECTIN4,Nectin-4,Chapter IX Diseases of the circulatory system,I9_CEREBDOTH,Inverse variance weighted,7,1.15 [0.91-1.44],0.241005418159425,cis
NECTIN4,Nectin-4,Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_LOWBACKPAIN,Inverse variance weighted,7,0.97 [0.92-1.02],0.250723980701642,cis
NECTIN4,Nectin-4,Chapter I Certain infectious and parasitic diseases,AB1_SEPSIS_VIRAL_IMPL,Inverse variance weighted,6,1.09 [0.94-1.25],0.254725051524908,cis
NECTIN4,Nectin-4,Chapter XIV Diseases of the genitourinary system,N14_ACUTERENFAIL,Inverse variance weighted,7,0.94 [0.84-1.05],0.258791700068035,cis
NECTIN4,Nectin-4,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_PARATHYRO,Inverse variance weighted,7,1.06 [0.96-1.18],0.25903514634398,cis
NECTIN4,Nectin-4,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM2PERIPH,Inverse variance weighted,7,0.9 [0.75-1.08],0.264996260728704,cis
NECTIN4,Nectin-4,Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_SPONDYLOSIS,Inverse variance weighted,7,0.96 [0.89-1.03],0.267656598951142,cis
NECTIN4,Nectin-4,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_MINERAL_MET,Inverse variance weighted,7,0.9 [0.74-1.09],0.281394743214364,cis
NECTIN4,Nectin-4,Chapter I Certain infectious and parasitic diseases,AB1_OTHER_BACTERIAL,Inverse variance weighted,7,0.98 [0.94-1.02],0.281986391651242,cis
NECTIN4,Nectin-4,Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_DORSOPATHY,Inverse variance weighted,7,0.98 [0.93-1.02],0.283966340461313,cis
NECTIN4,Nectin-4,Chapter IX Diseases of the circulatory system,I9_CONDUCTIO,Inverse variance weighted,7,1.06 [0.95-1.18],0.295896504815741,cis
NECTIN4,Nectin-4,Chapter XIV Diseases of the genitourinary system,N14_GENITOURINARY,Inverse variance weighted,6,1.02 [0.98-1.05],0.298503647596132,cis
NECTIN4,Nectin-4,Chapter IX Diseases of the circulatory system,I9_PHLETHROM,Inverse variance weighted,7,1.05 [0.95-1.17],0.300227205398928,cis
NECTIN4,Nectin-4,Chapter XI Diseases of the digestive system,K11_ENERCOLNONINF,Inverse variance weighted,7,1.03 [0.97-1.1],0.305331557089916,cis
NECTIN4,Nectin-4,Chapter I Certain infectious and parasitic diseases,AB1_GASTROENTERITIS_NOS,Inverse variance weighted,7,0.97 [0.93-1.02],0.306839825899292,cis
NECTIN4,Nectin-4,Chapter XIV Diseases of the genitourinary system,N14_CYSTITIS,Inverse variance weighted,7,0.96 [0.89-1.04],0.307720546223681,cis
NECTIN4,Nectin-4,"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",H7_CHOROIDRETINA,Inverse variance weighted,7,1.03 [0.98-1.08],0.309385037785128,cis
NECTIN4,Nectin-4,"Chapter IV Endocrine, nutritional and metabolic diseases",DM_NEPHROPATHY_EXMORE,Inverse variance weighted,7,1.08 [0.93-1.26],0.309663752820219,cis
NECTIN4,Nectin-4,Chapter VI Diseases of the nervous system,G6_HEMIPLE,Inverse variance weighted,7,0.9 [0.72-1.11],0.320165260313045,cis
NECTIN4,Nectin-4,Chapter IX Diseases of the circulatory system,I9_SECONDRIGHT,Inverse variance weighted,7,1.14 [0.88-1.47],0.322487420615547,cis
NECTIN4,Nectin-4,Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_SOFTTISSUENAS,Inverse variance weighted,7,0.9 [0.72-1.11],0.325227786948932,cis
NECTIN4,Nectin-4,Chapter XII Diseases of the skin and subcutaneous tissue,L12_URTICARIAERYTHEMA,Inverse variance weighted,6,1.12 [0.89-1.4],0.325946177342689,cis
NECTIN4,Nectin-4,Chapter I Certain infectious and parasitic diseases,AB1_SEPSIS_CONDITION,Inverse variance weighted,6,1.03 [0.97-1.08],0.328158044032308,cis
NECTIN4,Nectin-4,Chapter V Mental and behavioural disorders,F5_BIPO,Inverse variance weighted,7,0.95 [0.85-1.06],0.329080011581806,cis
NECTIN4,Nectin-4,Chapter XI Diseases of the digestive system,K11_HEPFAIL,Inverse variance weighted,7,1.15 [0.87-1.51],0.329852011460729,cis
NECTIN4,Nectin-4,Chapter XI Diseases of the digestive system,K11_GIDISEASES,Inverse variance weighted,6,1.02 [0.98-1.05],0.332812796329188,cis
NECTIN4,Nectin-4,Chapter IX Diseases of the circulatory system,I9_CARDARR,Inverse variance weighted,7,1.09 [0.91-1.31],0.339485058235788,cis
NECTIN4,Nectin-4,Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_ARTHROSIS_OTH,Inverse variance weighted,7,0.97 [0.91-1.03],0.344386983606358,cis
NECTIN4,Nectin-4,Chapter X Diseases of the respiratory system,COPD_HOSPITAL_MAIN,Inverse variance weighted,6,1.04 [0.96-1.13],0.347359149112754,cis
NECTIN4,Nectin-4,Chapter XII Diseases of the skin and subcutaneous tissue,L12_INFECT_SKIN,Inverse variance weighted,7,1.03 [0.97-1.09],0.352344731602219,cis
NECTIN4,Nectin-4,Chapter IX Diseases of the circulatory system,I9_CORATHER,Inverse variance weighted,7,1.02 [0.98-1.07],0.353332634787572,cis
NECTIN4,Nectin-4,Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_OTHCONN,Inverse variance weighted,6,1.08 [0.91-1.27],0.368334141281499,cis
NECTIN4,Nectin-4,Chapter IX Diseases of the circulatory system,I9_HYPOTE,Inverse variance weighted,7,1.06 [0.93-1.2],0.370966352847181,cis
NECTIN4,Nectin-4,Chapter I Certain infectious and parasitic diseases,AB1_CANDIDIASIS,Inverse variance weighted,7,1.06 [0.93-1.21],0.379201059311831,cis
NECTIN4,Nectin-4,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM2NEU,Inverse variance weighted,7,0.88 [0.67-1.16],0.380616599716335,cis
NECTIN4,Nectin-4,Chapter XI Diseases of the digestive system,K11_PANCOTH,Inverse variance weighted,7,0.92 [0.75-1.12],0.382149170031535,cis
NECTIN4,Nectin-4,Chapter VI Diseases of the nervous system,G6_CPETAL,Inverse variance weighted,7,0.94 [0.81-1.08],0.382237784371652,cis
NECTIN4,Nectin-4,Chapter I Certain infectious and parasitic diseases,AB1_VIRAL_OTHER_INTEST_INFECTIONS,Inverse variance weighted,7,1.04 [0.95-1.15],0.385017366754801,cis
NECTIN4,Nectin-4,Chapter V Mental and behavioural disorders,F5_DEPRESSIO,Inverse variance weighted,7,1.02 [0.98-1.07],0.388720834871577,cis
NECTIN4,Nectin-4,Chapter X Diseases of the respiratory system,J10_PNEUMONAS,Inverse variance weighted,6,1.04 [0.95-1.14],0.394054639935604,cis
NECTIN4,Nectin-4,Chapter X Diseases of the respiratory system,J10_EMPHYSEMA,Inverse variance weighted,7,1.1 [0.88-1.39],0.40568190696429,cis
NECTIN4,Nectin-4,Chapter I Certain infectious and parasitic diseases,AB1_BACT_INTEST_OTH,Inverse variance weighted,7,0.94 [0.81-1.09],0.40771833333005,cis
NECTIN4,Nectin-4,Chapter X Diseases of the respiratory system,J10_VIRALPNEUMO,Inverse variance weighted,7,1.06 [0.92-1.23],0.409105084878694,cis
