Protein,Protein_definition,Disease_category,Disease,method,nsnp,OR [95% CI],Pvalue,QTL_type
CCL23,C-C motif chemokine 23,Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_MUSCULOSKELETAL,Inverse variance weighted,12,0.96 [0.94-0.98],0.0006692997670993,cis
CCL23,C-C motif chemokine 23,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_ANAEMIAINCHRONICDISEASE,Inverse variance weighted,17,0.76 [0.62-0.94],0.011263337708547,cis
CCL23,C-C motif chemokine 23,Chapter X Diseases of the respiratory system,IPF,Inverse variance weighted,17,0.87 [0.78-0.98],0.0168185945700362,cis
CCL23,C-C motif chemokine 23,Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_ARTHRITISNAS,Inverse variance weighted,11,0.95 [0.91-0.99],0.0208016970091262,cis
CCL23,C-C motif chemokine 23,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_ACIDOSIS,Inverse variance weighted,17,1.35 [1.04-1.75],0.0220973215306519,cis
CCL23,C-C motif chemokine 23,Chapter IX Diseases of the circulatory system,I9_PAD,Inverse variance weighted,12,0.92 [0.85-1],0.0512811261770364,cis
CCL23,C-C motif chemokine 23,Chapter X Diseases of the respiratory system,J10_ASTHMA_EXMORE,Inverse variance weighted,17,1.03 [1-1.05],0.0536205604030577,cis
CCL23,C-C motif chemokine 23,Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_RHEUMA,Inverse variance weighted,17,0.96 [0.92-1.01],0.0857626741560444,cis
CCL23,C-C motif chemokine 23,Chapter XIII Diseases of the musculoskeletal system and connective tissue,RHEUMA_OTHER_WIDE,Inverse variance weighted,17,0.94 [0.86-1.02],0.11227865408519,cis
CCL23,C-C motif chemokine 23,Chapter IX Diseases of the circulatory system,I9_STR_EXH,Inverse variance weighted,12,1.06 [0.99-1.14],0.112718592460849,cis
CCL23,C-C motif chemokine 23,Chapter IX Diseases of the circulatory system,I9_HYPTENSRD,Inverse variance weighted,17,1.14 [0.97-1.33],0.113378056614442,cis
CCL23,C-C motif chemokine 23,Chapter XIV Diseases of the genitourinary system,N14_OTHETNASKIDUR,Inverse variance weighted,17,0.87 [0.72-1.04],0.1336691975627,cis
CCL23,C-C motif chemokine 23,Chapter IX Diseases of the circulatory system,I9_AF,Inverse variance weighted,17,1.03 [0.99-1.07],0.136606429846645,cis
CCL23,C-C motif chemokine 23,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_ANAEMIANAS,Inverse variance weighted,17,0.97 [0.93-1.01],0.152170995469049,cis
CCL23,C-C motif chemokine 23,Chapter I Certain infectious and parasitic diseases,AB1_SEPSIS_CONDITION,Inverse variance weighted,12,1.03 [0.99-1.07],0.159934106651135,cis
CCL23,C-C motif chemokine 23,Chapter XIV Diseases of the genitourinary system,N14_ACUTERENFAIL,Inverse variance weighted,17,1.06 [0.98-1.14],0.164573927729104,cis
CCL23,C-C motif chemokine 23,Chapter XIV Diseases of the genitourinary system,N14_DIALYSIS,Inverse variance weighted,17,1.11 [0.95-1.3],0.182916177483047,cis
CCL23,C-C motif chemokine 23,Chapter X Diseases of the respiratory system,J10_EMPHYSEMA,Inverse variance weighted,17,0.92 [0.8-1.04],0.183119713732267,cis
CCL23,C-C motif chemokine 23,Chapter I Certain infectious and parasitic diseases,AB1_INTESTINAL_INFECTIONS,Inverse variance weighted,17,1.02 [0.99-1.04],0.188387796973734,cis
CCL23,C-C motif chemokine 23,Chapter XIV Diseases of the genitourinary system,N14_RENALTUB,Inverse variance weighted,17,1.02 [0.99-1.05],0.200285226853038,cis
CCL23,C-C motif chemokine 23,Chapter X Diseases of the respiratory system,J10_BRONCHIECTASIS,Inverse variance weighted,17,1.08 [0.96-1.2],0.211372912572275,cis
CCL23,C-C motif chemokine 23,Chapter X Diseases of the respiratory system,J10_PNEUMONAS,Inverse variance weighted,12,0.97 [0.93-1.02],0.213560935056675,cis
CCL23,C-C motif chemokine 23,Chapter XIII Diseases of the musculoskeletal system and connective tissue,RHEUMA_NOS,Inverse variance weighted,17,0.94 [0.86-1.04],0.213562525358525,cis
CCL23,C-C motif chemokine 23,Chapter X Diseases of the respiratory system,ASTHMA_NAS,Inverse variance weighted,17,1.02 [0.99-1.06],0.225729682575621,cis
CCL23,C-C motif chemokine 23,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_MINERAL_MET,Inverse variance weighted,17,1.07 [0.96-1.2],0.23046954378431,cis
CCL23,C-C motif chemokine 23,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM2REN,Inverse variance weighted,17,1.06 [0.96-1.17],0.235233672188246,cis
CCL23,C-C motif chemokine 23,Chapter I Certain infectious and parasitic diseases,AB1_INFECT_PARASIT,Inverse variance weighted,12,0.98 [0.95-1.01],0.244568433691281,cis
CCL23,C-C motif chemokine 23,Chapter IX Diseases of the circulatory system,I9_HYPTENSESS,Inverse variance weighted,17,1.02 [0.99-1.05],0.248354519573163,cis
CCL23,C-C motif chemokine 23,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERLIPNAS,Inverse variance weighted,17,0.97 [0.93-1.02],0.251658257115129,cis
CCL23,C-C motif chemokine 23,Chapter X Diseases of the respiratory system,J10_PLEUREFFUSION,Inverse variance weighted,17,0.96 [0.89-1.03],0.254585816331846,cis
CCL23,C-C motif chemokine 23,Chapter XII Diseases of the skin and subcutaneous tissue,L12_INFECT_SKIN,Inverse variance weighted,17,1.02 [0.99-1.06],0.257777172608673,cis
CCL23,C-C motif chemokine 23,Chapter V Mental and behavioural disorders,KRA_PSY_SUBSTANCE_EXMORE,Inverse variance weighted,17,1.02 [0.98-1.06],0.272262822456033,cis
CCL23,C-C motif chemokine 23,Chapter X Diseases of the respiratory system,J10_PLEURA,Inverse variance weighted,17,0.98 [0.93-1.02],0.274528174731326,cis
