Protein,Protein_definition,Disease_category,Disease,method,nsnp,OR [95% CI],Pvalue,QTL_type
KLRF1,Killer cell lectin-like receptor subfamily F member 1,Chapter I Certain infectious and parasitic diseases,AB1_SEPSIS_BACT_IMPL,Wald ratio,1,1.33 [1.06-1.65],0.0117063552751618,cis
KLRF1,Killer cell lectin-like receptor subfamily F member 1,Chapter XIV Diseases of the genitourinary system,N14_DIALYSIS,Inverse variance weighted,2,0.51 [0.26-1.02],0.0579229789709503,cis
KLRF1,Killer cell lectin-like receptor subfamily F member 1,Chapter XIV Diseases of the genitourinary system,N14_CHRONEPHROPATH,Inverse variance weighted,2,1.6 [0.82-3.11],0.164298993114585,cis
KLRF1,Killer cell lectin-like receptor subfamily F member 1,Chapter XIV Diseases of the genitourinary system,N14_CHRONKIDNEYDIS,Inverse variance weighted,2,1.13 [0.89-1.43],0.306702051363273,cis
KLRF1,Killer cell lectin-like receptor subfamily F member 1,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM2NOCOMP,Wald ratio,1,0.94 [0.8-1.1],0.450729319686358,cis
KLRF1,Killer cell lectin-like receptor subfamily F member 1,Chapter XIV Diseases of the genitourinary system,N14_RENALTUB,Inverse variance weighted,2,1.05 [0.92-1.2],0.450969841365494,cis
KLRF1,Killer cell lectin-like receptor subfamily F member 1,Chapter XIV Diseases of the genitourinary system,N14_ACUTERENFAIL,Inverse variance weighted,2,1.1 [0.83-1.47],0.504802919573663,cis
KLRF1,Killer cell lectin-like receptor subfamily F member 1,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_PARATHYRO,Inverse variance weighted,2,1.19 [0.71-1.99],0.514913697318487,cis
KLRF1,Killer cell lectin-like receptor subfamily F member 1,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERPARA,Inverse variance weighted,2,1.16 [0.65-2.06],0.61362636327993,cis
KLRF1,Killer cell lectin-like receptor subfamily F member 1,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERKALAEMIA,Inverse variance weighted,2,0.93 [0.52-1.67],0.817445264457771,cis
KLRF1,Killer cell lectin-like receptor subfamily F member 1,Chapter IX Diseases of the circulatory system,I9_HYPTENSRD,Inverse variance weighted,2,0.95 [0.48-1.9],0.8890068364094,cis
KLRF1,Killer cell lectin-like receptor subfamily F member 1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,GOUT_NOS,Inverse variance weighted,2,1.02 [0.75-1.38],0.909569309466904,cis
KLRF1,Killer cell lectin-like receptor subfamily F member 1,Chapter XIV Diseases of the genitourinary system,N14_RENFAILNAS,Inverse variance weighted,2,1.02 [0.66-1.57],0.940392501507777,cis
KLRF1,Killer cell lectin-like receptor subfamily F member 1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_GOUT,Inverse variance weighted,2,1 [0.78-1.28],0.995951837236991,cis
KLRF1,Killer cell lectin-like receptor subfamily F member 1,Chapter XIV Diseases of the genitourinary system,N14_DIALYSIS,Inverse variance weighted,20,1.46 [0.98-2.18],0.0611034253019758,trans
KLRF1,Killer cell lectin-like receptor subfamily F member 1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,GOUT_NOS,Inverse variance weighted,20,1.15 [0.97-1.37],0.110539033166899,trans
KLRF1,Killer cell lectin-like receptor subfamily F member 1,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERPARA,Inverse variance weighted,20,1.14 [0.96-1.35],0.13117706508385,trans
KLRF1,Killer cell lectin-like receptor subfamily F member 1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_GOUT,Inverse variance weighted,20,1.11 [0.97-1.28],0.131518240160828,trans
KLRF1,Killer cell lectin-like receptor subfamily F member 1,Chapter XIV Diseases of the genitourinary system,N14_RENFAILNAS,Inverse variance weighted,20,1.19 [0.92-1.55],0.186897736367238,trans
KLRF1,Killer cell lectin-like receptor subfamily F member 1,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_PARATHYRO,Inverse variance weighted,20,1.1 [0.94-1.28],0.252027895547918,trans
KLRF1,Killer cell lectin-like receptor subfamily F member 1,Chapter IX Diseases of the circulatory system,I9_HYPTENSRD,Inverse variance weighted,20,1.22 [0.81-1.84],0.330802443322,trans
KLRF1,Killer cell lectin-like receptor subfamily F member 1,Chapter XIV Diseases of the genitourinary system,N14_ACUTERENFAIL,Inverse variance weighted,20,1.08 [0.92-1.27],0.356897970832443,trans
KLRF1,Killer cell lectin-like receptor subfamily F member 1,Chapter XIV Diseases of the genitourinary system,N14_CHRONKIDNEYDIS,Inverse variance weighted,20,1.06 [0.89-1.25],0.516286012521463,trans
KLRF1,Killer cell lectin-like receptor subfamily F member 1,Chapter XIV Diseases of the genitourinary system,N14_RENALTUB,Inverse variance weighted,20,0.99 [0.92-1.06],0.68933301686935,trans
KLRF1,Killer cell lectin-like receptor subfamily F member 1,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERKALAEMIA,Inverse variance weighted,20,1.07 [0.77-1.48],0.698261119463196,trans
KLRF1,Killer cell lectin-like receptor subfamily F member 1,Chapter XIV Diseases of the genitourinary system,N14_CHRONEPHROPATH,Inverse variance weighted,20,0.96 [0.66-1.4],0.838577562909739,trans
