Protein,Protein_definition,Disease_category,Disease,method,nsnp,OR [95% CI],Pvalue,QTL_type
TNFRSF1B,Tumor necrosis factor receptor superfamily member 1B,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_MG_MET,Inverse variance weighted,4,14.52 [3-70.17],0.00087420727158966,cis
TNFRSF1B,Tumor necrosis factor receptor superfamily member 1B,Chapter VI Diseases of the nervous system,G6_CPETAL,Inverse variance weighted,4,0.62 [0.45-0.86],0.00469308209459475,cis
TNFRSF1B,Tumor necrosis factor receptor superfamily member 1B,Chapter XIV Diseases of the genitourinary system,N14_URINOTH,Inverse variance weighted,4,1.14 [1.04-1.26],0.00727872075094985,cis
TNFRSF1B,Tumor necrosis factor receptor superfamily member 1B,"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",H7_BLINDANDVISIMPAIRMENT,Inverse variance weighted,4,0.56 [0.37-0.86],0.00803430741062466,cis
TNFRSF1B,Tumor necrosis factor receptor superfamily member 1B,Chapter XII Diseases of the skin and subcutaneous tissue,L12_INFECT_SKIN_NAS,Inverse variance weighted,2,1.63 [1.11-2.39],0.0122447721325721,cis
TNFRSF1B,Tumor necrosis factor receptor superfamily member 1B,Chapter XIV Diseases of the genitourinary system,N14_URETHRALSTRICT,Inverse variance weighted,4,1.8 [1.11-2.92],0.0180858221391095,cis
TNFRSF1B,Tumor necrosis factor receptor superfamily member 1B,Chapter X Diseases of the respiratory system,J10_PLEUREFFUSION,Inverse variance weighted,4,0.68 [0.49-0.95],0.0227349139788716,cis
TNFRSF1B,Tumor necrosis factor receptor superfamily member 1B,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_THYROID,Inverse variance weighted,4,1.14 [1.02-1.28],0.0228149638903232,cis
TNFRSF1B,Tumor necrosis factor receptor superfamily member 1B,Chapter I Certain infectious and parasitic diseases,AB1_OTHER_BACTERIAL,Inverse variance weighted,4,0.9 [0.81-0.99],0.0282407954306634,cis
TNFRSF1B,Tumor necrosis factor receptor superfamily member 1B,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_ANAEMIA_FOLATEDEF,Inverse variance weighted,4,0.2 [0.05-0.87],0.0317058568340302,cis
TNFRSF1B,Tumor necrosis factor receptor superfamily member 1B,Chapter XI Diseases of the digestive system,K11_REFLUX,Inverse variance weighted,4,1.15 [1.01-1.3],0.0317885167230152,cis
TNFRSF1B,Tumor necrosis factor receptor superfamily member 1B,Chapter VI Diseases of the nervous system,G6_HEMIPLE,Inverse variance weighted,4,0.59 [0.36-0.96],0.0337312545507442,cis
