Protein,Protein_definition,Disease_category,Disease,method,nsnp,OR [95% CI],Pvalue,QTL_type
CHRDL1,Chordin-like protein 1,Chapter IX Diseases of the circulatory system,I9_ATHSCLE,Inverse variance weighted,3,0.61 [0.44-0.83],0.00204238270346751,trans
CHRDL1,Chordin-like protein 1,Chapter I Certain infectious and parasitic diseases,AB1_MYCOSES,Inverse variance weighted,3,1.75 [1.16-2.63],0.00741395849011308,trans
CHRDL1,Chordin-like protein 1,Chapter IX Diseases of the circulatory system,I9_CORATHER,Inverse variance weighted,3,0.79 [0.64-0.97],0.0217647090599692,trans
CHRDL1,Chordin-like protein 1,Chapter XII Diseases of the skin and subcutaneous tissue,L12_DERMATITISECZEMA,Inverse variance weighted,3,1.24 [1.02-1.5],0.030381977766626,trans
CHRDL1,Chordin-like protein 1,Chapter VI Diseases of the nervous system,G6_EPIPAROX,Inverse variance weighted,3,0.86 [0.74-0.99],0.0323143101321536,trans
CHRDL1,Chordin-like protein 1,Chapter IX Diseases of the circulatory system,I9_HYPOTE,Inverse variance weighted,3,0.56 [0.32-0.97],0.0391047699783765,trans
CHRDL1,Chordin-like protein 1,Chapter VI Diseases of the nervous system,G6_POLYOTHUNS,Inverse variance weighted,3,1.66 [1.02-2.73],0.0433486801874174,trans
CHRDL1,Chordin-like protein 1,Chapter V Mental and behavioural disorders,KRA_PSY_SUBSTANCE_EXMORE,Inverse variance weighted,3,0.76 [0.58-0.99],0.0451512195169438,trans
CHRDL1,Chordin-like protein 1,Chapter XIV Diseases of the genitourinary system,N14_RENFAILNAS,Inverse variance weighted,3,0.46 [0.21-0.99],0.0468050859876711,trans
CHRDL1,Chordin-like protein 1,Chapter IX Diseases of the circulatory system,I9_PAROXTAC,Inverse variance weighted,3,0.73 [0.49-1.08],0.109674465654879,trans
CHRDL1,Chordin-like protein 1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,RHEUMA_OTHER_WIDE,Inverse variance weighted,3,0.68 [0.43-1.09],0.109704664363601,trans
CHRDL1,Chordin-like protein 1,Chapter IX Diseases of the circulatory system,I9_PHLETHROM,Inverse variance weighted,3,1.4 [0.89-2.2],0.141325275694553,trans
CHRDL1,Chordin-like protein 1,Chapter VI Diseases of the nervous system,G6_HEMIPLE,Inverse variance weighted,3,0.5 [0.2-1.27],0.142981333450027,trans
CHRDL1,Chordin-like protein 1,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM2NEU,Inverse variance weighted,3,1.86 [0.8-4.35],0.150117197041838,trans
CHRDL1,Chordin-like protein 1,Chapter IX Diseases of the circulatory system,I9_ANGINA,Inverse variance weighted,3,0.83 [0.64-1.07],0.151286331845828,trans
CHRDL1,Chordin-like protein 1,Chapter V Mental and behavioural disorders,KRA_PSY_ANYMENTAL,Inverse variance weighted,3,0.81 [0.61-1.08],0.159118016810277,trans
CHRDL1,Chordin-like protein 1,Chapter V Mental and behavioural disorders,F5_DEPRESSION_DYSTHYMIA,Inverse variance weighted,3,0.86 [0.69-1.06],0.159373261097733,trans
CHRDL1,Chordin-like protein 1,Chapter XII Diseases of the skin and subcutaneous tissue,L12_INFECT_SKIN,Inverse variance weighted,3,0.83 [0.64-1.08],0.169604174023613,trans
CHRDL1,Chordin-like protein 1,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_VOLUME,Inverse variance weighted,3,0.61 [0.3-1.24],0.17138590738513,trans
CHRDL1,Chordin-like protein 1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_SOFTTISSUEOTH,Inverse variance weighted,3,1.14 [0.94-1.38],0.178459692609766,trans
CHRDL1,Chordin-like protein 1,Chapter IX Diseases of the circulatory system,I9_IHD,Inverse variance weighted,3,0.87 [0.7-1.07],0.191541381098814,trans
CHRDL1,Chordin-like protein 1,Chapter IX Diseases of the circulatory system,I9_SEQULAE,Inverse variance weighted,3,0.79 [0.56-1.13],0.201916075502012,trans
CHRDL1,Chordin-like protein 1,Chapter XI Diseases of the digestive system,K11_INTESTOTH,Inverse variance weighted,3,0.91 [0.78-1.06],0.234442427260199,trans
CHRDL1,Chordin-like protein 1,Chapter IX Diseases of the circulatory system,I9_PULMEMB,Inverse variance weighted,3,1.47 [0.77-2.79],0.241286677561761,trans
CHRDL1,Chordin-like protein 1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_SOFTTISSUENAS,Inverse variance weighted,3,1.76 [0.68-4.59],0.24405688210438,trans
CHRDL1,Chordin-like protein 1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_POLYARTHROPATHIES,Inverse variance weighted,3,1.17 [0.9-1.54],0.245528554127729,trans
CHRDL1,Chordin-like protein 1,"Chapter IV Endocrine, nutritional and metabolic diseases",DM_NEUROPATHY,Inverse variance weighted,3,1.48 [0.73-2.98],0.273481236417622,trans
CHRDL1,Chordin-like protein 1,Chapter X Diseases of the respiratory system,INFLUENZA,Inverse variance weighted,3,0.76 [0.45-1.26],0.284686260520954,trans
CHRDL1,Chordin-like protein 1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_RHEUMA,Inverse variance weighted,3,1.2 [0.85-1.68],0.298802097909992,trans
CHRDL1,Chordin-like protein 1,"Chapter IV Endocrine, nutritional and metabolic diseases",DM_NEPHROPATHY_EXMORE,Inverse variance weighted,3,1.35 [0.76-2.41],0.30697305731041,trans
CHRDL1,Chordin-like protein 1,Chapter I Certain infectious and parasitic diseases,AB1_VIRAL_OTHER_INTEST_INFECTIONS,Inverse variance weighted,3,0.79 [0.51-1.24],0.307994202118576,trans
CHRDL1,Chordin-like protein 1,Chapter IX Diseases of the circulatory system,I9_CHD,Inverse variance weighted,3,0.84 [0.6-1.18],0.314097995972005,trans
CHRDL1,Chordin-like protein 1,Chapter IX Diseases of the circulatory system,I9_SECONDRIGHT,Inverse variance weighted,3,1.77 [0.58-5.43],0.314615801650611,trans
CHRDL1,Chordin-like protein 1,Chapter XI Diseases of the digestive system,K11_LIVER,Inverse variance weighted,3,0.79 [0.5-1.25],0.317686800751461,trans
CHRDL1,Chordin-like protein 1,Chapter IX Diseases of the circulatory system,I9_LBBB,Inverse variance weighted,3,0.65 [0.28-1.51],0.319418818265288,trans
CHRDL1,Chordin-like protein 1,Chapter IX Diseases of the circulatory system,I9_VTE,Inverse variance weighted,3,1.22 [0.82-1.81],0.32228643283603,trans
