Protein,Protein_definition,Disease_category,Disease,method,nsnp,OR [95% CI],Pvalue,QTL_type
LTBR,Tumor necrosis factor receptor superfamily member 3,Chapter XI Diseases of the digestive system,K11_OTHENTERCOL,Inverse variance weighted,6,0.88 [0.8-0.97],0.012151091587823,cis
LTBR,Tumor necrosis factor receptor superfamily member 3,Chapter XI Diseases of the digestive system,K11_LIVER,Inverse variance weighted,6,1.11 [1.02-1.21],0.0143750719287891,cis
LTBR,Tumor necrosis factor receptor superfamily member 3,Chapter X Diseases of the respiratory system,J10_RESPDISOTH,Inverse variance weighted,3,0.89 [0.82-0.98],0.0196559790219796,cis
LTBR,Tumor necrosis factor receptor superfamily member 3,Chapter XI Diseases of the digestive system,CHRONNAS,Inverse variance weighted,6,0.8 [0.66-0.97],0.0248587803086176,cis
LTBR,Tumor necrosis factor receptor superfamily member 3,Chapter XI Diseases of the digestive system,K11_FIBROCHIRLIV,Inverse variance weighted,6,1.24 [1.02-1.51],0.0349639611430932,cis
LTBR,Tumor necrosis factor receptor superfamily member 3,Chapter XI Diseases of the digestive system,K11_POSTOPDIS,Inverse variance weighted,6,1.37 [1.01-1.84],0.0405179583214225,cis
LTBR,Tumor necrosis factor receptor superfamily member 3,Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_CERVICALGIA,Inverse variance weighted,6,0.9 [0.8-1],0.0417833789316525,cis
LTBR,Tumor necrosis factor receptor superfamily member 3,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_VIT_B_DEF,Inverse variance weighted,6,1.41 [1-2.01],0.0510209885593776,cis
LTBR,Tumor necrosis factor receptor superfamily member 3,Chapter XI Diseases of the digestive system,K11_ENERCOLNONINF,Inverse variance weighted,6,0.94 [0.88-1],0.0518596574505533,cis
LTBR,Tumor necrosis factor receptor superfamily member 3,Chapter II Neoplasms,C3_KIDNEY_NOTRENALPELVIS_EXALLC,Inverse variance weighted,6,1.23 [0.99-1.53],0.0562051739775686,cis
LTBR,Tumor necrosis factor receptor superfamily member 3,Chapter XI Diseases of the digestive system,K11_ALCOLIV,Inverse variance weighted,6,1.17 [0.99-1.38],0.05855821472028,cis
LTBR,Tumor necrosis factor receptor superfamily member 3,Chapter XI Diseases of the digestive system,COLITNONINFNAS,Inverse variance weighted,3,0.92 [0.84-1.01],0.0650829863015575,cis
LTBR,Tumor necrosis factor receptor superfamily member 3,Chapter X Diseases of the respiratory system,J10_PNEUMONISOLLIQ,Inverse variance weighted,6,0.85 [0.71-1.02],0.0736335625342951,cis
LTBR,Tumor necrosis factor receptor superfamily member 3,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_THYROID,Inverse variance weighted,6,1.04 [1-1.08],0.0737532875997207,cis
LTBR,Tumor necrosis factor receptor superfamily member 3,Chapter XI Diseases of the digestive system,K11_CONSTIPATION,Inverse variance weighted,6,0.96 [0.91-1.01],0.0797760500191034,cis
LTBR,Tumor necrosis factor receptor superfamily member 3,Chapter X Diseases of the respiratory system,J10_ACUTELOWERNAS,Inverse variance weighted,6,1.12 [0.98-1.27],0.0888177322998508,cis
LTBR,Tumor necrosis factor receptor superfamily member 3,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_COAGOTHER,Inverse variance weighted,6,0.84 [0.69-1.03],0.0907890971552905,cis
LTBR,Tumor necrosis factor receptor superfamily member 3,Chapter XI Diseases of the digestive system,K11_OESITIS,Inverse variance weighted,6,1.21 [0.96-1.53],0.113574024450079,cis
