Protein,Protein_definition,Disease_category,Disease,method,nsnp,OR [95% CI],Pvalue,QTL_type
ICAM1,Intercellular adhesion molecule 1,Chapter I Certain infectious and parasitic diseases,AB1_GASTROENTERITIS_NOS,Inverse variance weighted,28,0.94 [0.91-0.98],0.00167024242323142,cis
ICAM1,Intercellular adhesion molecule 1,Chapter V Mental and behavioural disorders,KRA_PSY_SUBSTANCE_EXMORE,Inverse variance weighted,28,1.06 [1.02-1.1],0.00557230401248598,cis
ICAM1,Intercellular adhesion molecule 1,Chapter VI Diseases of the nervous system,G6_POLYOTHUNS,Inverse variance weighted,28,0.9 [0.84-0.97],0.00663387901096216,cis
ICAM1,Intercellular adhesion molecule 1,Chapter X Diseases of the respiratory system,J10_PLEURPLAGUE,Inverse variance weighted,28,1.15 [1.04-1.27],0.00666354911499751,cis
ICAM1,Intercellular adhesion molecule 1,Chapter XIV Diseases of the genitourinary system,N14_RENFAILNAS,Inverse variance weighted,28,0.87 [0.78-0.96],0.00735824714871782,cis
ICAM1,Intercellular adhesion molecule 1,Chapter V Mental and behavioural disorders,KRA_PSY_ANYMENTAL,Inverse variance weighted,28,1.04 [1.01-1.06],0.010061059464429,cis
ICAM1,Intercellular adhesion molecule 1,Chapter IX Diseases of the circulatory system,I9_VARICVEOES,Inverse variance weighted,28,0.8 [0.68-0.95],0.0104922407548633,cis
ICAM1,Intercellular adhesion molecule 1,Chapter IX Diseases of the circulatory system,I9_OTHOTH,Inverse variance weighted,28,1.25 [1.05-1.48],0.0115715512640209,cis
ICAM1,Intercellular adhesion molecule 1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,GOUT_NOS,Inverse variance weighted,28,0.9 [0.83-0.98],0.0133684603616722,cis
ICAM1,Intercellular adhesion molecule 1,Chapter V Mental and behavioural disorders,AUD,Inverse variance weighted,28,1.06 [1.01-1.11],0.0137648615387442,cis
ICAM1,Intercellular adhesion molecule 1,Chapter X Diseases of the respiratory system,IPF,Inverse variance weighted,28,1.19 [1.03-1.36],0.0145055567520401,cis
ICAM1,Intercellular adhesion molecule 1,Chapter II Neoplasms,LUNG_CANCER_MESOT,Inverse variance weighted,10,0.78 [0.65-0.95],0.0147605392853304,cis
ICAM1,Intercellular adhesion molecule 1,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPOOSMNAT,Inverse variance weighted,28,1.1 [1.02-1.2],0.0193226852600585,cis
ICAM1,Intercellular adhesion molecule 1,Chapter X Diseases of the respiratory system,J10_RESPDISOTH,Inverse variance weighted,10,0.88 [0.78-0.98],0.0207594410164014,cis
ICAM1,Intercellular adhesion molecule 1,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_THROMBOCYTOPENIANAS,Inverse variance weighted,28,1.15 [1.02-1.31],0.0264627179920292,cis
ICAM1,Intercellular adhesion molecule 1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_GOUT,Inverse variance weighted,28,0.93 [0.87-0.99],0.0283034117161778,cis
ICAM1,Intercellular adhesion molecule 1,Chapter X Diseases of the respiratory system,J10_RESPIRATORY,Inverse variance weighted,10,0.95 [0.9-1],0.0329832195144827,cis
ICAM1,Intercellular adhesion molecule 1,Chapter XIV Diseases of the genitourinary system,N14_CHRONKIDNEYDIS,Inverse variance weighted,28,0.93 [0.87-0.99],0.034537232303392,cis
ICAM1,Intercellular adhesion molecule 1,Chapter I Certain infectious and parasitic diseases,AB1_INTESTINAL_INFECTIONS,Inverse variance weighted,28,0.97 [0.94-1],0.0404907640938955,cis
ICAM1,Intercellular adhesion molecule 1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_MUSCULOSKELETAL,Inverse variance weighted,10,0.94 [0.89-1],0.0413720614113994,cis
ICAM1,Intercellular adhesion molecule 1,Chapter XI Diseases of the digestive system,K11_FIBROCHIRLIV,Inverse variance weighted,28,0.88 [0.78-1],0.0433870177421061,cis
ICAM1,Intercellular adhesion molecule 1,Chapter XII Diseases of the skin and subcutaneous tissue,L12_DECUBITANSULCERANDPRESSURE,Inverse variance weighted,28,0.86 [0.75-1],0.0434673023428175,cis
ICAM1,Intercellular adhesion molecule 1,Chapter XII Diseases of the skin and subcutaneous tissue,L12_ULCERLOWLIMB,Inverse variance weighted,28,0.9 [0.81-1],0.0531491558061552,cis
ICAM1,Intercellular adhesion molecule 1,Chapter XIV Diseases of the genitourinary system,N14_RENALTUB,Inverse variance weighted,28,0.97 [0.94-1],0.0557709565596304,cis
ICAM1,Intercellular adhesion molecule 1,Chapter X Diseases of the respiratory system,INFLUENZA,Inverse variance weighted,28,1.08 [1-1.17],0.0568034700588394,cis
ICAM1,Intercellular adhesion molecule 1,Chapter X Diseases of the respiratory system,J10_PNEUMONAS,Inverse variance weighted,10,0.91 [0.83-1],0.0595733407791316,cis
ICAM1,Intercellular adhesion molecule 1,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM2PERIPH,Inverse variance weighted,28,0.89 [0.79-1.01],0.060837573398977,cis
ICAM1,Intercellular adhesion molecule 1,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_VOLUME,Inverse variance weighted,28,0.91 [0.82-1.01],0.0652950277204515,cis
ICAM1,Intercellular adhesion molecule 1,Chapter V Mental and behavioural disorders,F5_ALCOHOL_DEPENDENCE,Inverse variance weighted,28,1.05 [0.99-1.11],0.0767121727302659,cis
ICAM1,Intercellular adhesion molecule 1,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_PURPURA_AND3_OTHER_HAEMORRHAGIC,Inverse variance weighted,28,1.08 [0.99-1.18],0.0770757590912797,cis
ICAM1,Intercellular adhesion molecule 1,Chapter X Diseases of the respiratory system,J10_INFLUENZA,Inverse variance weighted,28,1.05 [0.99-1.12],0.0772157963270167,cis
ICAM1,Intercellular adhesion molecule 1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,RHEUMA_NOS,Inverse variance weighted,28,1.1 [0.99-1.23],0.0799460310658502,cis
ICAM1,Intercellular adhesion molecule 1,Chapter I Certain infectious and parasitic diseases,AB1_SEPSIS_IMPLICIT,Inverse variance weighted,10,0.93 [0.86-1.01],0.0834885682197034,cis
ICAM1,Intercellular adhesion molecule 1,Chapter XI Diseases of the digestive system,K11_INTESTOTH,Inverse variance weighted,28,0.98 [0.96-1],0.089487773504624,cis
ICAM1,Intercellular adhesion molecule 1,Chapter XI Diseases of the digestive system,K11_OESSTODUO,Inverse variance weighted,28,0.98 [0.96-1],0.0919703690272695,cis
ICAM1,Intercellular adhesion molecule 1,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_THYROID,Inverse variance weighted,28,0.96 [0.93-1.01],0.094459212343451,cis
