Protein,Protein_definition,Disease_category,Disease,method,nsnp,OR [95% CI],Pvalue,QTL_type
RELT,Tumor necrosis factor receptor superfamily member 19L,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_COAGOTHER,Inverse variance weighted,14,1.36 [1.18-1.57],2.57361931463476e-05,cis
RELT,Tumor necrosis factor receptor superfamily member 19L,Chapter XIII Diseases of the musculoskeletal system and connective tissue,JOINTPAIN,Inverse variance weighted,14,1.07 [1.02-1.12],0.0023112305610315,cis
RELT,Tumor necrosis factor receptor superfamily member 19L,Chapter XI Diseases of the digestive system,K11_HERNIA,Inverse variance weighted,14,1.05 [1.02-1.09],0.00258165567596241,cis
RELT,Tumor necrosis factor receptor superfamily member 19L,Chapter X Diseases of the respiratory system,J10_ACUTEUPPERINFEC,Inverse variance weighted,14,1.06 [1.02-1.09],0.00273168961264639,cis
RELT,Tumor necrosis factor receptor superfamily member 19L,Chapter XIV Diseases of the genitourinary system,N14_HYDRONEPHR,Inverse variance weighted,14,1.18 [1.06-1.32],0.00341440547888291,cis
RELT,Tumor necrosis factor receptor superfamily member 19L,Chapter V Mental and behavioural disorders,F5_DELIRIUM,Inverse variance weighted,14,1.2 [1.06-1.36],0.00367114872797082,cis
RELT,Tumor necrosis factor receptor superfamily member 19L,Chapter IX Diseases of the circulatory system,I9_HYPTENSESS,Inverse variance weighted,14,0.96 [0.94-0.99],0.00401330414878048,cis
RELT,Tumor necrosis factor receptor superfamily member 19L,Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_RHEUMA,Inverse variance weighted,14,1.09 [1.03-1.15],0.00475498204463172,cis
RELT,Tumor necrosis factor receptor superfamily member 19L,Chapter IX Diseases of the circulatory system,I9_MI_STRICT,Inverse variance weighted,14,0.94 [0.89-0.98],0.00531930396594817,cis
RELT,Tumor necrosis factor receptor superfamily member 19L,Chapter IX Diseases of the circulatory system,I9_HYPTENS,Inverse variance weighted,14,0.96 [0.94-0.99],0.00618672361641993,cis
RELT,Tumor necrosis factor receptor superfamily member 19L,Chapter XIV Diseases of the genitourinary system,N14_GLOMEINOTH,Inverse variance weighted,14,0.86 [0.77-0.96],0.00734243397508079,cis
RELT,Tumor necrosis factor receptor superfamily member 19L,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM1NOCOMP,Inverse variance weighted,11,1.22 [1.05-1.41],0.00767609489684879,cis
RELT,Tumor necrosis factor receptor superfamily member 19L,Chapter IX Diseases of the circulatory system,I9_CHD,Inverse variance weighted,14,0.95 [0.92-0.99],0.0100681390567655,cis
RELT,Tumor necrosis factor receptor superfamily member 19L,Chapter IX Diseases of the circulatory system,I9_PULMOTHHD,Inverse variance weighted,11,0.79 [0.66-0.95],0.0114389879316229,cis
RELT,Tumor necrosis factor receptor superfamily member 19L,Chapter I Certain infectious and parasitic diseases,AB1_OTHER_VIRAL,Inverse variance weighted,14,1.09 [1.02-1.16],0.0122993796463982,cis
RELT,Tumor necrosis factor receptor superfamily member 19L,Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_POLYARTHROPATHIES,Inverse variance weighted,14,1.05 [1.01-1.09],0.016685347413425,cis
RELT,Tumor necrosis factor receptor superfamily member 19L,Chapter IX Diseases of the circulatory system,PHLEB_VENAE_ILIAC_EXTER,Inverse variance weighted,11,1.16 [1.03-1.31],0.017496917469003,cis
RELT,Tumor necrosis factor receptor superfamily member 19L,Chapter IX Diseases of the circulatory system,I9_RHEUVALV,Inverse variance weighted,14,1.33 [1.05-1.69],0.0179878623542067,cis
RELT,Tumor necrosis factor receptor superfamily member 19L,Chapter XI Diseases of the digestive system,CHRONNAS,Inverse variance weighted,14,1.2 [1.03-1.4],0.0202437493950931,cis
RELT,Tumor necrosis factor receptor superfamily member 19L,Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_OTHERJOINT,Inverse variance weighted,14,1.03 [1-1.06],0.0267536674584305,cis
RELT,Tumor necrosis factor receptor superfamily member 19L,Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_ARTHROPATHIES,Inverse variance weighted,14,1.03 [1-1.06],0.0276139472436553,cis
RELT,Tumor necrosis factor receptor superfamily member 19L,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_ANAEMIA_FOLATEDEF,Inverse variance weighted,14,1.69 [1.06-2.7],0.0284119029366899,cis
RELT,Tumor necrosis factor receptor superfamily member 19L,Chapter I Certain infectious and parasitic diseases,AB1_VIRAL_NOS,Inverse variance weighted,14,1.09 [1.01-1.19],0.032823917379617,cis
RELT,Tumor necrosis factor receptor superfamily member 19L,Chapter II Neoplasms,C3_NONHODGKIN_EXALLC,Inverse variance weighted,14,1.25 [1.02-1.54],0.0332263837742894,cis
RELT,Tumor necrosis factor receptor superfamily member 19L,Chapter XIV Diseases of the genitourinary system,N14_OTHETNASKIDUR,Inverse variance weighted,14,0.8 [0.65-0.99],0.0364832057678356,cis
RELT,Tumor necrosis factor receptor superfamily member 19L,Chapter XI Diseases of the digestive system,K11_DIAHER,Inverse variance weighted,14,1.09 [1-1.17],0.0368660929517055,cis
RELT,Tumor necrosis factor receptor superfamily member 19L,Chapter XIV Diseases of the genitourinary system,N14_OBSTRUREFLUROPATH,Inverse variance weighted,14,1.11 [1.01-1.23],0.0381908384410335,cis
RELT,Tumor necrosis factor receptor superfamily member 19L,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM2REN,Inverse variance weighted,14,0.87 [0.76-0.99],0.0401366336100575,cis
RELT,Tumor necrosis factor receptor superfamily member 19L,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPOKALAEMIA,Inverse variance weighted,14,1.12 [1-1.25],0.0423212108490758,cis
RELT,Tumor necrosis factor receptor superfamily member 19L,Chapter XIV Diseases of the genitourinary system,N14_URETHRAOTH,Inverse variance weighted,14,1.05 [1-1.11],0.0460486138784382,cis
RELT,Tumor necrosis factor receptor superfamily member 19L,Chapter XI Diseases of the digestive system,K11_OESITIS,Inverse variance weighted,14,1.19 [1-1.41],0.0481283824427689,cis
RELT,Tumor necrosis factor receptor superfamily member 19L,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_PLASMAPROT,Inverse variance weighted,14,1.61 [1-2.6],0.0509182969667845,cis
RELT,Tumor necrosis factor receptor superfamily member 19L,Chapter IX Diseases of the circulatory system,I9_UAP,Inverse variance weighted,14,0.94 [0.89-1],0.0519767256357355,cis
RELT,Tumor necrosis factor receptor superfamily member 19L,Chapter VI Diseases of the nervous system,G6_NEURO,Inverse variance weighted,11,1.04 [1-1.07],0.0536079434093764,cis
RELT,Tumor necrosis factor receptor superfamily member 19L,Chapter IX Diseases of the circulatory system,I9_AORTANEUR,Inverse variance weighted,14,1.1 [1-1.2],0.0554767412944874,cis
RELT,Tumor necrosis factor receptor superfamily member 19L,Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_ARTHROSIS,Inverse variance weighted,14,1.04 [1-1.07],0.057446921122455,cis
RELT,Tumor necrosis factor receptor superfamily member 19L,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_THROMBOCYTOPENIANAS,Inverse variance weighted,14,0.87 [0.75-1.01],0.0601356938211572,cis
RELT,Tumor necrosis factor receptor superfamily member 19L,Chapter XIV Diseases of the genitourinary system,N14_URINOTH,Inverse variance weighted,14,1.03 [1-1.06],0.0606692988476538,cis
RELT,Tumor necrosis factor receptor superfamily member 19L,Chapter XIV Diseases of the genitourinary system,N14_ACUTERENFAIL,Inverse variance weighted,14,0.92 [0.85-1],0.0619217724968242,cis
RELT,Tumor necrosis factor receptor superfamily member 19L,Chapter XI Diseases of the digestive system,CHIRHEP_NAS,Inverse variance weighted,14,0.84 [0.7-1.01],0.0642238237941176,cis
RELT,Tumor necrosis factor receptor superfamily member 19L,Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_SOFTTISSUEOTH,Inverse variance weighted,14,1.03 [1-1.07],0.0705982841455076,cis
RELT,Tumor necrosis factor receptor superfamily member 19L,Chapter XI Diseases of the digestive system,K11_GIDISEASES,Inverse variance weighted,11,0.97 [0.95-1],0.0728592474714392,cis
RELT,Tumor necrosis factor receptor superfamily member 19L,"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",DM_MACULOPATHY_EXMORE,Inverse variance weighted,14,0.89 [0.78-1.01],0.073648865308572,cis
RELT,Tumor necrosis factor receptor superfamily member 19L,Chapter X Diseases of the respiratory system,PNEUMOBACTKNOWN,Inverse variance weighted,11,1.19 [0.98-1.45],0.074061882062885,cis
RELT,Tumor necrosis factor receptor superfamily member 19L,Chapter IX Diseases of the circulatory system,I9_HYPOTE,Inverse variance weighted,14,1.09 [0.99-1.2],0.0745718867673061,cis
RELT,Tumor necrosis factor receptor superfamily member 19L,Chapter XI Diseases of the digestive system,K11_GALLBILPANC,Inverse variance weighted,11,1.05 [0.99-1.1],0.086844050584251,cis
RELT,Tumor necrosis factor receptor superfamily member 19L,Chapter IX Diseases of the circulatory system,I9_HYPTENSPUL,Inverse variance weighted,14,0.7 [0.46-1.05],0.0871391981215702,cis
RELT,Tumor necrosis factor receptor superfamily member 19L,Chapter X Diseases of the respiratory system,J10_ACUTELOWERNAS,Inverse variance weighted,14,0.92 [0.84-1.01],0.0935890433480997,cis
RELT,Tumor necrosis factor receptor superfamily member 19L,"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",H8_OTHEREAR,Inverse variance weighted,14,1.03 [1-1.06],0.0940477189610789,cis
RELT,Tumor necrosis factor receptor superfamily member 19L,Chapter IX Diseases of the circulatory system,I9_HYPTENSPOR,Inverse variance weighted,11,0.81 [0.64-1.04],0.0945318944189297,cis
RELT,Tumor necrosis factor receptor superfamily member 19L,Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_OSTEOPOROSIS,Inverse variance weighted,14,1.06 [0.99-1.15],0.100833231684487,cis
RELT,Tumor necrosis factor receptor superfamily member 19L,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_AGRANULOCYTOSIS,Inverse variance weighted,14,1.1 [0.98-1.22],0.10460493703943,cis
RELT,Tumor necrosis factor receptor superfamily member 19L,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM2PERIPH,Inverse variance weighted,14,0.89 [0.76-1.03],0.106276913906643,cis
RELT,Tumor necrosis factor receptor superfamily member 19L,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_PURPURA_AND3_OTHER_HAEMORRHAGIC,Inverse variance weighted,14,0.92 [0.83-1.02],0.10748723959851,cis
RELT,Tumor necrosis factor receptor superfamily member 19L,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_ANAEMIAINCHRONICDISEASE,Inverse variance weighted,14,0.79 [0.6-1.05],0.109805344342124,cis
RELT,Tumor necrosis factor receptor superfamily member 19L,Chapter XIV Diseases of the genitourinary system,N14_RENFAILNAS,Inverse variance weighted,14,0.9 [0.8-1.02],0.111238108164474,cis
RELT,Tumor necrosis factor receptor superfamily member 19L,Chapter IX Diseases of the circulatory system,I9_ENDOCARD,Inverse variance weighted,14,0.85 [0.69-1.04],0.113266301258187,cis
RELT,Tumor necrosis factor receptor superfamily member 19L,Chapter XIII Diseases of the musculoskeletal system and connective tissue,RHEUMA_OTHER_WIDE,Inverse variance weighted,14,1.07 [0.98-1.16],0.120506741723292,cis
RELT,Tumor necrosis factor receptor superfamily member 19L,Chapter IX Diseases of the circulatory system,I9_CARDMYO,Inverse variance weighted,14,0.94 [0.86-1.02],0.124115963942948,cis
RELT,Tumor necrosis factor receptor superfamily member 19L,Chapter XI Diseases of the digestive system,K11_OTHDIG,Inverse variance weighted,14,0.95 [0.88-1.02],0.12555733121971,cis
RELT,Tumor necrosis factor receptor superfamily member 19L,Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_OSTEOCHONDRO,Inverse variance weighted,14,1.04 [0.99-1.09],0.12870503670964,cis
RELT,Tumor necrosis factor receptor superfamily member 19L,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_SPLEENDISEASE,Inverse variance weighted,14,0.79 [0.57-1.07],0.131048116034395,cis
RELT,Tumor necrosis factor receptor superfamily member 19L,Chapter IX Diseases of the circulatory system,I9_VTE,Inverse variance weighted,14,1.04 [0.98-1.1],0.155961996811054,cis
RELT,Tumor necrosis factor receptor superfamily member 19L,Chapter VI Diseases of the nervous system,G6_HEMIPLE,Inverse variance weighted,14,0.89 [0.76-1.05],0.173384635217922,cis
RELT,Tumor necrosis factor receptor superfamily member 19L,"Chapter IV Endocrine, nutritional and metabolic diseases",DM_NEPHROPATHY_EXMORE,Inverse variance weighted,14,0.91 [0.8-1.04],0.174891949428663,cis
RELT,Tumor necrosis factor receptor superfamily member 19L,Chapter XII Diseases of the skin and subcutaneous tissue,L12_OTHERSKINSUBCUTIS,Inverse variance weighted,14,0.97 [0.93-1.01],0.175160618202327,cis
