Protein,Protein_definition,Disease_category,Disease,method,nsnp,OR [95% CI],Pvalue,QTL_type
B2M,Beta-2-microglobulin,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_PURPURA_AND3_OTHER_HAEMORRHAGIC,Inverse variance weighted,7,1.78 [1.24-2.54],0.00157703892808087,trans
B2M,Beta-2-microglobulin,Chapter X Diseases of the respiratory system,J10_PLEURA,Inverse variance weighted,7,1.34 [1.12-1.62],0.0017906523715015,trans
B2M,Beta-2-microglobulin,Chapter V Mental and behavioural disorders,F5_DEMNAS,Inverse variance weighted,7,0.59 [0.41-0.85],0.00456905957630079,trans
B2M,Beta-2-microglobulin,Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_SOFTTISSUE,Inverse variance weighted,7,1.12 [1.03-1.22],0.00564662110481909,trans
B2M,Beta-2-microglobulin,Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_SOFTTISSUEOTH,Inverse variance weighted,7,1.17 [1.04-1.31],0.00779987511190856,trans
B2M,Beta-2-microglobulin,Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_OSTEOPOROSIS,Inverse variance weighted,7,1.54 [1.1-2.15],0.0110396988113568,trans
B2M,Beta-2-microglobulin,Chapter X Diseases of the respiratory system,J10_PLEUREFFUSION,Inverse variance weighted,7,1.53 [1.1-2.14],0.0120999177388827,trans
B2M,Beta-2-microglobulin,Chapter IX Diseases of the circulatory system,I9_HYPOTE,Inverse variance weighted,7,1.5 [1.07-2.1],0.018224258570903,trans
B2M,Beta-2-microglobulin,Chapter XIII Diseases of the musculoskeletal system and connective tissue,JOINTPAIN,Inverse variance weighted,7,1.19 [1.03-1.38],0.018846028502404,trans
B2M,Beta-2-microglobulin,Chapter XII Diseases of the skin and subcutaneous tissue,L12_CELLULITIS,Inverse variance weighted,7,1.38 [1.05-1.82],0.0207795457154645,trans
B2M,Beta-2-microglobulin,Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_OSTEOCHONDRO,Inverse variance weighted,7,1.21 [1.03-1.43],0.0215237941156538,trans
B2M,Beta-2-microglobulin,Chapter XI Diseases of the digestive system,K11_FIBROCHIRLIV,Inverse variance weighted,7,1.79 [1.03-3.12],0.0397760742999257,trans
B2M,Beta-2-microglobulin,Chapter IX Diseases of the circulatory system,I9_CHD,Inverse variance weighted,7,1.29 [1.01-1.65],0.0432377352638338,trans
B2M,Beta-2-microglobulin,Chapter XII Diseases of the skin and subcutaneous tissue,L12_DERMATITISECZEMA,Inverse variance weighted,7,1.23 [1.01-1.51],0.0436579765966083,trans
B2M,Beta-2-microglobulin,Chapter IX Diseases of the circulatory system,I9_MI_STRICT,Inverse variance weighted,7,1.4 [1.01-1.94],0.045077501923052,trans
B2M,Beta-2-microglobulin,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_THROMBOCYTOPENIANAS,Inverse variance weighted,7,1.69 [1.01-2.81],0.0459613776549546,trans
B2M,Beta-2-microglobulin,Chapter XII Diseases of the skin and subcutaneous tissue,L12_OTHERSKINSUBCUTIS,Inverse variance weighted,7,1.24 [1-1.55],0.0508901860502653,trans
B2M,Beta-2-microglobulin,Chapter X Diseases of the respiratory system,J10_PLEURPLAGUE,Inverse variance weighted,7,1.52 [0.99-2.32],0.0540624593857782,trans
B2M,Beta-2-microglobulin,Chapter IX Diseases of the circulatory system,I9_VTE,Inverse variance weighted,7,1.19 [1-1.43],0.0551957324873482,trans
B2M,Beta-2-microglobulin,Chapter IX Diseases of the circulatory system,I9_PHLETHROM,Inverse variance weighted,7,1.27 [0.97-1.66],0.0761209159620736,trans
B2M,Beta-2-microglobulin,Chapter XI Diseases of the digestive system,K11_OTHDIG,Inverse variance weighted,7,1.17 [0.98-1.4],0.0780916907679186,trans
B2M,Beta-2-microglobulin,Chapter IX Diseases of the circulatory system,I9_CORATHER,Inverse variance weighted,7,1.19 [0.98-1.46],0.0814736940605358,trans
B2M,Beta-2-microglobulin,Chapter X Diseases of the respiratory system,J10_INFLUPNEU,Inverse variance weighted,7,1.09 [0.99-1.22],0.0922345744855052,trans
B2M,Beta-2-microglobulin,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_ANAEMIANAS,Inverse variance weighted,7,0.8 [0.62-1.04],0.0927169510865157,trans
B2M,Beta-2-microglobulin,Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_OSTEOMYELITIS,Inverse variance weighted,7,1.56 [0.92-2.65],0.0982561576508898,trans
B2M,Beta-2-microglobulin,Chapter XI Diseases of the digestive system,K11_COELIAC,Inverse variance weighted,7,1.49 [0.92-2.39],0.103849614744737,trans
B2M,Beta-2-microglobulin,Chapter XIV Diseases of the genitourinary system,N14_DIALYSIS,Inverse variance weighted,7,1.79 [0.89-3.6],0.104233372329747,trans
B2M,Beta-2-microglobulin,Chapter XIII Diseases of the musculoskeletal system and connective tissue,RHEUMA_OTHER_WIDE,Inverse variance weighted,7,1.51 [0.92-2.49],0.104969195723906,trans
B2M,Beta-2-microglobulin,Chapter XII Diseases of the skin and subcutaneous tissue,L12_INFECT_SKIN,Inverse variance weighted,7,1.22 [0.96-1.55],0.106757464142055,trans
B2M,Beta-2-microglobulin,Chapter X Diseases of the respiratory system,J10_BRONCHIECTASIS,Inverse variance weighted,7,1.52 [0.91-2.54],0.109629488756933,trans
B2M,Beta-2-microglobulin,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_THYROID,Inverse variance weighted,7,1.34 [0.93-1.92],0.111951938241456,trans
B2M,Beta-2-microglobulin,Chapter X Diseases of the respiratory system,COPD_LATER,Inverse variance weighted,7,0.83 [0.66-1.05],0.113449029225811,trans
B2M,Beta-2-microglobulin,Chapter XI Diseases of the digestive system,K11_OTHINT,Inverse variance weighted,7,0.69 [0.44-1.09],0.114329566571568,trans
B2M,Beta-2-microglobulin,Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_RHEUMA,Inverse variance weighted,7,1.59 [0.88-2.87],0.126852911484266,trans
B2M,Beta-2-microglobulin,Chapter IX Diseases of the circulatory system,I9_CARDARR,Inverse variance weighted,7,1.59 [0.87-2.89],0.129409768009777,trans
B2M,Beta-2-microglobulin,Chapter X Diseases of the respiratory system,J10_PNEUMONISOLLIQ,Inverse variance weighted,7,1.43 [0.9-2.27],0.12950921313998,trans
B2M,Beta-2-microglobulin,Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_MUSCLE,Inverse variance weighted,7,1.37 [0.91-2.05],0.131679797521131,trans
B2M,Beta-2-microglobulin,Chapter V Mental and behavioural disorders,F5_ALCOHOL_DEPENDENCE,Inverse variance weighted,7,0.77 [0.55-1.08],0.132272826779156,trans
