Protein,Protein_definition,Disease_category,Disease,method,nsnp,OR [95% CI],Pvalue,QTL_type
LRIG1,Leucine-rich repeats and immunoglobulin-like domains protein 1,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_OTHERANAEMIA,Inverse variance weighted,13,1.08 [1.03-1.13],0.00128545490447652,cis
LRIG1,Leucine-rich repeats and immunoglobulin-like domains protein 1,Chapter XI Diseases of the digestive system,K11_CD_STRICT2,Inverse variance weighted,30,0.83 [0.74-0.93],0.00139776723777342,cis
LRIG1,Leucine-rich repeats and immunoglobulin-like domains protein 1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_OTHCONN,Inverse variance weighted,13,0.89 [0.81-0.98],0.0183004578407192,cis
LRIG1,Leucine-rich repeats and immunoglobulin-like domains protein 1,Chapter I Certain infectious and parasitic diseases,AB1_OTHER_BACTERIAL,Inverse variance weighted,30,0.97 [0.95-1],0.0212940250678196,cis
LRIG1,Leucine-rich repeats and immunoglobulin-like domains protein 1,Chapter IX Diseases of the circulatory system,I9_MI_STRICT,Inverse variance weighted,30,0.96 [0.93-0.99],0.021504002135316,cis
LRIG1,Leucine-rich repeats and immunoglobulin-like domains protein 1,Chapter XI Diseases of the digestive system,CHRONNAS,Inverse variance weighted,30,0.88 [0.79-0.98],0.024149188338817,cis
LRIG1,Leucine-rich repeats and immunoglobulin-like domains protein 1,Chapter IX Diseases of the circulatory system,I9_HEARTFAIL,Inverse variance weighted,30,0.97 [0.94-1],0.0350237155477521,cis
LRIG1,Leucine-rich repeats and immunoglobulin-like domains protein 1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,RHEUMA_OTHER_WIDE,Inverse variance weighted,30,0.94 [0.89-1],0.0414443111190613,cis
LRIG1,Leucine-rich repeats and immunoglobulin-like domains protein 1,Chapter IX Diseases of the circulatory system,I9_K_CARDIAC,Inverse variance weighted,30,0.96 [0.93-1],0.0445627668526375,cis
LRIG1,Leucine-rich repeats and immunoglobulin-like domains protein 1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_RHEUMA,Inverse variance weighted,30,0.95 [0.91-1],0.0488769406880184,cis
LRIG1,Leucine-rich repeats and immunoglobulin-like domains protein 1,"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",DM_MACULOPATHY_EXMORE,Inverse variance weighted,30,1.08 [1-1.16],0.0492851178639126,cis
LRIG1,Leucine-rich repeats and immunoglobulin-like domains protein 1,Chapter XIV Diseases of the genitourinary system,N14_GLOMEINOTH,Inverse variance weighted,30,1.08 [1-1.17],0.0493282498076638,cis
LRIG1,Leucine-rich repeats and immunoglobulin-like domains protein 1,Chapter I Certain infectious and parasitic diseases,AB1_INTESTINAL_INFECTIONS,Inverse variance weighted,30,0.98 [0.95-1],0.0594874399691598,cis
LRIG1,Leucine-rich repeats and immunoglobulin-like domains protein 1,Chapter IX Diseases of the circulatory system,I9_CHD,Inverse variance weighted,30,0.97 [0.95-1],0.0601295847325489,cis
