Protein,Protein_definition,Disease_category,Disease,method,nsnp,OR [95% CI],Pvalue,QTL_type
ADAMTSL5,ADAMTS-like protein 5,Chapter IX Diseases of the circulatory system,I9_HYPTENS,Inverse variance weighted,15,0.97 [0.94-1],0.0325157050107225,cis
ADAMTSL5,ADAMTS-like protein 5,Chapter IX Diseases of the circulatory system,I9_HYPTENSESS,Inverse variance weighted,15,0.97 [0.94-1.01],0.105853807837961,cis
ADAMTSL5,ADAMTS-like protein 5,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_METABOLIA,Inverse variance weighted,15,0.98 [0.95-1.01],0.202180796316838,cis
ADAMTSL5,ADAMTS-like protein 5,Chapter XIV Diseases of the genitourinary system,N14_CHRONKIDNEYDIS,Inverse variance weighted,15,1.03 [0.96-1.11],0.364894285551293,cis
ADAMTSL5,ADAMTS-like protein 5,Chapter XIV Diseases of the genitourinary system,N14_RENALTUB,Inverse variance weighted,15,1.01 [0.98-1.05],0.557516737012776,cis
ADAMTSL5,ADAMTS-like protein 5,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_LIPOPROT,Inverse variance weighted,15,0.99 [0.96-1.03],0.743316893022596,cis
ADAMTSL5,ADAMTS-like protein 5,Chapter XIV Diseases of the genitourinary system,N14_DIALYSIS,Inverse variance weighted,15,1.03 [0.83-1.27],0.796667726647915,cis
ADAMTSL5,ADAMTS-like protein 5,Chapter XIV Diseases of the genitourinary system,N14_DIALYSIS,Inverse variance weighted,3,1.6 [0.8-3.18],0.184633817096869,trans
ADAMTSL5,ADAMTS-like protein 5,Chapter IX Diseases of the circulatory system,I9_HYPTENS,Inverse variance weighted,3,0.95 [0.87-1.03],0.218382697237735,trans
ADAMTSL5,ADAMTS-like protein 5,Chapter IX Diseases of the circulatory system,I9_HYPTENSESS,Inverse variance weighted,3,0.95 [0.86-1.04],0.290875244687478,trans
ADAMTSL5,ADAMTS-like protein 5,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_METABOLIA,Inverse variance weighted,3,1.06 [0.95-1.17],0.317703538432742,trans
ADAMTSL5,ADAMTS-like protein 5,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_LIPOPROT,Inverse variance weighted,3,1.03 [0.91-1.17],0.593022031871935,trans
ADAMTSL5,ADAMTS-like protein 5,Chapter XIV Diseases of the genitourinary system,N14_CHRONKIDNEYDIS,Inverse variance weighted,3,0.97 [0.77-1.23],0.824798972118556,trans
ADAMTSL5,ADAMTS-like protein 5,Chapter XIV Diseases of the genitourinary system,N14_RENALTUB,Inverse variance weighted,3,1.01 [0.89-1.15],0.848166035151968,trans
