Protein,Protein_definition,Disease_category,Disease,method,nsnp,OR [95% CI],Pvalue,QTL_type
SEZ6,Seizure protein 6 homolog,Chapter I Certain infectious and parasitic diseases,AB1_SEPSIS_CONDITION,Inverse variance weighted,2,1.21 [0.98-1.48],0.072271243961443,cis
SEZ6,Seizure protein 6 homolog,Chapter XI Diseases of the digestive system,CHIRHEP_NAS,Inverse variance weighted,2,0.44 [0.14-1.44],0.175425743913884,cis
SEZ6,Seizure protein 6 homolog,Chapter I Certain infectious and parasitic diseases,AB1_SEPSIS_IMPLICIT,Inverse variance weighted,2,1.18 [0.92-1.5],0.185031282682236,cis
SEZ6,Seizure protein 6 homolog,Chapter IX Diseases of the circulatory system,I9_HYPTENSRD,Inverse variance weighted,2,0.4 [0.09-1.7],0.212640450325229,cis
SEZ6,Seizure protein 6 homolog,Chapter XIV Diseases of the genitourinary system,N14_ACUTERENFAIL,Inverse variance weighted,2,1.61 [0.75-3.46],0.22498000550032,cis
SEZ6,Seizure protein 6 homolog,Chapter XI Diseases of the digestive system,K11_FIBROCHIRLIV,Inverse variance weighted,2,0.52 [0.14-1.96],0.333931755597306,cis
SEZ6,Seizure protein 6 homolog,Chapter IX Diseases of the circulatory system,I9_VARICVEOES,Inverse variance weighted,2,1.71 [0.55-5.33],0.352431975213013,cis
SEZ6,Seizure protein 6 homolog,Chapter I Certain infectious and parasitic diseases,AB1_SEPSIS_BACT_IMPL,Inverse variance weighted,2,1.17 [0.83-1.64],0.363631701623096,cis
SEZ6,Seizure protein 6 homolog,Chapter XIV Diseases of the genitourinary system,N14_RENALTUB,Inverse variance weighted,2,1.1 [0.9-1.33],0.364884173480138,cis
SEZ6,Seizure protein 6 homolog,Chapter XIV Diseases of the genitourinary system,N14_CHRONKIDNEYDIS,Inverse variance weighted,2,0.86 [0.58-1.27],0.445874062496222,cis
SEZ6,Seizure protein 6 homolog,Chapter XI Diseases of the digestive system,K11_LIVER,Inverse variance weighted,2,0.8 [0.45-1.43],0.454744203312453,cis
