Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,ACE2,Angiotensin-converting enzyme 2,24335,1152,1.42 [1.29-1.55],1.6705547141711157e-13
Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,ACVRL1,Serine/threonine-protein kinase receptor R3,24582,1165,2.02 [1.65-2.48],8.92123004581703e-12
Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,ADAM8,Disintegrin and metalloproteinase domain-containing protein 8,24962,1185,1.80 [1.50-2.16],4.2375047235906657e-10
Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,ADAMTS8,A disintegrin and metalloproteinase with thrombospondin motifs 8,24869,1178,0.49 [0.44-0.55],3.6279613354312144e-33
Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,ADAMTSL2,ADAMTS-like protein 2,21579,1027,1.66 [1.39-1.97],1.8334254895351216e-08
Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,ADM,Pro-adrenomedullin,25009,1185,2.23 [1.82-2.73],7.500164255313808e-15
Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,AGR2,Anterior gradient protein 2 homolog,23974,1135,1.23 [1.17-1.29],3.899181122084922e-15
Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,ALPP,"Alkaline phosphatase, placental type",24687,1172,1.14 [1.09-1.20],1.3693990488744066e-08
Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,AMBP,Protein AMBP,24976,1182,3.49 [2.70-4.52],1.0550527727682762e-21
Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,AMOT,Angiomotin,21123,1004,1.53 [1.33-1.77],5.026398727351949e-09
Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,ANXA10,Annexin A10,24178,1145,1.28 [1.21-1.36],9.589385853865731e-17
Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,AREG,Amphiregulin,24687,1172,1.57 [1.42-1.72],1.568708125791915e-20
Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,ASGR1,Asialoglycoprotein receptor 1,24621,1166,2.28 [1.93-2.71],1.9519175269572215e-21
Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,ASGR2,Asialoglycoprotein receptor 2,21602,1024,2.13 [1.70-2.66],3.807898879954227e-11
