Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter IX Diseases of the circulatory system,Other or ill-defined heart diseases,AGRN,Agrin,24250,58,4.54 [2.72-7.59],7.288821647080487e-09
Chapter IX Diseases of the circulatory system,Other or ill-defined heart diseases,ANGPT2,Angiopoietin-2,24343,57,7.59 [4.71-12.24],9.204950339641312e-17
Chapter IX Diseases of the circulatory system,Other or ill-defined heart diseases,CD59,CD59 glycoprotein,23227,59,5.21 [2.93-9.29],2.0536148658129628e-08
Chapter IX Diseases of the circulatory system,Other or ill-defined heart diseases,CFD,Complement factor D,21125,51,8.02 [3.84-16.77],3.180186511456531e-08
Chapter IX Diseases of the circulatory system,Other or ill-defined heart diseases,CLEC14A,C-type lectin domain family 14 member A,24131,57,6.06 [3.22-11.41],2.4834414637787416e-08
Chapter IX Diseases of the circulatory system,Other or ill-defined heart diseases,COL4A1,Collagen alpha-1(IV) chain,24135,58,3.83 [2.41-6.07],1.226943895049226e-08
Chapter IX Diseases of the circulatory system,Other or ill-defined heart diseases,COL6A3,Collagen alpha-3(VI) chain,24427,59,4.95 [3.06-8.01],7.210313605978106e-11
Chapter IX Diseases of the circulatory system,Other or ill-defined heart diseases,CSF1,Macrophage colony-stimulating factor 1,24250,58,6.95 [3.53-13.67],1.9370766891910573e-08
Chapter IX Diseases of the circulatory system,Other or ill-defined heart diseases,CST3,Cystatin-C,24176,58,6.60 [3.61-12.09],9.631877870349464e-10
Chapter IX Diseases of the circulatory system,Other or ill-defined heart diseases,CTSL,Cathepsin L1,24135,58,8.26 [3.99-17.09],1.294335779065426e-08
Chapter IX Diseases of the circulatory system,Other or ill-defined heart diseases,EBI3_IL27,Interleukin-27,24304,57,4.29 [2.67-6.89],1.865797619926896e-09
Chapter IX Diseases of the circulatory system,Other or ill-defined heart diseases,EDA2R,Tumor necrosis factor receptor superfamily member 27,24343,57,4.43 [2.77-7.11],6.247426655395201e-10
Chapter IX Diseases of the circulatory system,Other or ill-defined heart diseases,EDN1,Endothelin-1,20532,48,9.50 [5.03-17.96],4.204737789297397e-12
