Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylosis,AGR2,Anterior gradient protein 2 homolog,23102,209,1.37 [1.22-1.53],3.1478543691319734e-08
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylosis,AMBP,Protein AMBP,24063,220,5.32 [3.09-9.15],1.5915352062279355e-09
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylosis,C4BPB,C4b-binding protein beta chain,23974,219,2.20 [1.67-2.90],2.2861703283409546e-08
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylosis,CD302,CD302 antigen,23798,219,3.15 [2.30-4.31],8.23243614456014e-13
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylosis,CHGA,Chromogranin-A,20835,194,1.50 [1.34-1.67],6.665891431897248e-13
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylosis,COL6A3,Collagen alpha-3(VI) chain,24186,220,2.28 [1.71-3.03],1.4468416356236264e-08
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylosis,COL9A1,Collagen alpha-1(IX) chain,23850,217,1.81 [1.46-2.25],5.5359105465109686e-08
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylosis,CTSL,Cathepsin L1,23882,216,3.64 [2.35-5.63],7.14818099260137e-09
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylosis,CXADR,Coxsackievirus and adenovirus receptor,23850,217,1.84 [1.52-2.23],5.550523147966327e-10
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylosis,GAST,Gastrin,20804,193,1.36 [1.25-1.47],7.158619849543069e-14
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylosis,GDF15,Growth/differentiation factor 15,24186,220,1.82 [1.52-2.19],9.962724463295776e-11
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylosis,IGFBP4,Insulin-like growth factor-binding protein 4,23580,210,1.96 [1.57-2.45],2.699667391976856e-09
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylosis,LGALS3,Galectin-3,23955,218,3.19 [2.24-4.55],1.1656800194093715e-10
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylosis,OGN,Mimecan,23903,217,2.19 [1.69-2.83],2.7018227338828743e-09
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylosis,TNFRSF12A,Tumor necrosis factor receptor superfamily member 12A,23974,219,2.37 [1.79-3.15],2.15627061280759e-09
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylosis,VSIG2,V-set and immunoglobulin domain-containing protein 2,20725,190,1.88 [1.56-2.26],1.516568273656752e-11
