Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,OR[95%CI],P_value
B2M,Beta-2-microglobulin,Chapter I Certain infectious and parasitic diseases,Certain infectious and parasitic diseases,21214,864,1.76 [1.52-2.02],5.80296721554119e-15
B2M,Beta-2-microglobulin,Chapter I Certain infectious and parasitic diseases,Implicit bacterial Sepsis,21159,169,2.33 [1.92-2.84],3.542799296962107e-17
B2M,Beta-2-microglobulin,Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,22909,171,1.51 [1.17-1.95],0.0015047900024739
B2M,Beta-2-microglobulin,Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,16147,651,2.60 [2.20-3.08],9.581291511602551e-29
B2M,Beta-2-microglobulin,Chapter I Certain infectious and parasitic diseases,Explicit Sepsis,21930,75,1.97 [1.58-2.46],2.643730934700859e-09
B2M,Beta-2-microglobulin,Chapter I Certain infectious and parasitic diseases,Implicit viral Sepsis,21379,52,1.97 [1.52-2.56],3.1749234742003385e-07
B2M,Beta-2-microglobulin,Chapter I Certain infectious and parasitic diseases,Other bacterial diseases,23498,106,1.91 [1.55-2.36],2.155039267505689e-09
B2M,Beta-2-microglobulin,Chapter I Certain infectious and parasitic diseases,Other septicaemia,23456,64,1.97 [1.56-2.49],1.7450190590963474e-08
B2M,Beta-2-microglobulin,Chapter I Certain infectious and parasitic diseases,Other viral diseases,24103,85,1.56 [1.12-2.18],0.0079120029686552
B2M,Beta-2-microglobulin,Chapter I Certain infectious and parasitic diseases,"Other viral diseases, not elsewhere classified",24100,82,1.56 [1.12-2.18],0.0086612320606602
B2M,Beta-2-microglobulin,Chapter I Certain infectious and parasitic diseases,Mycoses,23803,58,1.75 [1.30-2.36],0.0002191597058911
B2M,Beta-2-microglobulin,Chapter I Certain infectious and parasitic diseases,"Bacterial, viral and other infectious agents",23103,376,1.76 [1.48-2.08],7.925940000423179e-11
B2M,Beta-2-microglobulin,Chapter I Certain infectious and parasitic diseases,Streptococcus and staphylococcus as the cause of diseases classified to other chapters,22845,118,1.94 [1.57-2.40],1.267695544747347e-09
B2M,Beta-2-microglobulin,Chapter I Certain infectious and parasitic diseases,Other bacterial agents as the cause of diseases classified to other chapters,22986,259,1.69 [1.38-2.07],2.8618537535964484e-07
B2M,Beta-2-microglobulin,Chapter II Neoplasms,"Non-Hodgkin lymphoma, all, excluding all cancers (controls excluding all cancers)",19713,48,1.80 [1.33-2.45],0.0001704321035419
B2M,Beta-2-microglobulin,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,21669,901,2.18 [1.88-2.52],1.3323089042356727e-25
B2M,Beta-2-microglobulin,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified iron deficiency,23062,240,1.85 [1.55-2.20],4.737873804010919e-12
B2M,Beta-2-microglobulin,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other anaemias,22820,389,1.89 [1.61-2.21],2.687336060204308e-15
B2M,Beta-2-microglobulin,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified anaemias,22820,389,1.89 [1.61-2.21],2.687336060204308e-15
B2M,Beta-2-microglobulin,Chapter I Certain infectious and parasitic diseases,Condition for Implicit Sepsis (Organ dysfunction codes),21469,347,1.87 [1.58-2.21],1.8587673600167205e-13
B2M,Beta-2-microglobulin,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Agranulocytosis,23732,87,1.63 [1.24-2.14],0.0004222092076477
B2M,Beta-2-microglobulin,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of other endocrine glands,23956,89,1.73 [1.32-2.26],6.709453273919623e-05
B2M,Beta-2-microglobulin,"Chapter IV Endocrine, nutritional and metabolic diseases",Metabolic disorders,20139,779,1.85 [1.59-2.14],1.1284644512711872e-15
B2M,Beta-2-microglobulin,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of the thyroid gland,22257,773,1.66 [1.44-1.91],1.3543879650975756e-12
B2M,Beta-2-microglobulin,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 1 diabetes,22628,97,1.91 [1.53-2.39],1.131172951126552e-08
B2M,Beta-2-microglobulin,Chapter IX Diseases of the circulatory system,Peripheral artery disease,23361,48,1.88 [1.40-2.53],2.8195557261887785e-05
B2M,Beta-2-microglobulin,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 1 diabetes without complications,22619,88,1.90 [1.51-2.39],4.4123930720933104e-08
B2M,Beta-2-microglobulin,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 2 diabetes,22888,357,2.07 [1.74-2.45],1.2963184828648008e-16
B2M,Beta-2-microglobulin,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 2 diabetes without complications,22879,348,2.03 [1.70-2.42],2.403545215523011e-15
B2M,Beta-2-microglobulin,"Chapter IV Endocrine, nutritional and metabolic diseases",Obesity,22457,164,2.02 [1.60-2.54],2.6713373519480434e-09
B2M,Beta-2-microglobulin,"Chapter IV Endocrine, nutritional and metabolic diseases","Obesity, other/unspecified",22459,161,2.03 [1.61-2.56],2.3358031866381143e-09
B2M,Beta-2-microglobulin,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of lipoprotein metabolism and other lipidaemias,19969,609,1.71 [1.45-2.02],2.7725766855380394e-10
B2M,Beta-2-microglobulin,"Chapter IV Endocrine, nutritional and metabolic diseases","Hyperlipidaemia, other/unspecified",19428,68,1.74 [1.24-2.44],0.0013194576359407
B2M,Beta-2-microglobulin,"Chapter IV Endocrine, nutritional and metabolic diseases",Pure hypercholesterolaemia,19927,567,1.71 [1.45-2.03],4.813460617013277e-10
B2M,Beta-2-microglobulin,"Chapter IV Endocrine, nutritional and metabolic diseases",Volume depletion,19406,46,2.01 [1.50-2.69],2.723667447977098e-06
B2M,Beta-2-microglobulin,"Chapter IV Endocrine, nutritional and metabolic diseases","Other disorders of fluid, electrolyte and acid-base balance",19418,58,1.90 [1.42-2.54],1.5532074878207482e-05
B2M,Beta-2-microglobulin,Chapter V Mental and behavioural disorders,Any mental disorder,20474,529,1.61 [1.37-1.90],6.032241212516126e-09
B2M,Beta-2-microglobulin,Chapter V Mental and behavioural disorders,"Substance abuse, excluding more controls",20043,98,1.74 [1.26-2.40],0.0008544464438194
B2M,Beta-2-microglobulin,Chapter V Mental and behavioural disorders,Alcohol dependence,22971,23,2.03 [1.19-3.47],0.0092556213192385
B2M,Beta-2-microglobulin,Chapter V Mental and behavioural disorders,Smoking dependency,22886,31,2.07 [1.35-3.17],0.0009119980459618
B2M,Beta-2-microglobulin,Chapter V Mental and behavioural disorders,"Mood disorders, excluding more controls",20269,324,1.69 [1.41-2.02],1.1154326562278104e-08
B2M,Beta-2-microglobulin,Chapter V Mental and behavioural disorders,Depression,22500,289,1.62 [1.33-1.97],1.2905888114593442e-06
B2M,Beta-2-microglobulin,Chapter V Mental and behavioural disorders,Depression or dysthymia,20084,250,1.65 [1.35-2.02],9.103472805101102e-07
B2M,Beta-2-microglobulin,Chapter VI Diseases of the nervous system,Neurological diseases,21000,1429,1.41 [1.24-1.60],1.43039907151425e-07
B2M,Beta-2-microglobulin,Chapter VI Diseases of the nervous system,Episodal and paroxysmal disorders,23107,374,1.45 [1.19-1.77],0.000207925563957
B2M,Beta-2-microglobulin,Chapter VI Diseases of the nervous system,Migraine,22846,113,1.56 [1.16-2.10],0.0034314260709628
B2M,Beta-2-microglobulin,Chapter VI Diseases of the nervous system,Other neurological diseases,23833,106,1.67 [1.28-2.16],0.0001253498416223
B2M,Beta-2-microglobulin,"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Background diabetic retinopathy,24028,28,2.07 [1.54-2.78],1.571882889912927e-06
B2M,Beta-2-microglobulin,"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Diabetic maculopathy,1565,28,4.82 [2.48-9.37],3.650624827461719e-06
B2M,Beta-2-microglobulin,"Chapter VII Diseases of the eye, adnexa, ear and mastoid process","Diabetic maculopathy, excluding more controls",22491,28,2.05 [1.52-2.76],2.318896622550258e-06
B2M,Beta-2-microglobulin,"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Visual disturbances,23746,92,1.70 [1.29-2.24],0.0001430170083735
B2M,Beta-2-microglobulin,Chapter IX Diseases of the circulatory system,Death due to cardiac causes,17833,2435,2.01 [1.78-2.28],8.372340113169813e-28
B2M,Beta-2-microglobulin,Chapter IX Diseases of the circulatory system,Rheumatic valve diseases,23763,70,1.85 [1.44-2.39],2.0508222060538868e-06
