Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,OR[95%CI],P_value
CDNF,Cerebral dopamine neurotrophic factor,Chapter I Certain infectious and parasitic diseases,Implicit bacterial Sepsis,18110,291,2.56 [1.99-3.29],2.3241156560391736e-13
CDNF,Cerebral dopamine neurotrophic factor,Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,13259,1085,2.47 [2.10-2.91],2.5656768161431363e-27
CDNF,Cerebral dopamine neurotrophic factor,Chapter I Certain infectious and parasitic diseases,Explicit Sepsis,18900,98,2.87 [2.09-3.94],7.741724612931271e-11
CDNF,Cerebral dopamine neurotrophic factor,Chapter I Certain infectious and parasitic diseases,Other septicaemia,21597,89,2.61 [1.93-3.53],5.219252298913931e-10
CDNF,Cerebral dopamine neurotrophic factor,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,19576,771,2.19 [1.84-2.61],7.46060573762328e-19
CDNF,Cerebral dopamine neurotrophic factor,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other anaemias,20935,357,2.79 [2.21-3.52],5.322718854806984e-18
CDNF,Cerebral dopamine neurotrophic factor,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified anaemias,20935,357,2.79 [2.21-3.52],5.322718854806984e-18
CDNF,Cerebral dopamine neurotrophic factor,Chapter I Certain infectious and parasitic diseases,Condition for Implicit Sepsis (Organ dysfunction codes),18379,567,2.69 [2.19-3.30],3.8122808949846736e-21
CDNF,Cerebral dopamine neurotrophic factor,"Chapter IV Endocrine, nutritional and metabolic diseases",Metabolic disorders,16648,1651,1.83 [1.60-2.09],8.537544656547373e-19
CDNF,Cerebral dopamine neurotrophic factor,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 1 diabetes,20245,152,3.23 [2.33-4.47],1.4530371376582565e-12
CDNF,Cerebral dopamine neurotrophic factor,Chapter IX Diseases of the circulatory system,Peripheral artery disease,21442,168,2.47 [1.89-3.23],4.0694606115478026e-11
CDNF,Cerebral dopamine neurotrophic factor,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 1 diabetes without complications,20232,139,2.77 [2.01-3.81],4.78264367093293e-10
CDNF,Cerebral dopamine neurotrophic factor,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 2 diabetes,20873,780,2.27 [1.90-2.70],8.865189742315911e-20
CDNF,Cerebral dopamine neurotrophic factor,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 2 diabetes without complications,20846,753,2.18 [1.83-2.61],1.0333721830818401e-17
CDNF,Cerebral dopamine neurotrophic factor,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of lipoprotein metabolism and other lipidaemias,16465,1468,1.77 [1.54-2.03],1.869465479885732e-15
CDNF,Cerebral dopamine neurotrophic factor,"Chapter IV Endocrine, nutritional and metabolic diseases",Pure hypercholesterolaemia,16356,1359,1.76 [1.53-2.04],1.3777559010330358e-14
CDNF,Cerebral dopamine neurotrophic factor,"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Background diabetic retinopathy,22629,81,2.98 [2.15-4.13],6.604916028410459e-11
CDNF,Cerebral dopamine neurotrophic factor,"Chapter VII Diseases of the eye, adnexa, ear and mastoid process","Diabetic maculopathy, excluding more controls",20108,81,3.85 [2.58-5.76],4.209047948112911e-11
CDNF,Cerebral dopamine neurotrophic factor,Chapter IX Diseases of the circulatory system,Death due to cardiac causes,14209,4571,1.73 [1.56-1.91],7.269542907428664e-26
CDNF,Cerebral dopamine neurotrophic factor,Chapter IX Diseases of the circulatory system,"Hypertension, essential",15050,3210,1.80 [1.61-2.01],3.258402372616564e-25
CDNF,Cerebral dopamine neurotrophic factor,Chapter IX Diseases of the circulatory system,Hypertension,15091,3251,1.91 [1.71-2.13],1.6172599479599007e-30
CDNF,Cerebral dopamine neurotrophic factor,Chapter IX Diseases of the circulatory system,"Ischaemic heart disease, wide definition",20174,1822,1.49 [1.32-1.69],2.9643542075490977e-10
