Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter VI Diseases of the nervous system,Cerebral palsy and other paralytic syndromes,GDF15,Growth/differentiation factor 15,51513,167,1.94 [1.63-2.30],3.653984046482697e-14
Chapter VI Diseases of the nervous system,Cerebral palsy and other paralytic syndromes,HPGDS,Hematopoietic prostaglandin D synthase,49684,161,0.29 [0.20-0.41],2.0495659249261234e-11
Chapter VI Diseases of the nervous system,Cerebral palsy and other paralytic syndromes,HSPB6,Heat shock protein beta-6,51313,167,2.45 [1.85-3.24],3.891225466758512e-10
Chapter VI Diseases of the nervous system,Cerebral palsy and other paralytic syndromes,ITGA11,Integrin alpha-11,50805,166,0.27 [0.19-0.40],6.9074290939970025e-12
Chapter VI Diseases of the nervous system,Cerebral palsy and other paralytic syndromes,ITGAM,Integrin alpha-M,50889,164,0.16 [0.10-0.24],2.703329975656593e-16
Chapter VI Diseases of the nervous system,Cerebral palsy and other paralytic syndromes,ITGB2,Integrin beta-2,50599,166,0.17 [0.10-0.27],9.971052775668544e-13
Chapter VI Diseases of the nervous system,Cerebral palsy and other paralytic syndromes,ITIH3,Inter-alpha-trypsin inhibitor heavy chain H3,51086,166,3.39 [2.38-4.84],1.4034459188573095e-11
Chapter VI Diseases of the nervous system,Cerebral palsy and other paralytic syndromes,LRRN1,Leucine-rich repeat neuronal protein 1,49920,163,0.33 [0.24-0.47],1.2670492919349394e-10
Chapter VI Diseases of the nervous system,Cerebral palsy and other paralytic syndromes,RBFOX3,RNA binding protein fox-1 homolog 3,44181,146,2.24 [1.81-2.77],1.0879801124744417e-13
Chapter VI Diseases of the nervous system,Cerebral palsy and other paralytic syndromes,REN,Renin,50881,167,1.72 [1.50-1.96],9.468009588951805e-16
Chapter VI Diseases of the nervous system,Cerebral palsy and other paralytic syndromes,TNFRSF11A,Tumor necrosis factor receptor superfamily member 11A,51439,166,2.52 [1.92-3.31],2.6408060427949348e-11
