Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter I Certain infectious and parasitic diseases,Other infectious diseases,ABL1,Tyrosine-protein kinase ABL1,51284,100,1.29 [1.01-1.64],0.0406257128651184
Chapter I Certain infectious and parasitic diseases,Other infectious diseases,ABRAXAS2,BRISC complex subunit Abraxas 2,43321,77,1.46 [1.07-1.99],0.017913507366188
Chapter I Certain infectious and parasitic diseases,Other infectious diseases,ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal",50308,99,1.23 [1.01-1.51],0.0419140476502728
Chapter I Certain infectious and parasitic diseases,Other infectious diseases,ACP5,Tartrate-resistant acid phosphatase type 5,51746,98,1.73 [1.09-2.77],0.0207697642328688
Chapter I Certain infectious and parasitic diseases,Other infectious diseases,ACVRL1,Serine/threonine-protein kinase receptor R3,51036,98,2.10 [1.09-4.04],0.0269335925575961
Chapter I Certain infectious and parasitic diseases,Other infectious diseases,ADA2,Adenosine deaminase 2,51222,99,1.50 [1.01-2.24],0.0437807285890958
Chapter I Certain infectious and parasitic diseases,Other infectious diseases,ADAM15,Disintegrin and metalloproteinase domain-containing protein 15,50577,96,1.92 [1.08-3.41],0.0265262452320188
Chapter I Certain infectious and parasitic diseases,Other infectious diseases,ADAM8,Disintegrin and metalloproteinase domain-containing protein 8,51889,100,2.31 [1.37-3.89],0.0016532161346837
Chapter I Certain infectious and parasitic diseases,Other infectious diseases,ADGRE1,Adhesion G protein-coupled receptor E1,44599,81,1.54 [1.07-2.21],0.0191765139413997
Chapter I Certain infectious and parasitic diseases,Other infectious diseases,ADGRE2,Adhesion G protein-coupled receptor E2,51744,98,1.85 [1.00-3.40],0.0490226948347826
Chapter I Certain infectious and parasitic diseases,Other infectious diseases,ADGRE5,Adhesion G protein-coupled receptor E5,51905,99,1.94 [1.18-3.21],0.0091019299008735
Chapter I Certain infectious and parasitic diseases,Other infectious diseases,ADGRG1,Adhesion G-protein coupled receptor G1,51284,100,1.30 [1.08-1.57],0.0059590597886434
Chapter I Certain infectious and parasitic diseases,Other infectious diseases,ADM,Pro-adrenomedullin,51960,101,2.77 [1.39-5.53],0.0037070914493474
Chapter I Certain infectious and parasitic diseases,Other infectious diseases,AGR2,Anterior gradient protein 2 homolog,49903,96,1.30 [1.10-1.55],0.0023767166345175
Chapter I Certain infectious and parasitic diseases,Other infectious diseases,AGRN,Agrin,51744,98,1.74 [1.10-2.77],0.0179592752626333
Chapter I Certain infectious and parasitic diseases,Other infectious diseases,AGT,Angiotensinogen,44828,81,0.58 [0.39-0.88],0.0098931172360363
Chapter I Certain infectious and parasitic diseases,Other infectious diseases,AHCY,Adenosylhomocysteinase,51521,96,1.30 [1.01-1.68],0.044841084732703
Chapter I Certain infectious and parasitic diseases,Other infectious diseases,AKR1B1,Aldo-keto reductase family 1 member B1,50308,99,1.32 [1.06-1.66],0.013789127706897
Chapter I Certain infectious and parasitic diseases,Other infectious diseases,ALCAM,CD166 antigen,52157,100,3.06 [1.29-7.24],0.0109821715405757
Chapter I Certain infectious and parasitic diseases,Other infectious diseases,AMY2A,Pancreatic alpha-amylase,49539,91,1.63 [1.13-2.36],0.0096098369978657
Chapter I Certain infectious and parasitic diseases,Other infectious diseases,AMY2B,Alpha-amylase 2B,48024,90,1.57 [1.09-2.26],0.015025252305354
Chapter I Certain infectious and parasitic diseases,Other infectious diseases,ANGPTL1,Angiopoietin-related protein 1,50770,96,2.07 [1.13-3.82],0.0193010658712269
Chapter I Certain infectious and parasitic diseases,Other infectious diseases,ANGPTL2,Angiopoietin-related protein 2,51576,98,1.56 [1.01-2.41],0.0472567726367074
Chapter I Certain infectious and parasitic diseases,Other infectious diseases,ANGPTL4,Angiopoietin-related protein 4,51660,98,1.74 [1.17-2.58],0.0060021506856203
Chapter I Certain infectious and parasitic diseases,Other infectious diseases,ANKRA2,Ankyrin repeat family A protein 2,43189,75,1.38 [1.00-1.89],0.0490683065342107
Chapter I Certain infectious and parasitic diseases,Other infectious diseases,ANXA11,Annexin A11,51366,98,1.38 [1.02-1.85],0.0337805722352673
Chapter I Certain infectious and parasitic diseases,Other infectious diseases,AOC3,Membrane primary amine oxidase,51727,100,1.85 [1.03-3.34],0.0406017708664852
Chapter I Certain infectious and parasitic diseases,Other infectious diseases,APOF,Apolipoprotein F,44828,81,3.20 [1.21-8.44],0.0188497585920793
Chapter I Certain infectious and parasitic diseases,Other infectious diseases,AREG,Amphiregulin,51284,100,1.85 [1.33-2.58],0.0002665535048151
Chapter I Certain infectious and parasitic diseases,Other infectious diseases,ARHGAP1,Rho GTPase-activating protein 1,50308,99,1.51 [1.03-2.21],0.0364390143959181
