Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter VI Diseases of the nervous system,"AlzheimerÕs disease (Atypical or mixed), excluding more controls",ACE2,Angiotensin-converting enzyme 2,34092,116,1.38 [1.04-1.83],0.0277082072338073
Chapter VI Diseases of the nervous system,"AlzheimerÕs disease (Atypical or mixed), excluding more controls",ACHE,Acetylcholinesterase,29698,100,1.85 [1.07-3.22],0.0282229314173987
Chapter VI Diseases of the nervous system,"AlzheimerÕs disease (Atypical or mixed), excluding more controls",ACTA2,"Actin, aortic smooth muscle",34092,116,1.40 [1.04-1.89],0.0283796251019963
Chapter VI Diseases of the nervous system,"AlzheimerÕs disease (Atypical or mixed), excluding more controls",ACTN2,Alpha-actinin-2,29374,97,1.44 [1.07-1.94],0.0158214259548207
Chapter VI Diseases of the nervous system,"AlzheimerÕs disease (Atypical or mixed), excluding more controls",ACVRL1,Serine/threonine-protein kinase receptor R3,34425,116,3.31 [1.83-5.99],7.63200427011099e-05
Chapter VI Diseases of the nervous system,"AlzheimerÕs disease (Atypical or mixed), excluding more controls",ADA2,Adenosine deaminase 2,34490,114,1.76 [1.21-2.55],0.0029348484061394
Chapter VI Diseases of the nervous system,"AlzheimerÕs disease (Atypical or mixed), excluding more controls",ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,29499,103,1.95 [1.16-3.27],0.0118221185230241
Chapter VI Diseases of the nervous system,"AlzheimerÕs disease (Atypical or mixed), excluding more controls",ADAM23,Disintegrin and metalloproteinase domain-containing protein 23,35094,117,1.78 [1.06-2.97],0.0283635637747116
Chapter VI Diseases of the nervous system,"AlzheimerÕs disease (Atypical or mixed), excluding more controls",ADAMTS16,A disintegrin and metalloproteinase with thrombospondin motifs 16,34092,116,1.73 [1.20-2.50],0.0035768764378045
Chapter VI Diseases of the nervous system,"AlzheimerÕs disease (Atypical or mixed), excluding more controls",ADGRG1,Adhesion G-protein coupled receptor G1,34577,117,1.26 [1.06-1.50],0.0074617255586383
Chapter VI Diseases of the nervous system,"AlzheimerÕs disease (Atypical or mixed), excluding more controls",ADIPOQ,Adiponectin,30404,102,1.34 [1.02-1.77],0.038835072646083
Chapter VI Diseases of the nervous system,"AlzheimerÕs disease (Atypical or mixed), excluding more controls",ADM,Pro-adrenomedullin,35028,118,2.26 [1.17-4.36],0.0154063471787553
Chapter VI Diseases of the nervous system,"AlzheimerÕs disease (Atypical or mixed), excluding more controls",AGRN,Agrin,34870,118,1.64 [1.06-2.53],0.0258007597327907
Chapter VI Diseases of the nervous system,"AlzheimerÕs disease (Atypical or mixed), excluding more controls",AGT,Angiotensinogen,30389,100,2.22 [1.17-4.23],0.0149125043641273
Chapter VI Diseases of the nervous system,"AlzheimerÕs disease (Atypical or mixed), excluding more controls",AIDA,"Axin interactor, dorsalization-associated protein",29532,94,0.72 [0.52-0.99],0.040681083290538
Chapter VI Diseases of the nervous system,"AlzheimerÕs disease (Atypical or mixed), excluding more controls",AKR1B10,Aldo-keto reductase family 1 member B10,29532,94,1.38 [1.05-1.80],0.0187928945880936
Chapter VI Diseases of the nervous system,"AlzheimerÕs disease (Atypical or mixed), excluding more controls",ALCAM,CD166 antigen,35137,118,3.17 [1.38-7.30],0.0067596067921398
Chapter VI Diseases of the nervous system,"AlzheimerÕs disease (Atypical or mixed), excluding more controls",AMBN,Ameloblastin,34076,116,1.61 [1.24-2.10],0.0004164611025652
Chapter VI Diseases of the nervous system,"AlzheimerÕs disease (Atypical or mixed), excluding more controls",AMBP,Protein AMBP,34977,118,2.64 [1.19-5.83],0.0164919567983002
Chapter VI Diseases of the nervous system,"AlzheimerÕs disease (Atypical or mixed), excluding more controls",AMFR,E3 ubiquitin-protein ligase AMFR,33932,114,1.36 [1.10-1.69],0.0049390052357405
