Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter II Neoplasms,"Malignant neoplasm of corpus uteri, excluding all cancers (controls excluding all cancers)",ABO,Histo-blood group ABO system transferase,19809,169,1.12 [1.02-1.24],0.0230883321135677
Chapter II Neoplasms,"Malignant neoplasm of corpus uteri, excluding all cancers (controls excluding all cancers)",ACTA2,"Actin, aortic smooth muscle",22335,183,1.36 [1.06-1.75],0.014144188657054
Chapter II Neoplasms,"Malignant neoplasm of corpus uteri, excluding all cancers (controls excluding all cancers)",ACVRL1,Serine/threonine-protein kinase receptor R3,22559,189,1.79 [1.08-2.95],0.0235782969289155
Chapter II Neoplasms,"Malignant neoplasm of corpus uteri, excluding all cancers (controls excluding all cancers)",ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,19252,163,1.65 [1.22-2.22],0.0010478149042658
Chapter II Neoplasms,"Malignant neoplasm of corpus uteri, excluding all cancers (controls excluding all cancers)",ADAMTS15,A disintegrin and metalloproteinase with thrombospondin motifs 15,22638,187,1.47 [1.08-2.00],0.0151270081397264
Chapter II Neoplasms,"Malignant neoplasm of corpus uteri, excluding all cancers (controls excluding all cancers)",ADAMTSL2,ADAMTS-like protein 2,19801,169,1.65 [1.09-2.48],0.0170831935725925
Chapter II Neoplasms,"Malignant neoplasm of corpus uteri, excluding all cancers (controls excluding all cancers)",ADGRB3,Adhesion G protein-coupled receptor B3,22559,189,1.66 [1.14-2.40],0.0078634543890055
Chapter II Neoplasms,"Malignant neoplasm of corpus uteri, excluding all cancers (controls excluding all cancers)",ADIPOQ,Adiponectin,19834,169,0.72 [0.58-0.89],0.0022303454302657
Chapter II Neoplasms,"Malignant neoplasm of corpus uteri, excluding all cancers (controls excluding all cancers)",AFAP1,Actin filament-associated protein 1,19390,164,0.77 [0.64-0.94],0.0096032033086694
Chapter II Neoplasms,"Malignant neoplasm of corpus uteri, excluding all cancers (controls excluding all cancers)",AFM,Afamin,19834,169,2.21 [1.03-4.73],0.0413220919367702
Chapter II Neoplasms,"Malignant neoplasm of corpus uteri, excluding all cancers (controls excluding all cancers)",AGRP,Agouti-related protein,22992,190,1.49 [1.17-1.91],0.0014877280876829
Chapter II Neoplasms,"Malignant neoplasm of corpus uteri, excluding all cancers (controls excluding all cancers)",AHNAK2,Protein AHNAK2,19304,165,1.63 [1.03-2.59],0.038210036453291
