Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other necrotizing vasculopathies,A1BG,Alpha-1B-glycoprotein,24197,57,1.45 [0.34-6.25],0.61503906245437
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other necrotizing vasculopathies,AAMDC,Mth938 domain-containing protein,23485,47,0.58 [0.34-1.00],0.0500501560944019
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other necrotizing vasculopathies,AARSD1,Alanyl-tRNA editing protein Aarsd1,27716,57,0.81 [0.53-1.23],0.3193435426881152
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other necrotizing vasculopathies,ABCA2,ATP-binding cassette sub-family A member 2,23396,52,1.70 [0.98-2.96],0.0609658168684955
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other necrotizing vasculopathies,ABHD14B,Protein ABHD14B,27553,58,0.84 [0.57-1.26],0.4097851977031309
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other necrotizing vasculopathies,ABL1,Tyrosine-protein kinase ABL1,27716,57,0.95 [0.67-1.33],0.7527960354756973
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other necrotizing vasculopathies,ABO,Histo-blood group ABO system transferase,24182,53,0.97 [0.81-1.16],0.749608448799511
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other necrotizing vasculopathies,ABRAXAS2,BRISC complex subunit Abraxas 2,23396,52,1.00 [0.68-1.50],0.9818351049045014
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other necrotizing vasculopathies,ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal",27156,56,1.07 [0.81-1.42],0.6135235626951296
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other necrotizing vasculopathies,ACADM,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",23714,49,1.16 [0.84-1.60],0.380146191582531
