Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter XI Diseases of the digestive system,Other and unspecified abdominal hernia,A1BG,Alpha-1B-glycoprotein,21203,44,0.61 [0.12-3.12],0.5518520776458936
Chapter XI Diseases of the digestive system,Other and unspecified abdominal hernia,AAMDC,Mth938 domain-containing protein,20609,43,1.15 [0.67-1.98],0.6061539839393812
Chapter XI Diseases of the digestive system,Other and unspecified abdominal hernia,AARSD1,Alanyl-tRNA editing protein Aarsd1,24297,50,1.14 [0.73-1.78],0.5541327034230581
Chapter XI Diseases of the digestive system,Other and unspecified abdominal hernia,ABCA2,ATP-binding cassette sub-family A member 2,20526,43,0.47 [0.19-1.12],0.0893666753550467
Chapter XI Diseases of the digestive system,Other and unspecified abdominal hernia,ABHD14B,Protein ABHD14B,24150,49,1.33 [0.87-2.04],0.1853561559851506
Chapter XI Diseases of the digestive system,Other and unspecified abdominal hernia,ABL1,Tyrosine-protein kinase ABL1,24297,50,1.26 [0.90-1.77],0.1737352977870878
Chapter XI Diseases of the digestive system,Other and unspecified abdominal hernia,ABO,Histo-blood group ABO system transferase,21208,45,1.16 [0.95-1.41],0.1431917818078627
Chapter XI Diseases of the digestive system,Other and unspecified abdominal hernia,ABRAXAS2,BRISC complex subunit Abraxas 2,20526,43,1.07 [0.69-1.64],0.7729853941051154
Chapter XI Diseases of the digestive system,Other and unspecified abdominal hernia,ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal",23804,45,1.12 [0.83-1.51],0.469012245068355
Chapter XI Diseases of the digestive system,Other and unspecified abdominal hernia,ACADM,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",20798,45,1.21 [0.87-1.67],0.2547810472405244
Chapter XI Diseases of the digestive system,Other and unspecified abdominal hernia,ACADSB,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial",21172,45,0.90 [0.65-1.25],0.5253042722644505
Chapter XI Diseases of the digestive system,Other and unspecified abdominal hernia,ACAN,Aggrecan core protein,24184,52,0.70 [0.29-1.65],0.4140669860071405
Chapter XI Diseases of the digestive system,Other and unspecified abdominal hernia,ACE,Angiotensin-converting enzyme,21208,45,0.44 [0.16-1.23],0.1159877098311391
Chapter XI Diseases of the digestive system,Other and unspecified abdominal hernia,ACE2,Angiotensin-converting enzyme 2,23959,49,0.91 [0.56-1.50],0.7178622427634497
Chapter XI Diseases of the digestive system,Other and unspecified abdominal hernia,ACHE,Acetylcholinesterase,20695,43,0.65 [0.27-1.60],0.3517939864664064
Chapter XI Diseases of the digestive system,Other and unspecified abdominal hernia,ACOT13,Acyl-coenzyme A thioesterase 13,21109,44,1.06 [0.83-1.37],0.6272074015096172
Chapter XI Diseases of the digestive system,Other and unspecified abdominal hernia,ACOX1,Peroxisomal acyl-coenzyme A oxidase 1,24396,53,1.05 [0.65-1.70],0.8284683265904693
Chapter XI Diseases of the digestive system,Other and unspecified abdominal hernia,ACP1,Low molecular weight phosphotyrosine protein phosphatase,20604,44,0.59 [0.29-1.20],0.1445191624003032
Chapter XI Diseases of the digestive system,Other and unspecified abdominal hernia,ACP5,Tartrate-resistant acid phosphatase type 5,24479,50,1.29 [0.62-2.69],0.4901470218473975
Chapter XI Diseases of the digestive system,Other and unspecified abdominal hernia,ACP6,Lysophosphatidic acid phosphatase type 6,24586,52,1.47 [0.97-2.23],0.0693381488472779
Chapter XI Diseases of the digestive system,Other and unspecified abdominal hernia,ACRBP,Acrosin-binding protein,21091,44,1.24 [0.62-2.48],0.535461553977133
Chapter XI Diseases of the digestive system,Other and unspecified abdominal hernia,ACRV1,Acrosomal protein SP-10,20604,44,1.02 [0.69-1.51],0.9045609272543138
Chapter XI Diseases of the digestive system,Other and unspecified abdominal hernia,ACSL1,Long-chain-fatty-acid--CoA ligase 1,20526,43,0.63 [0.24-1.68],0.3589359751153254
Chapter XI Diseases of the digestive system,Other and unspecified abdominal hernia,ACTA2,"Actin, aortic smooth muscle",23959,49,0.85 [0.45-1.59],0.6066291824750296
Chapter XI Diseases of the digestive system,Other and unspecified abdominal hernia,ACTN2,Alpha-actinin-2,20526,43,1.05 [0.65-1.69],0.8445033541202671
Chapter XI Diseases of the digestive system,Other and unspecified abdominal hernia,ACTN4,Alpha-actinin-4,23933,47,0.87 [0.36-2.08],0.7472108512235915
Chapter XI Diseases of the digestive system,Other and unspecified abdominal hernia,ACVRL1,Serine/threonine-protein kinase receptor R3,24186,50,0.31 [0.10-0.95],0.0411064107911295
Chapter XI Diseases of the digestive system,Other and unspecified abdominal hernia,ACY1,Aminoacylase-1,24396,53,1.11 [0.76-1.60],0.5904507049251153
Chapter XI Diseases of the digestive system,Other and unspecified abdominal hernia,ACY3,N-acyl-aromatic-L-amino acid amidohydrolase,20526,43,1.03 [0.61-1.73],0.9114180808767376
Chapter XI Diseases of the digestive system,Other and unspecified abdominal hernia,ACYP1,Acylphosphatase-1,20616,43,0.98 [0.63-1.53],0.9318498256386136
Chapter XI Diseases of the digestive system,Other and unspecified abdominal hernia,ADA,Adenosine deaminase,24683,51,1.29 [0.67-2.50],0.4440938145582445
Chapter XI Diseases of the digestive system,Other and unspecified abdominal hernia,ADA2,Adenosine deaminase 2,24233,52,0.48 [0.27-0.87],0.0157417396457821
Chapter XI Diseases of the digestive system,Other and unspecified abdominal hernia,ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,20604,44,0.87 [0.36-2.10],0.7511629565424651
