Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter II Neoplasms,"Malignant neoplasm of rectum, excluding all cancers (controls excluding all cancers)",A1BG,Alpha-1B-glycoprotein,21324,86,1.05 [0.31-3.49],0.9379851255714012
Chapter II Neoplasms,"Malignant neoplasm of rectum, excluding all cancers (controls excluding all cancers)",AAMDC,Mth938 domain-containing protein,20708,82,1.13 [0.76-1.67],0.5548639046183571
Chapter II Neoplasms,"Malignant neoplasm of rectum, excluding all cancers (controls excluding all cancers)",AARSD1,Alanyl-tRNA editing protein Aarsd1,24428,92,0.86 [0.61-1.20],0.362456503929231
Chapter II Neoplasms,"Malignant neoplasm of rectum, excluding all cancers (controls excluding all cancers)",ABCA2,ATP-binding cassette sub-family A member 2,20635,84,0.63 [0.34-1.17],0.1412099459256308
Chapter II Neoplasms,"Malignant neoplasm of rectum, excluding all cancers (controls excluding all cancers)",ABHD14B,Protein ABHD14B,24303,91,1.11 [0.81-1.54],0.516513422503057
Chapter II Neoplasms,"Malignant neoplasm of rectum, excluding all cancers (controls excluding all cancers)",ABL1,Tyrosine-protein kinase ABL1,24428,92,1.11 [0.86-1.45],0.4261018864828237
Chapter II Neoplasms,"Malignant neoplasm of rectum, excluding all cancers (controls excluding all cancers)",ABO,Histo-blood group ABO system transferase,21304,86,1.17 [1.01-1.34],0.0336538639340052
Chapter II Neoplasms,"Malignant neoplasm of rectum, excluding all cancers (controls excluding all cancers)",ABRAXAS2,BRISC complex subunit Abraxas 2,20635,84,1.11 [0.82-1.52],0.4892793463096603
Chapter II Neoplasms,"Malignant neoplasm of rectum, excluding all cancers (controls excluding all cancers)",ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal",23957,86,1.05 [0.83-1.31],0.7001005660199491
Chapter II Neoplasms,"Malignant neoplasm of rectum, excluding all cancers (controls excluding all cancers)",ACADM,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",20896,82,1.12 [0.86-1.46],0.4077370702565144
Chapter II Neoplasms,"Malignant neoplasm of rectum, excluding all cancers (controls excluding all cancers)",ACADSB,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial",21300,87,1.06 [0.85-1.33],0.6149391328710033
Chapter II Neoplasms,"Malignant neoplasm of rectum, excluding all cancers (controls excluding all cancers)",ACAN,Aggrecan core protein,24331,92,1.37 [0.71-2.64],0.3515799886376076
Chapter II Neoplasms,"Malignant neoplasm of rectum, excluding all cancers (controls excluding all cancers)",ACE,Angiotensin-converting enzyme,21304,86,0.95 [0.43-2.09],0.8926814101475953
