Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Wrist or foot drop (acquired),A1BG,Alpha-1B-glycoprotein,18850,34,0.60 [0.09-3.87],0.5916385563075599
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Wrist or foot drop (acquired),AAMDC,Mth938 domain-containing protein,18312,31,0.80 [0.41-1.53],0.4946016347886841
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Wrist or foot drop (acquired),AARSD1,Alanyl-tRNA editing protein Aarsd1,21627,39,1.11 [0.67-1.83],0.682132920642553
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Wrist or foot drop (acquired),ABCA2,ATP-binding cassette sub-family A member 2,18243,33,0.82 [0.31-2.16],0.6901958583934789
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Wrist or foot drop (acquired),ABHD14B,Protein ABHD14B,21514,37,1.16 [0.71-1.90],0.5613539921616539
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Wrist or foot drop (acquired),ABL1,Tyrosine-protein kinase ABL1,21627,39,1.02 [0.68-1.53],0.9108753871320172
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Wrist or foot drop (acquired),ABO,Histo-blood group ABO system transferase,18840,34,1.02 [0.82-1.28],0.8523627941040742
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Wrist or foot drop (acquired),ABRAXAS2,BRISC complex subunit Abraxas 2,18243,33,0.82 [0.49-1.37],0.4383462007834074
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Wrist or foot drop (acquired),ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal",21203,38,1.45 [1.08-1.96],0.0145068817232142
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Wrist or foot drop (acquired),ACADM,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",18485,32,1.08 [0.70-1.67],0.7290909068055049
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Wrist or foot drop (acquired),ACADSB,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial",18822,32,1.07 [0.74-1.55],0.7179865212914862
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Wrist or foot drop (acquired),ACAN,Aggrecan core protein,21521,38,1.19 [0.43-3.33],0.7401992778167936
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Wrist or foot drop (acquired),ACE,Angiotensin-converting enzyme,18840,34,1.80 [0.50-6.44],0.366136234531611
