Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter I Certain infectious and parasitic diseases,Other viral diseases,A1BG,Alpha-1B-glycoprotein,24572,155,2.04 [0.84-4.96],0.1156699925378455
Chapter I Certain infectious and parasitic diseases,Other viral diseases,AAMDC,Mth938 domain-containing protein,23852,148,1.10 [0.82-1.46],0.5394549473178876
Chapter I Certain infectious and parasitic diseases,Other viral diseases,AARSD1,Alanyl-tRNA editing protein Aarsd1,28117,168,1.03 [0.81-1.31],0.794041745430462
Chapter I Certain infectious and parasitic diseases,Other viral diseases,ABCA2,ATP-binding cassette sub-family A member 2,23752,152,1.48 [1.03-2.14],0.0345616408032055
Chapter I Certain infectious and parasitic diseases,Other viral diseases,ABHD14B,Protein ABHD14B,27951,172,1.13 [0.90-1.43],0.2802799550832585
Chapter I Certain infectious and parasitic diseases,Other viral diseases,ABL1,Tyrosine-protein kinase ABL1,28117,168,1.31 [1.09-1.57],0.003252782395909
Chapter I Certain infectious and parasitic diseases,Other viral diseases,ABO,Histo-blood group ABO system transferase,24559,154,0.95 [0.86-1.06],0.3819721437015759
Chapter I Certain infectious and parasitic diseases,Other viral diseases,ABRAXAS2,BRISC complex subunit Abraxas 2,23752,152,1.25 [1.00-1.56],0.0496984974916152
Chapter I Certain infectious and parasitic diseases,Other viral diseases,ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal",27553,168,1.25 [1.08-1.45],0.0032075760486724
Chapter I Certain infectious and parasitic diseases,Other viral diseases,ACADM,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",24082,152,0.90 [0.71-1.16],0.4243324281385366
Chapter I Certain infectious and parasitic diseases,Other viral diseases,ACADSB,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial",24535,153,1.23 [1.04-1.44],0.013921581964698
Chapter I Certain infectious and parasitic diseases,Other viral diseases,ACAN,Aggrecan core protein,27985,175,1.36 [0.85-2.17],0.2027990459227146
Chapter I Certain infectious and parasitic diseases,Other viral diseases,ACE,Angiotensin-converting enzyme,24559,154,2.01 [1.11-3.66],0.0218434386730295
Chapter I Certain infectious and parasitic diseases,Other viral diseases,ACE2,Angiotensin-converting enzyme 2,27739,172,1.44 [1.14-1.81],0.0019286105941114
Chapter I Certain infectious and parasitic diseases,Other viral diseases,ACHE,Acetylcholinesterase,23986,151,1.33 [0.85-2.07],0.2143041554087458
Chapter I Certain infectious and parasitic diseases,Other viral diseases,ACOT13,Acyl-coenzyme A thioesterase 13,24441,155,1.17 [1.02-1.34],0.0211644979150619
Chapter I Certain infectious and parasitic diseases,Other viral diseases,ACOX1,Peroxisomal acyl-coenzyme A oxidase 1,28241,176,1.22 [0.95-1.56],0.1202921979901612
Chapter I Certain infectious and parasitic diseases,Other viral diseases,ACP1,Low molecular weight phosphotyrosine protein phosphatase,23835,152,0.81 [0.56-1.16],0.253541897762847
Chapter I Certain infectious and parasitic diseases,Other viral diseases,ACP5,Tartrate-resistant acid phosphatase type 5,28346,177,1.36 [0.92-2.02],0.1194773403943666
Chapter I Certain infectious and parasitic diseases,Other viral diseases,ACP6,Lysophosphatidic acid phosphatase type 6,28458,172,1.48 [1.17-1.87],0.0009984433269224
Chapter I Certain infectious and parasitic diseases,Other viral diseases,ACRBP,Acrosin-binding protein,24419,151,1.70 [1.27-2.28],0.0003711261407238
