Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
"Chapter IV Endocrine, nutritional and metabolic diseases","Disorders of plasma-protein metabolism, not elsewhere classified",A1BG,Alpha-1B-glycoprotein,20996,35,0.79 [0.13-5.04],0.8069662200328198
"Chapter IV Endocrine, nutritional and metabolic diseases","Disorders of plasma-protein metabolism, not elsewhere classified",AAMDC,Mth938 domain-containing protein,20408,34,0.80 [0.43-1.50],0.4820228926076271
"Chapter IV Endocrine, nutritional and metabolic diseases","Disorders of plasma-protein metabolism, not elsewhere classified",AARSD1,Alanyl-tRNA editing protein Aarsd1,24074,39,1.33 [0.82-2.16],0.2503456750919021
"Chapter IV Endocrine, nutritional and metabolic diseases","Disorders of plasma-protein metabolism, not elsewhere classified",ABCA2,ATP-binding cassette sub-family A member 2,20306,34,1.89 [0.95-3.77],0.0706891094930495
"Chapter IV Endocrine, nutritional and metabolic diseases","Disorders of plasma-protein metabolism, not elsewhere classified",ABHD14B,Protein ABHD14B,23951,40,1.25 [0.78-2.01],0.356463020580265
"Chapter IV Endocrine, nutritional and metabolic diseases","Disorders of plasma-protein metabolism, not elsewhere classified",ABL1,Tyrosine-protein kinase ABL1,24074,39,1.19 [0.80-1.75],0.3921000230315339
"Chapter IV Endocrine, nutritional and metabolic diseases","Disorders of plasma-protein metabolism, not elsewhere classified",ABO,Histo-blood group ABO system transferase,20995,35,0.99 [0.79-1.23],0.9168453941533004
"Chapter IV Endocrine, nutritional and metabolic diseases","Disorders of plasma-protein metabolism, not elsewhere classified",ABRAXAS2,BRISC complex subunit Abraxas 2,20306,34,1.13 [0.70-1.84],0.6104731052663912
"Chapter IV Endocrine, nutritional and metabolic diseases","Disorders of plasma-protein metabolism, not elsewhere classified",ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal",23592,40,1.58 [1.20-2.08],0.0009972467778831
"Chapter IV Endocrine, nutritional and metabolic diseases","Disorders of plasma-protein metabolism, not elsewhere classified",ACADM,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",20606,34,1.31 [0.95-1.81],0.096425539586821
"Chapter IV Endocrine, nutritional and metabolic diseases","Disorders of plasma-protein metabolism, not elsewhere classified",ACADSB,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial",20983,35,1.24 [0.89-1.73],0.1974572115872794
"Chapter IV Endocrine, nutritional and metabolic diseases","Disorders of plasma-protein metabolism, not elsewhere classified",ACAN,Aggrecan core protein,23942,37,1.46 [0.52-4.11],0.4698246208554116
"Chapter IV Endocrine, nutritional and metabolic diseases","Disorders of plasma-protein metabolism, not elsewhere classified",ACE,Angiotensin-converting enzyme,20995,35,5.10 [1.94-13.38],0.0009405607933178
"Chapter IV Endocrine, nutritional and metabolic diseases","Disorders of plasma-protein metabolism, not elsewhere classified",ACE2,Angiotensin-converting enzyme 2,23755,38,1.96 [1.27-3.03],0.0022795774685151
"Chapter IV Endocrine, nutritional and metabolic diseases","Disorders of plasma-protein metabolism, not elsewhere classified",ACHE,Acetylcholinesterase,20517,35,1.87 [0.82-4.30],0.1383133085686332
"Chapter IV Endocrine, nutritional and metabolic diseases","Disorders of plasma-protein metabolism, not elsewhere classified",ACOT13,Acyl-coenzyme A thioesterase 13,20897,35,1.08 [0.82-1.43],0.5854651880964588
"Chapter IV Endocrine, nutritional and metabolic diseases","Disorders of plasma-protein metabolism, not elsewhere classified",ACOX1,Peroxisomal acyl-coenzyme A oxidase 1,24166,38,1.51 [0.92-2.47],0.1049456829666875
"Chapter IV Endocrine, nutritional and metabolic diseases","Disorders of plasma-protein metabolism, not elsewhere classified",ACP1,Low molecular weight phosphotyrosine protein phosphatase,20384,34,1.13 [0.57-2.23],0.7310689621715851
"Chapter IV Endocrine, nutritional and metabolic diseases","Disorders of plasma-protein metabolism, not elsewhere classified",ACP5,Tartrate-resistant acid phosphatase type 5,24262,39,2.91 [1.40-6.05],0.0042542413234716
