Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter XI Diseases of the digestive system,Dental caries,A1BG,Alpha-1B-glycoprotein,23916,233,2.59 [1.26-5.34],0.0097729102991775
Chapter XI Diseases of the digestive system,Dental caries,AAMDC,Mth938 domain-containing protein,23218,225,0.97 [0.77-1.24],0.8313134984196155
Chapter XI Diseases of the digestive system,Dental caries,AARSD1,Alanyl-tRNA editing protein Aarsd1,27362,270,1.03 [0.85-1.25],0.7321487766771073
Chapter XI Diseases of the digestive system,Dental caries,ABCA2,ATP-binding cassette sub-family A member 2,23123,227,0.70 [0.48-1.02],0.0653204340967436
Chapter XI Diseases of the digestive system,Dental caries,ABHD14B,Protein ABHD14B,27195,263,1.13 [0.94-1.36],0.1977678876781452
Chapter XI Diseases of the digestive system,Dental caries,ABL1,Tyrosine-protein kinase ABL1,27362,270,1.20 [1.04-1.39],0.0130249889159648
Chapter XI Diseases of the digestive system,Dental caries,ABO,Histo-blood group ABO system transferase,23905,232,0.98 [0.90-1.07],0.6698469410116767
Chapter XI Diseases of the digestive system,Dental caries,ABRAXAS2,BRISC complex subunit Abraxas 2,23123,227,1.15 [0.96-1.39],0.1394805966366404
Chapter XI Diseases of the digestive system,Dental caries,ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal",26813,258,1.17 [1.04-1.33],0.011145220087769
Chapter XI Diseases of the digestive system,Dental caries,ACADM,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",23435,231,1.18 [1.02-1.36],0.0233003735302597
Chapter XI Diseases of the digestive system,Dental caries,ACADSB,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial",23884,233,1.08 [0.94-1.24],0.2605117897342492
Chapter XI Diseases of the digestive system,Dental caries,ACAN,Aggrecan core protein,27236,267,0.84 [0.57-1.23],0.3588183084848445
Chapter XI Diseases of the digestive system,Dental caries,ACE,Angiotensin-converting enzyme,23905,232,1.18 [0.73-1.92],0.4934121842520192
Chapter XI Diseases of the digestive system,Dental caries,ACE2,Angiotensin-converting enzyme 2,26993,265,1.15 [0.95-1.41],0.1588774192283047
Chapter XI Diseases of the digestive system,Dental caries,ACHE,Acetylcholinesterase,23341,226,0.73 [0.49-1.07],0.1095906374786873
Chapter XI Diseases of the digestive system,Dental caries,ACOT13,Acyl-coenzyme A thioesterase 13,23787,233,1.09 [0.97-1.21],0.1411003021117284
Chapter XI Diseases of the digestive system,Dental caries,ACOX1,Peroxisomal acyl-coenzyme A oxidase 1,27482,269,1.16 [0.94-1.42],0.1676793680365629
Chapter XI Diseases of the digestive system,Dental caries,ACP1,Low molecular weight phosphotyrosine protein phosphatase,23201,230,0.82 [0.61-1.09],0.1739062254672743
Chapter XI Diseases of the digestive system,Dental caries,ACP5,Tartrate-resistant acid phosphatase type 5,27574,267,1.30 [0.95-1.79],0.1009882005894856
Chapter XI Diseases of the digestive system,Dental caries,ACP6,Lysophosphatidic acid phosphatase type 6,27687,272,1.07 [0.91-1.27],0.3960458266095693
Chapter XI Diseases of the digestive system,Dental caries,ACRBP,Acrosin-binding protein,23761,234,1.20 [0.88-1.63],0.2426484696389493
Chapter XI Diseases of the digestive system,Dental caries,ACRV1,Acrosomal protein SP-10,23201,230,0.93 [0.78-1.12],0.4578504132173756
Chapter XI Diseases of the digestive system,Dental caries,ACSL1,Long-chain-fatty-acid--CoA ligase 1,23123,227,1.16 [0.84-1.60],0.3593375505853242
Chapter XI Diseases of the digestive system,Dental caries,ACTA2,"Actin, aortic smooth muscle",26993,265,0.99 [0.78-1.27],0.9561261233629136
Chapter XI Diseases of the digestive system,Dental caries,ACTN2,Alpha-actinin-2,23123,227,1.11 [0.91-1.35],0.2950921156124333
Chapter XI Diseases of the digestive system,Dental caries,ACTN4,Alpha-actinin-4,26969,270,1.23 [0.91-1.65],0.1793757536240503
Chapter XI Diseases of the digestive system,Dental caries,ACVRL1,Serine/threonine-protein kinase receptor R3,27245,263,1.94 [1.26-2.99],0.0025250432959376
Chapter XI Diseases of the digestive system,Dental caries,ACY1,Aminoacylase-1,27482,269,1.15 [0.97-1.35],0.0990686275510344
Chapter XI Diseases of the digestive system,Dental caries,ACY3,N-acyl-aromatic-L-amino acid amidohydrolase,23123,227,1.10 [0.88-1.36],0.3966384824738793
Chapter XI Diseases of the digestive system,Dental caries,ACYP1,Acylphosphatase-1,23250,226,0.97 [0.80-1.18],0.7647022000406204
Chapter XI Diseases of the digestive system,Dental caries,ADA,Adenosine deaminase,27809,271,1.20 [0.90-1.59],0.2156584771321606
Chapter XI Diseases of the digestive system,Dental caries,ADA2,Adenosine deaminase 2,27290,271,1.27 [0.99-1.64],0.0590413555222558
Chapter XI Diseases of the digestive system,Dental caries,ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,23201,230,1.37 [1.09-1.72],0.0066157859847472
Chapter XI Diseases of the digestive system,Dental caries,ADAM15,Disintegrin and metalloproteinase domain-containing protein 15,26993,265,1.07 [0.75-1.52],0.7009423539698117
Chapter XI Diseases of the digestive system,Dental caries,ADAM22,Disintegrin and metalloproteinase domain-containing protein 22,27293,263,1.00 [0.73-1.36],0.994058290406359
Chapter XI Diseases of the digestive system,Dental caries,ADAM23,Disintegrin and metalloproteinase domain-containing protein 23,27809,271,0.80 [0.61-1.07],0.1341847903140989
Chapter XI Diseases of the digestive system,Dental caries,ADAM8,Disintegrin and metalloproteinase domain-containing protein 8,27694,270,1.12 [0.77-1.63],0.544013517080285
