Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter X Diseases of the respiratory system,Pleural plaque,A1BG,Alpha-1B-glycoprotein,23425,49,2.65 [0.51-13.77],0.2465038003780643
Chapter X Diseases of the respiratory system,Pleural plaque,AAMDC,Mth938 domain-containing protein,22751,45,1.00 [0.58-1.72],0.999125975652442
Chapter X Diseases of the respiratory system,Pleural plaque,AARSD1,Alanyl-tRNA editing protein Aarsd1,26827,56,1.21 [0.80-1.85],0.3683592420085576
Chapter X Diseases of the respiratory system,Pleural plaque,ABCA2,ATP-binding cassette sub-family A member 2,22652,47,1.04 [0.48-2.29],0.9141146020234886
Chapter X Diseases of the respiratory system,Pleural plaque,ABHD14B,Protein ABHD14B,26669,58,0.79 [0.52-1.20],0.2604437988167145
Chapter X Diseases of the respiratory system,Pleural plaque,ABL1,Tyrosine-protein kinase ABL1,26827,56,1.18 [0.85-1.63],0.3232575753799968
Chapter X Diseases of the respiratory system,Pleural plaque,ABO,Histo-blood group ABO system transferase,23407,49,0.97 [0.80-1.18],0.7726600317346016
Chapter X Diseases of the respiratory system,Pleural plaque,ABRAXAS2,BRISC complex subunit Abraxas 2,22652,47,1.53 [1.05-2.24],0.0285418661370411
Chapter X Diseases of the respiratory system,Pleural plaque,ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal",26300,53,0.93 [0.69-1.25],0.6098598564663634
Chapter X Diseases of the respiratory system,Pleural plaque,ACADM,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",22962,48,1.08 [0.73-1.59],0.7006201406915094
Chapter X Diseases of the respiratory system,Pleural plaque,ACADSB,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial",23395,49,1.01 [0.75-1.37],0.9295607983650148
Chapter X Diseases of the respiratory system,Pleural plaque,ACAN,Aggrecan core protein,26696,55,0.45 [0.19-1.06],0.0693728863771265
Chapter X Diseases of the respiratory system,Pleural plaque,ACE,Angiotensin-converting enzyme,23407,49,2.72 [1.03-7.22],0.0437782705304307
Chapter X Diseases of the respiratory system,Pleural plaque,ACE2,Angiotensin-converting enzyme 2,26464,57,1.22 [0.82-1.82],0.3175959416924503
Chapter X Diseases of the respiratory system,Pleural plaque,ACHE,Acetylcholinesterase,22868,49,0.46 [0.20-1.07],0.070063556758295
Chapter X Diseases of the respiratory system,Pleural plaque,ACOT13,Acyl-coenzyme A thioesterase 13,23298,48,1.10 [0.87-1.39],0.4411006801634878
Chapter X Diseases of the respiratory system,Pleural plaque,ACOX1,Peroxisomal acyl-coenzyme A oxidase 1,26938,56,1.03 [0.65-1.65],0.8860367182624593
Chapter X Diseases of the respiratory system,Pleural plaque,ACP1,Low molecular weight phosphotyrosine protein phosphatase,22720,47,0.54 [0.27-1.09],0.0871229306447093
Chapter X Diseases of the respiratory system,Pleural plaque,ACP5,Tartrate-resistant acid phosphatase type 5,27038,59,1.70 [0.87-3.31],0.1185166090434907
Chapter X Diseases of the respiratory system,Pleural plaque,ACP6,Lysophosphatidic acid phosphatase type 6,27147,57,1.12 [0.77-1.62],0.5516943483413098
Chapter X Diseases of the respiratory system,Pleural plaque,ACRBP,Acrosin-binding protein,23284,49,1.01 [0.50-2.04],0.9741926946918676
Chapter X Diseases of the respiratory system,Pleural plaque,ACRV1,Acrosomal protein SP-10,22720,47,0.90 [0.65-1.25],0.5230200184435991
Chapter X Diseases of the respiratory system,Pleural plaque,ACSL1,Long-chain-fatty-acid--CoA ligase 1,22652,47,0.99 [0.45-2.19],0.9816875097391848
Chapter X Diseases of the respiratory system,Pleural plaque,ACTA2,"Actin, aortic smooth muscle",26464,57,1.22 [0.76-1.93],0.4104186310883364
Chapter X Diseases of the respiratory system,Pleural plaque,ACTN2,Alpha-actinin-2,22652,47,1.32 [0.90-1.93],0.1625083136854124
Chapter X Diseases of the respiratory system,Pleural plaque,ACTN4,Alpha-actinin-4,26442,55,0.77 [0.33-1.81],0.5512319417210552
Chapter X Diseases of the respiratory system,Pleural plaque,ACVRL1,Serine/threonine-protein kinase receptor R3,26718,58,2.43 [0.97-6.06],0.0577275600631237
Chapter X Diseases of the respiratory system,Pleural plaque,ACY1,Aminoacylase-1,26938,56,0.77 [0.52-1.12],0.169813771653464
Chapter X Diseases of the respiratory system,Pleural plaque,ACY3,N-acyl-aromatic-L-amino acid amidohydrolase,22652,47,0.68 [0.40-1.16],0.1542505981844504
Chapter X Diseases of the respiratory system,Pleural plaque,ACYP1,Acylphosphatase-1,22781,49,1.01 [0.67-1.53],0.9485156177356052
Chapter X Diseases of the respiratory system,Pleural plaque,ADA,Adenosine deaminase,27258,57,0.80 [0.41-1.59],0.5308121716741476
Chapter X Diseases of the respiratory system,Pleural plaque,ADA2,Adenosine deaminase 2,26767,58,1.41 [0.83-2.38],0.2038634721829413
Chapter X Diseases of the respiratory system,Pleural plaque,ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,22720,47,1.36 [0.66-2.79],0.4028424473371402
Chapter X Diseases of the respiratory system,Pleural plaque,ADAM15,Disintegrin and metalloproteinase domain-containing protein 15,26464,57,1.14 [0.54-2.44],0.7289723090774454
Chapter X Diseases of the respiratory system,Pleural plaque,ADAM22,Disintegrin and metalloproteinase domain-containing protein 22,26766,58,1.06 [0.55-2.06],0.8515927681005848
Chapter X Diseases of the respiratory system,Pleural plaque,ADAM23,Disintegrin and metalloproteinase domain-containing protein 23,27258,57,0.73 [0.41-1.27],0.2651677184620274
Chapter X Diseases of the respiratory system,Pleural plaque,ADAM8,Disintegrin and metalloproteinase domain-containing protein 8,27155,57,2.26 [1.09-4.71],0.0285050307136763
Chapter X Diseases of the respiratory system,Pleural plaque,ADAM9,Disintegrin and metalloproteinase domain-containing protein 9,23298,48,2.19 [1.06-4.53],0.0351395141851748
Chapter X Diseases of the respiratory system,Pleural plaque,ADAMTS1,A disintegrin and metalloproteinase with thrombospondin motifs 1,22720,47,0.83 [0.33-2.10],0.7008503662415022
Chapter X Diseases of the respiratory system,Pleural plaque,ADAMTS13,A disintegrin and metalloproteinase with thrombospondin motifs 13,27277,59,0.57 [0.23-1.40],0.2189700299294999
Chapter X Diseases of the respiratory system,Pleural plaque,ADAMTS15,A disintegrin and metalloproteinase with thrombospondin motifs 15,26827,56,1.40 [0.77-2.52],0.2702601751388228
Chapter X Diseases of the respiratory system,Pleural plaque,ADAMTS16,A disintegrin and metalloproteinase with thrombospondin motifs 16,26464,57,0.95 [0.45-1.99],0.8830899979879243
Chapter X Diseases of the respiratory system,Pleural plaque,ADAMTS4,A disintegrin and metalloproteinase with thrombospondin motifs 4,22720,47,0.73 [0.33-1.62],0.4391727806833949
Chapter X Diseases of the respiratory system,Pleural plaque,ADAMTS8,A disintegrin and metalloproteinase with thrombospondin motifs 8,27008,58,0.60 [0.37-0.97],0.0373607441433353
Chapter X Diseases of the respiratory system,Pleural plaque,ADAMTSL2,ADAMTS-like protein 2,23379,49,0.88 [0.40-1.94],0.7475150783442698
Chapter X Diseases of the respiratory system,Pleural plaque,ADAMTSL4,ADAMTS-like protein 4,22751,45,0.57 [0.18-1.83],0.3430198992081733
Chapter X Diseases of the respiratory system,Pleural plaque,ADAMTSL5,ADAMTS-like protein 5,23395,49,0.70 [0.35-1.40],0.3178141470614531
Chapter X Diseases of the respiratory system,Pleural plaque,ADCYAP1R1,Pituitary adenylate cyclase-activating polypeptide type I receptor,26300,53,0.88 [0.39-1.98],0.7540693027561247
Chapter X Diseases of the respiratory system,Pleural plaque,ADD1,Alpha-adducin,22868,49,0.83 [0.56-1.23],0.3518548451849015
Chapter X Diseases of the respiratory system,Pleural plaque,ADGRB3,Adhesion G protein-coupled receptor B3,26718,58,0.83 [0.41-1.67],0.593459874361502
Chapter X Diseases of the respiratory system,Pleural plaque,ADGRD1,Adhesion G-protein coupled receptor D1,22868,49,1.96 [1.07-3.58],0.0283533258481046
Chapter X Diseases of the respiratory system,Pleural plaque,ADGRE1,Adhesion G protein-coupled receptor E1,23298,48,1.28 [0.78-2.10],0.3226836865856316
Chapter X Diseases of the respiratory system,Pleural plaque,ADGRE2,Adhesion G protein-coupled receptor E2,27063,57,0.86 [0.37-1.98],0.7269646560113022
Chapter X Diseases of the respiratory system,Pleural plaque,ADGRE5,Adhesion G protein-coupled receptor E5,27127,59,1.20 [0.57-2.55],0.6306954694077389
Chapter X Diseases of the respiratory system,Pleural plaque,ADGRF5,Adhesion G protein-coupled receptor F5,23395,49,1.16 [0.44-3.05],0.760208208065388
Chapter X Diseases of the respiratory system,Pleural plaque,ADGRG1,Adhesion G-protein coupled receptor G1,26827,56,1.15 [0.86-1.53],0.3575450274261558
Chapter X Diseases of the respiratory system,Pleural plaque,ADGRG2,Adhesion G-protein coupled receptor G2,26938,56,0.53 [0.24-1.18],0.1199346620091567
Chapter X Diseases of the respiratory system,Pleural plaque,ADGRV1,Adhesion G-protein coupled receptor V1,22641,47,1.14 [0.81-1.62],0.4505460832411471
Chapter X Diseases of the respiratory system,Pleural plaque,ADH1B,All-trans-retinol dehydrogenase,22868,49,0.70 [0.48-1.03],0.068964900616895
Chapter X Diseases of the respiratory system,Pleural plaque,ADH4,All-trans-retinol dehydrogenase [NAD(+)] ADH4,26464,57,0.75 [0.56-0.99],0.0460115491348484
Chapter X Diseases of the respiratory system,Pleural plaque,ADIPOQ,Adiponectin,23425,49,1.30 [0.87-1.95],0.1979267141182788
Chapter X Diseases of the respiratory system,Pleural plaque,ADM,Pro-adrenomedullin,27183,57,2.91 [1.13-7.47],0.0265264846598217
Chapter X Diseases of the respiratory system,Pleural plaque,ADRA2A,Alpha-2A adrenergic receptor,22652,47,1.10 [0.77-1.57],0.5830533565765906
Chapter X Diseases of the respiratory system,Pleural plaque,AFAP1,Actin filament-associated protein 1,22868,49,0.95 [0.69-1.31],0.7484062398310523
Chapter X Diseases of the respiratory system,Pleural plaque,AFM,Afamin,23425,49,0.57 [0.14-2.22],0.414366559997523
Chapter X Diseases of the respiratory system,Pleural plaque,AFP,Alpha-fetoprotein,26680,58,0.92 [0.64-1.33],0.6719296949553064
Chapter X Diseases of the respiratory system,Pleural plaque,AGBL2,Cytosolic carboxypeptidase 2,22641,47,0.78 [0.61-1.00],0.0461959387795157
Chapter X Diseases of the respiratory system,Pleural plaque,AGER,Advanced glycosylation end product-specific receptor,26877,56,0.54 [0.30-0.98],0.0422280258470607
Chapter X Diseases of the respiratory system,Pleural plaque,AGR2,Anterior gradient protein 2 homolog,26080,53,1.23 [0.97-1.56],0.0897985374329747
Chapter X Diseases of the respiratory system,Pleural plaque,AGR3,Anterior gradient protein 3,26264,53,1.30 [0.91-1.86],0.1425666944847531
Chapter X Diseases of the respiratory system,Pleural plaque,AGRN,Agrin,27063,57,1.93 [1.03-3.60],0.0387025708967895
Chapter X Diseases of the respiratory system,Pleural plaque,AGRP,Agouti-related protein,27258,57,1.03 [0.66-1.61],0.8998918863086293
Chapter X Diseases of the respiratory system,Pleural plaque,AGT,Angiotensinogen,23407,49,0.81 [0.21-3.14],0.7611136060251537
Chapter X Diseases of the respiratory system,Pleural plaque,AGXT,Serine--pyruvate aminotransferase,26938,56,0.87 [0.63-1.19],0.3779031872081688
Chapter X Diseases of the respiratory system,Pleural plaque,AHCY,Adenosylhomocysteinase,26938,56,1.11 [0.79-1.57],0.5417444328430503
Chapter X Diseases of the respiratory system,Pleural plaque,AHNAK,Neuroblast differentiation-associated protein AHNAK,22751,45,1.64 [0.78-3.45],0.1932290376391976
Chapter X Diseases of the respiratory system,Pleural plaque,AHNAK2,Protein AHNAK2,22751,45,1.19 [0.46-3.05],0.7171715282045987
Chapter X Diseases of the respiratory system,Pleural plaque,AHSA1,Activator of 90 kDa heat shock protein ATPase homolog 1,23284,49,1.23 [0.87-1.74],0.2324794463084953
Chapter X Diseases of the respiratory system,Pleural plaque,AHSG,Alpha-2-HS-glycoprotein,23407,49,1.22 [0.44-3.35],0.7007749324664287
Chapter X Diseases of the respiratory system,Pleural plaque,AHSP,Alpha-hemoglobin-stabilizing protein,26891,57,0.89 [0.67-1.18],0.4068018294719918
Chapter X Diseases of the respiratory system,Pleural plaque,AIDA,"Axin interactor, dorsalization-associated protein",22742,48,0.86 [0.59-1.26],0.4436430518308339
Chapter X Diseases of the respiratory system,Pleural plaque,AIF1,Allograft inflammatory factor 1,26300,53,1.08 [0.69-1.70],0.7392396985507927
Chapter X Diseases of the respiratory system,Pleural plaque,AIF1L,Allograft inflammatory factor 1-like,22751,45,0.71 [0.37-1.36],0.2971941188074892
Chapter X Diseases of the respiratory system,Pleural plaque,AIFM1,"Apoptosis-inducing factor 1, mitochondrial",26777,56,1.02 [0.81-1.27],0.8843702103455415
Chapter X Diseases of the respiratory system,Pleural plaque,AK1,Adenylate kinase isoenzyme 1,26938,56,0.82 [0.56-1.21],0.3216268749483023
Chapter X Diseases of the respiratory system,Pleural plaque,AK2,"Adenylate kinase 2, mitochondrial",23323,49,1.07 [0.83-1.37],0.6182111302098388
Chapter X Diseases of the respiratory system,Pleural plaque,AKAP12,A-kinase anchor protein 12,22868,49,0.64 [0.16-2.52],0.5184810201707901
Chapter X Diseases of the respiratory system,Pleural plaque,AKR1B1,Aldo-keto reductase family 1 member B1,26300,53,1.14 [0.83-1.57],0.4100819302828622
Chapter X Diseases of the respiratory system,Pleural plaque,AKR1B10,Aldo-keto reductase family 1 member B10,22742,48,1.09 [0.72-1.66],0.6712722326648688
Chapter X Diseases of the respiratory system,Pleural plaque,AKR1C4,Aldo-keto reductase family 1 member C4,26464,57,0.84 [0.50-1.39],0.4943958576570679
Chapter X Diseases of the respiratory system,Pleural plaque,AKR7L,Aflatoxin B1 aldehyde reductase member 4,22720,47,0.75 [0.48-1.19],0.225014513157937
Chapter X Diseases of the respiratory system,Pleural plaque,AKT1S1,Proline-rich AKT1 substrate 1,26294,54,1.13 [0.78-1.63],0.5140346193984506
Chapter X Diseases of the respiratory system,Pleural plaque,AKT2,RAC-beta serine/threonine-protein kinase,23352,49,1.04 [0.85-1.29],0.6834463117626668
Chapter X Diseases of the respiratory system,Pleural plaque,AKT3,RAC-gamma serine/threonine-protein kinase,26166,53,0.93 [0.61-1.41],0.721324270999915
Chapter X Diseases of the respiratory system,Pleural plaque,ALCAM,CD166 antigen,27277,59,2.01 [0.65-6.19],0.2253079054878708
Chapter X Diseases of the respiratory system,Pleural plaque,ALDH1A1,Retinal dehydrogenase 1,26932,57,0.71 [0.45-1.11],0.1343328550344508
Chapter X Diseases of the respiratory system,Pleural plaque,ALDH2,"Aldehyde dehydrogenase, mitochondrial",23284,49,1.05 [0.61-1.82],0.8591264775158021
Chapter X Diseases of the respiratory system,Pleural plaque,ALDH3A1,"Aldehyde dehydrogenase, dimeric NADP-preferring",26889,58,1.05 [0.76-1.46],0.748507478244933
Chapter X Diseases of the respiratory system,Pleural plaque,ALDH5A1,"Succinate-semialdehyde dehydrogenase, mitochondrial",23352,49,1.42 [0.86-2.36],0.1705035253989508
Chapter X Diseases of the respiratory system,Pleural plaque,ALMS1,Alstrom syndrome protein 1,22962,48,1.22 [0.70-2.13],0.4914990214347836
Chapter X Diseases of the respiratory system,Pleural plaque,ALPI,Intestinal-type alkaline phosphatase,22720,47,1.07 [0.85-1.34],0.5690417404441467
Chapter X Diseases of the respiratory system,Pleural plaque,ALPP,"Alkaline phosphatase, placental type",26827,56,1.14 [0.93-1.40],0.2212190029777182
Chapter X Diseases of the respiratory system,Pleural plaque,AMBN,Ameloblastin,26442,55,2.11 [1.41-3.16],0.0002920149778783
Chapter X Diseases of the respiratory system,Pleural plaque,AMBP,Protein AMBP,27151,57,8.42 [2.68-26.47],0.0002666732103387
Chapter X Diseases of the respiratory system,Pleural plaque,AMDHD2,N-acetylglucosamine-6-phosphate deacetylase,23379,49,2.01 [1.01-3.99],0.0454818901168794
Chapter X Diseases of the respiratory system,Pleural plaque,AMFR,E3 ubiquitin-protein ligase AMFR,26294,54,1.00 [0.69-1.46],0.9995497523346554
Chapter X Diseases of the respiratory system,Pleural plaque,AMIGO1,Amphoterin-induced protein 1,22742,48,1.03 [0.60-1.75],0.9233418983337136
Chapter X Diseases of the respiratory system,Pleural plaque,AMIGO2,Amphoterin-induced protein 2,26827,56,1.15 [0.41-3.23],0.787867549066867
Chapter X Diseases of the respiratory system,Pleural plaque,AMN,Protein amnionless,26442,55,0.78 [0.47-1.30],0.3453665630984349
Chapter X Diseases of the respiratory system,Pleural plaque,AMOT,Angiomotin,22868,49,0.84 [0.41-1.70],0.6182816789587191
Chapter X Diseases of the respiratory system,Pleural plaque,AMOTL2,Angiomotin-like protein 2,23207,49,1.20 [0.73-1.96],0.4674565795382869
Chapter X Diseases of the respiratory system,Pleural plaque,AMPD3,AMP deaminase 3,23323,49,0.95 [0.65-1.39],0.7874409824931138
Chapter X Diseases of the respiratory system,Pleural plaque,AMY1A_AMY1B_AMY1C,Alpha-amylase 1A_Alpha-amylase 1B_Alpha-amylase 1C,21961,45,1.17 [0.69-1.96],0.5641279434190899
Chapter X Diseases of the respiratory system,Pleural plaque,AMY2A,Pancreatic alpha-amylase,25933,59,0.93 [0.57-1.51],0.7649632112480085
Chapter X Diseases of the respiratory system,Pleural plaque,AMY2B,Alpha-amylase 2B,25123,57,1.03 [0.63-1.66],0.9116299053071386
Chapter X Diseases of the respiratory system,Pleural plaque,ANG,Angiogenin,26846,58,1.57 [0.83-2.98],0.1689167326039377
Chapter X Diseases of the respiratory system,Pleural plaque,ANGPT1,Angiopoietin-1,26859,56,0.98 [0.74-1.29],0.879708537961771
Chapter X Diseases of the respiratory system,Pleural plaque,ANGPT2,Angiopoietin-2,27183,57,1.49 [0.80-2.77],0.2107638444994542
Chapter X Diseases of the respiratory system,Pleural plaque,ANGPTL1,Angiopoietin-related protein 1,26534,56,1.67 [0.75-3.73],0.2116707402813872
Chapter X Diseases of the respiratory system,Pleural plaque,ANGPTL2,Angiopoietin-related protein 2,26972,57,1.09 [0.61-1.97],0.7632569515748482
Chapter X Diseases of the respiratory system,Pleural plaque,ANGPTL3,Angiopoietin-related protein 3,26942,58,1.71 [0.88-3.34],0.1152710768268584
Chapter X Diseases of the respiratory system,Pleural plaque,ANGPTL4,Angiopoietin-related protein 4,27021,57,2.19 [1.31-3.66],0.002699714231491
Chapter X Diseases of the respiratory system,Pleural plaque,ANGPTL7,Angiopoietin-related protein 7,27183,57,1.04 [0.57-1.93],0.8880536372785032
Chapter X Diseases of the respiratory system,Pleural plaque,ANK2,Ankyrin-2,22652,47,0.94 [0.62-1.43],0.7772381649954675
Chapter X Diseases of the respiratory system,Pleural plaque,ANKMY2,Ankyrin repeat and MYND domain-containing protein 2,22720,47,1.29 [0.92-1.81],0.1359890416025446
Chapter X Diseases of the respiratory system,Pleural plaque,ANKRA2,Ankyrin repeat family A protein 2,22566,46,1.13 [0.71-1.79],0.6182865250411609
Chapter X Diseases of the respiratory system,Pleural plaque,ANKRD54,Ankyrin repeat domain-containing protein 54,26300,53,1.13 [0.76-1.67],0.5504023005996259
Chapter X Diseases of the respiratory system,Pleural plaque,ANP32C,Acidic leucine-rich nuclear phosphoprotein 32 family member C,22751,45,1.28 [0.71-2.32],0.4151027003382723
Chapter X Diseases of the respiratory system,Pleural plaque,ANPEP,Aminopeptidase N,26971,58,0.88 [0.37-2.07],0.7690156545502711
Chapter X Diseases of the respiratory system,Pleural plaque,ANXA1,Annexin A1,22736,48,0.96 [0.52-1.76],0.8992877991922789
Chapter X Diseases of the respiratory system,Pleural plaque,ANXA10,Annexin A10,26294,54,1.26 [0.96-1.65],0.0971980731669903
Chapter X Diseases of the respiratory system,Pleural plaque,ANXA11,Annexin A11,26879,58,1.02 [0.72-1.44],0.9084315870566102
Chapter X Diseases of the respiratory system,Pleural plaque,ANXA2,Annexin A2,22415,44,1.39 [1.01-1.90],0.0433887578376659
