Protein,Protein_definition,Disease_category,Disease,Method,Nb_SNP,OR[95%CI],P_value
FABP1,"Fatty acid-binding protein, liver",Chapter I Certain infectious and parasitic diseases,Diarrhoea and gastroenteritis of presumed infectious origin,Inverse variance weighted,6,1.10 [1.03-1.18],0.0052551576160129
FABP1,"Fatty acid-binding protein, liver",Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,Inverse variance weighted,6,1.06 [1.00-1.13],0.0413576405425005
FABP1,"Fatty acid-binding protein, liver",Chapter I Certain infectious and parasitic diseases,Streptococcus and staphylococcus as the cause of diseases classified to other chapters,Inverse variance weighted,6,2.51 [1.02-6.18],0.0450220959119571
FABP1,"Fatty acid-binding protein, liver","Chapter IV Endocrine, nutritional and metabolic diseases","Hyperlipidaemia, other/unspecified",Inverse variance weighted,6,0.84 [0.76-0.94],0.0014257384924162
FABP1,"Fatty acid-binding protein, liver",Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Gout, unspecified",Inverse variance weighted,6,0.77 [0.66-0.90],0.0010267187271942
FABP1,"Fatty acid-binding protein, liver",Chapter IX Diseases of the circulatory system,Other diseases of arteries and capillaries,Inverse variance weighted,6,1.24 [1.00-1.54],0.0481721475468447
FABP1,"Fatty acid-binding protein, liver",Chapter IX Diseases of the circulatory system,AV-block,Inverse variance weighted,6,0.80 [0.66-0.98],0.030276459003191
FABP1,"Fatty acid-binding protein, liver",Chapter IX Diseases of the circulatory system,Cardiac arrest,Inverse variance weighted,6,0.68 [0.53-0.87],0.001941849418311
FABP1,"Fatty acid-binding protein, liver",Chapter IX Diseases of the circulatory system,Conduction disorders,Inverse variance weighted,6,0.86 [0.76-0.99],0.029297936686604
FABP1,"Fatty acid-binding protein, liver",Chapter IX Diseases of the circulatory system,"Heart failure, strict",Inverse variance weighted,6,0.91 [0.85-0.98],0.014315913436165
FABP1,"Fatty acid-binding protein, liver",Chapter IX Diseases of the circulatory system,Death due to cardiac causes,Inverse variance weighted,6,0.89 [0.81-0.98],0.0211365911447282
FABP1,"Fatty acid-binding protein, liver",Chapter IX Diseases of the circulatory system,Left bundle-branch block,Inverse variance weighted,6,0.76 [0.59-0.98],0.0330143992820199
FABP1,"Fatty acid-binding protein, liver",Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Other dorsopathies, not elsewhere classified",Inverse variance weighted,6,1.05 [1.00-1.10],0.0301423156161886
FABP1,"Fatty acid-binding protein, liver",Chapter XIII Diseases of the musculoskeletal system and connective tissue,Soft tissue disorders,Inverse variance weighted,6,1.07 [1.00-1.15],0.0419779668013938
FABP1,"Fatty acid-binding protein, liver",Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylopathies,Inverse variance weighted,6,1.08 [1.01-1.15],0.020996065055872
FABP1,"Fatty acid-binding protein, liver",Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylosis,Inverse variance weighted,6,1.14 [1.05-1.24],0.0023390106641312
FABP1,"Fatty acid-binding protein, liver",Chapter XIV Diseases of the genitourinary system,Dialysis,Inverse variance weighted,6,1.49 [1.05-2.11],0.0262487069254188
