Protein,Protein_definition,Disease_category,Disease,Method,Nb_SNP,OR[95%CI],P_value
ICAM1,Intercellular adhesion molecule 1,Chapter I Certain infectious and parasitic diseases,Diarrhoea and gastroenteritis of presumed infectious origin,Inverse variance weighted,24,0.95 [0.90-1.00],0.0412895796921143
ICAM1,Intercellular adhesion molecule 1,Chapter V Mental and behavioural disorders,"Alcohol use disorder, ICD-based",Inverse variance weighted,24,1.06 [1.02-1.11],0.0075464801263266
ICAM1,Intercellular adhesion molecule 1,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 2 diabetes with peripheral circulatory complications,Inverse variance weighted,24,0.87 [0.78-0.98],0.0184995237615661
ICAM1,Intercellular adhesion molecule 1,Chapter VI Diseases of the nervous system,"Other and unspecified polyneuropathies, also in other diseases",Inverse variance weighted,24,0.91 [0.84-0.99],0.0348164569675085
ICAM1,Intercellular adhesion molecule 1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Gout, unspecified",Inverse variance weighted,24,0.89 [0.81-0.99],0.0320102668761577
ICAM1,Intercellular adhesion molecule 1,Chapter X Diseases of the respiratory system,All influenza (not pneumonia),Inverse variance weighted,24,1.14 [1.06-1.22],0.0006981132680843
ICAM1,Intercellular adhesion molecule 1,Chapter X Diseases of the respiratory system,Idiopathic pulmonary fibrosis,Inverse variance weighted,24,1.21 [1.05-1.39],0.0078518365470788
ICAM1,Intercellular adhesion molecule 1,Chapter X Diseases of the respiratory system,All influenza,Inverse variance weighted,24,1.11 [1.05-1.18],0.000297135347839
ICAM1,Intercellular adhesion molecule 1,Chapter X Diseases of the respiratory system,Pleural plaque,Inverse variance weighted,24,1.19 [1.06-1.33],0.003633608008996
ICAM1,Intercellular adhesion molecule 1,Chapter V Mental and behavioural disorders,"Substance abuse, excluding more controls",Inverse variance weighted,24,1.06 [1.01-1.11],0.0247293645606975
ICAM1,Intercellular adhesion molecule 1,Chapter XII Diseases of the skin and subcutaneous tissue,Infections of the skin and subcutaneous tissue,Inverse variance weighted,24,0.96 [0.93-1.00],0.04657476893314
ICAM1,Intercellular adhesion molecule 1,Chapter XIV Diseases of the genitourinary system,Chronic kidney disease,Inverse variance weighted,24,0.92 [0.86-0.99],0.0312721250072159
ICAM1,Intercellular adhesion molecule 1,Chapter XIV Diseases of the genitourinary system,Unspecified kidney failure,Inverse variance weighted,24,0.86 [0.77-0.96],0.0078409955829308
