Protein,Protein_definition,Disease_category,Disease,Method,Nb_SNP,OR[95%CI],P_value
IL12A_IL12B,Interleukin-12,Chapter II Neoplasms,"Chronic lymphocytic leukaemia and small lyphocytis leukaemia, excluding all cancers (controls excluding all cancers)",Inverse variance weighted,57,0.73 [0.60-0.89],0.0017278982132078
IL12A_IL12B,Interleukin-12,Chapter IX Diseases of the circulatory system,Angina pectoris,Inverse variance weighted,57,0.96 [0.93-0.99],0.0084715667317421
IL12A_IL12B,Interleukin-12,Chapter IX Diseases of the circulatory system,Major coronary heart disease event,Inverse variance weighted,57,0.97 [0.94-1.00],0.0350752328119914
IL12A_IL12B,Interleukin-12,Chapter IX Diseases of the circulatory system,Coronary atherosclerosis,Inverse variance weighted,57,0.97 [0.94-0.99],0.0078139524987172
IL12A_IL12B,Interleukin-12,Chapter IX Diseases of the circulatory system,"Heart failure, strict",Inverse variance weighted,57,0.97 [0.94-1.00],0.0350236867157733
IL12A_IL12B,Interleukin-12,Chapter IX Diseases of the circulatory system,"Ischaemic heart disease, wide definition",Inverse variance weighted,57,0.97 [0.94-0.99],0.0020792733035572
IL12A_IL12B,Interleukin-12,Chapter IX Diseases of the circulatory system,Death due to cardiac causes,Inverse variance weighted,57,0.96 [0.93-1.00],0.0353495115754359
IL12A_IL12B,Interleukin-12,Chapter X Diseases of the respiratory system,Pleural effusion,Inverse variance weighted,57,0.89 [0.83-0.96],0.0021580095545046
IL12A_IL12B,Interleukin-12,Chapter XI Diseases of the digestive system,Coeliac disease,Inverse variance weighted,57,0.85 [0.75-0.97],0.0137582205101798
IL12A_IL12B,Interleukin-12,Chapter XI Diseases of the digestive system,Diseases of the digestive system,Inverse variance weighted,57,0.94 [0.90-0.99],0.0208548461835287
IL12A_IL12B,Interleukin-12,Chapter XI Diseases of the digestive system,Other noninfective gastroenteritis and colitis,Inverse variance weighted,57,1.07 [1.02-1.13],0.0102582053415562
IL12A_IL12B,Interleukin-12,Chapter XII Diseases of the skin and subcutaneous tissue,Infections of the skin and subcutaneous tissue,Inverse variance weighted,57,1.06 [1.02-1.09],0.0005163740062281
IL12A_IL12B,Interleukin-12,Chapter XII Diseases of the skin and subcutaneous tissue,"Ulcer of lower limb, not elsewhere classified",Inverse variance weighted,57,1.13 [1.05-1.22],0.0012084775107089
IL12A_IL12B,Interleukin-12,Chapter XIV Diseases of the genitourinary system,Other obstructive and reflux uropathy,Inverse variance weighted,57,0.92 [0.85-1.00],0.0439353450728324
