Protein,Protein_definition,Disease_category,Disease,Method,Nb_SNP,OR[95%CI],P_value
SPINK4,Serine protease inhibitor Kazal-type 4,Chapter I Certain infectious and parasitic diseases,Candidiasis,Inverse variance weighted,43,1.08 [1.01-1.14],0.0241163735709444
SPINK4,Serine protease inhibitor Kazal-type 4,Chapter I Certain infectious and parasitic diseases,Other septicaemia,Inverse variance weighted,43,0.96 [0.93-1.00],0.044749789757029
SPINK4,Serine protease inhibitor Kazal-type 4,Chapter I Certain infectious and parasitic diseases,Streptococcus and staphylococcus as the cause of diseases classified to other chapters,Inverse variance weighted,43,1.81 [1.29-2.53],0.000553819000779
SPINK4,Serine protease inhibitor Kazal-type 4,Chapter X Diseases of the respiratory system,Later onset COPD,Inverse variance weighted,43,0.96 [0.92-1.00],0.0355507662368912
SPINK4,Serine protease inhibitor Kazal-type 4,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of mineral metabolism,Inverse variance weighted,43,0.91 [0.84-0.99],0.0286265154776863
SPINK4,Serine protease inhibitor Kazal-type 4,"Chapter IV Endocrine, nutritional and metabolic diseases",Volume depletion,Inverse variance weighted,43,0.92 [0.85-0.99],0.0318588543603162
SPINK4,Serine protease inhibitor Kazal-type 4,Chapter IX Diseases of the circulatory system,Arterial embolism and thrombosis of lower extremity artery,Inverse variance weighted,43,0.85 [0.74-0.98],0.0244405327029058
SPINK4,Serine protease inhibitor Kazal-type 4,Chapter IX Diseases of the circulatory system,"Hypertension, essential",Inverse variance weighted,43,1.03 [1.01-1.05],0.0006359171084321
SPINK4,Serine protease inhibitor Kazal-type 4,Chapter IX Diseases of the circulatory system,Hypertension,Inverse variance weighted,43,1.03 [1.01-1.06],0.0008202507066947
SPINK4,Serine protease inhibitor Kazal-type 4,Chapter IX Diseases of the circulatory system,Rheumatic valve diseases,Inverse variance weighted,43,1.25 [1.08-1.44],0.0025158981257197
SPINK4,Serine protease inhibitor Kazal-type 4,Chapter XI Diseases of the digestive system,Noninfective enteritis and colitis,Inverse variance weighted,43,1.05 [1.02-1.08],0.000437214925695
SPINK4,Serine protease inhibitor Kazal-type 4,Chapter XI Diseases of the digestive system,Other noninfective gastroenteritis and colitis,Inverse variance weighted,43,1.08 [1.03-1.13],0.0005398796716719
SPINK4,Serine protease inhibitor Kazal-type 4,Chapter XII Diseases of the skin and subcutaneous tissue,Decubitus ulcer and pressure area,Inverse variance weighted,43,0.90 [0.82-1.00],0.0440719059715424
SPINK4,Serine protease inhibitor Kazal-type 4,Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of skin and subcutaneous tissue,Inverse variance weighted,43,0.97 [0.95-0.99],0.0184188150520322
SPINK4,Serine protease inhibitor Kazal-type 4,Chapter XII Diseases of the skin and subcutaneous tissue,"Ulcer of lower limb, not elsewhere classified",Inverse variance weighted,43,0.93 [0.87-0.98],0.0132053225055155
