Protein,Protein_definition,Disease_category,Disease,Method,Nb_SNP,OR[95%CI],P_value
GM2A,Ganglioside GM2 activator,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of lipoprotein metabolism and other lipidaemias,Inverse variance weighted,26,1.03 [1.01-1.06],0.0111597148630765
GM2A,Ganglioside GM2 activator,"Chapter IV Endocrine, nutritional and metabolic diseases",Metabolic disorders,Inverse variance weighted,26,1.02 [1.00-1.05],0.0415870751886752
GM2A,Ganglioside GM2 activator,"Chapter IV Endocrine, nutritional and metabolic diseases",Deficiency of other B group vitamins,Inverse variance weighted,26,1.20 [1.00-1.43],0.0470646863902658
GM2A,Ganglioside GM2 activator,"Chapter IV Endocrine, nutritional and metabolic diseases",Volume depletion,Inverse variance weighted,26,1.10 [1.01-1.20],0.0288936968742936
GM2A,Ganglioside GM2 activator,Chapter IX Diseases of the circulatory system,Coronary atherosclerosis,Inverse variance weighted,26,1.03 [1.00-1.06],0.0285858003911126
GM2A,Ganglioside GM2 activator,Chapter IX Diseases of the circulatory system,"Ischaemic heart disease, wide definition",Inverse variance weighted,26,1.03 [1.00-1.05],0.0453642334989826
GM2A,Ganglioside GM2 activator,Chapter IX Diseases of the circulatory system,Rheumatic valve diseases,Inverse variance weighted,26,1.20 [1.02-1.42],0.0278240689156777
GM2A,Ganglioside GM2 activator,Chapter X Diseases of the respiratory system,Interstitial lung disease,Inverse variance weighted,26,1.07 [1.00-1.15],0.0497104798729048
GM2A,Ganglioside GM2 activator,Chapter X Diseases of the respiratory system,Lung diseases due to external agents,Inverse variance weighted,26,1.12 [1.05-1.20],0.0007313109381094
GM2A,Ganglioside GM2 activator,Chapter XI Diseases of the digestive system,Other diseases of intestines,Inverse variance weighted,26,0.98 [0.96-1.00],0.0166894663825709
GM2A,Ganglioside GM2 activator,Chapter XI Diseases of the digestive system,Diseases of the digestive system,Inverse variance weighted,26,1.05 [1.01-1.08],0.014181964235011
GM2A,Ganglioside GM2 activator,Chapter XIV Diseases of the genitourinary system,Hydronephrosis,Inverse variance weighted,26,1.10 [1.02-1.19],0.0168129150325693
GM2A,Ganglioside GM2 activator,Chapter XIV Diseases of the genitourinary system,Other obstructive and reflux uropathy,Inverse variance weighted,26,1.09 [1.01-1.17],0.0188695664165747
GM2A,Ganglioside GM2 activator,Chapter XIV Diseases of the genitourinary system,"Tubulo-interstitial nephritis, not specified as acute or chronic",Inverse variance weighted,26,1.10 [1.00-1.22],0.0471563171140109
