Pro_code,ImportanceScore
GDF15,0.0361605361854927
PLAUR,0.0352477227581708
POMC,0.0331515092234509
CNTN5,0.0306467900775861
CXCL17,0.0306379540758086
IL19,0.030214319807917
CBLN1,0.0286494601284694
SPINK5,0.0275590611974272
TRIM21,0.0246166220807483
PLA2G2A,0.0220119407102648
IFI30,0.0215686684116861
CAPG,0.0200791640940632
FCRL2,0.01999303154451
GAL,0.0196120668194652
LRP1,0.0182578631604016
CRNN,0.0178719734437575
HYAL1,0.0155183154957163
DEFB4A_DEFB4B,0.0151074220887891
ANGPT2,0.0145970851271198
LTBP2,0.0142844228775825
INSL3,0.013181425948072
ADAM9,0.0131703671565687
BGLAP,0.0130831079523088
BPIFB1,0.0128569834905417
DLK1,0.0106676837320124
SPARCL1,0.0100158555432828
REN,0.0099687464707622
CA6,0.0098825177012681
LYPD1,0.0092771763416679
PVALB,0.009085892875295
VSIG2,0.0082733118250319
SIRPB1,0.0079973908265203
HSD17B3,0.0069559067333844
CXCL13,0.0068504952792875
AKT1S1,0.0067826307929434
SPOCK1,0.0064940981493345
MEP1B,0.0064331212288335
C1QA,0.0062353534169644
NFX1,0.00618887899018
CHIT1,0.0055543125300172
TIE1,0.0055243898243
HEBP1,0.004715537892318
CNTN1,0.0045834029799114
BCAT2,0.0045819450644985
IFNW1,0.0045338392300542
ADAMTS16,0.0045065382268788
PRELP,0.0044559142007621
DPP4,0.0042783952763626
EIF4EBP1,0.0041934530331566
NUDT5,0.0041221993299804
TLR4,0.0040850344122632
FIS1,0.004028517604294
IL2RB,0.0039817205063783
EFNA1,0.0039685265792272
ICAM5,0.0038948421284981
LRRN1,0.003836646515849
PCDH7,0.0037941766415107
PSG1,0.0037937063175553
BCAN,0.0037632599242991
SIRPA,0.0037356810845378
CXCL16,0.003724361440045
B4GAT1,0.0037239455763531
IQGAP2,0.0037170827516408
CSPG5,0.003675257167223
CD163,0.0036148550600761
GRPEL1,0.0035939799848047
GHRL,0.0035876435501855
PTPRS,0.00353626877364
CNTNAP2,0.0034504238174184
GPR37,0.0034333436317301
ATRAID,0.003424376094984
NLGN1,0.0033090250406436
TNFSF11,0.0032755544365868
CES3,0.0032728460031051
TOP1,0.0032607580627804
GH1,0.0032495427930662
BCL2L11,0.0032206912497569
KLK3,0.0032195165683865
MRPL24,0.003215844844597
ADIPOQ,0.0031906908594188
GFAP,0.0031621921647777
ARG1,0.0031619744841675
GSTA3,0.0031618344765018
ADGRG2,0.0031521367479422
AGXT,0.0031326262901977
FCAMR,0.003099849993257
MMP3,0.0030745468114536
SCGB3A1,0.0030719693508257
ATP1B3,0.0030238425554938
KLF4,0.0030223575364562
ILKAP,0.0030106957784165
TSPYL1,0.0029962536625136
CHEK2,0.0029888291722143
EPGN,0.0029713132951541
PYDC1,0.0029555865334131
LIPF,0.0029542714855181
PI3,0.0029506437225217
NTRK2,0.002948040986189
CLEC3B,0.0029152370745786
BATF,0.0029135839254827
BRD2,0.0028996564397914
MMP12,0.0028556325649858
LRRC37A2,0.0028401632947181
CA1,0.0028107273014202
RFC4,0.0027700070820472
ALDH2,0.0027184150652429
FCRL3,0.0027129760773315
MMP8,0.0026970950341894
BTD,0.002696870209794
TGFBI,0.0026936475787736
CTSZ,0.0026861267620782
XPNPEP2,0.0026275024543924
CCL16,0.0026232265346195
NCAM2,0.0026143424661315
ATP5F1D,0.0026062135507641
IL10,0.0025673200987348
SPAG1,0.0025498729877898
FCER1A,0.0025445704588212
CD22,0.0025093697130911
QSOX1,0.0025088377212488
LILRB1,0.0024949673711765
ENPP2,0.0024776977853277
TNFSF13B,0.0024691310146012
DNAJA4,0.0024412947775756
SLC51B,0.0023677167278381
PRSS8,0.0023173092508997
CPA4,0.0022724486554736
CTSH,0.0022533378810248
FGF23,0.0022254453227632
PLPBP,0.0022007381973245
MUC16,0.00217505221457
AMY2A,0.0021583841949501
SLURP1,0.002153623152041
ATP5IF1,0.0021449509592151
AIDA,0.0021355163470736
CACNB1,0.0021125105820663
MXRA8,0.0020891384539541
FAS,0.002077932627783
GAD2,0.0020718369561654
TMED4,0.00206110930176
IL10RA,0.0020352155845327
PNLIP,0.0020062116445031
SCN2A,0.002000972801889
DDT,0.0019402050088455
BMPER,0.0019379472913634
SCN4B,0.0018950772822104
CD109,0.0018911138643531
TNFRSF10B,0.0018427830189695
ASRGL1,0.0017748227277669
SF3B4,0.001734105520295
NPY,0.0017319083475238
LILRA3,0.0017196370615654
DNMBP,0.00169109128844
ACTN2,0.0016031694752305
MEPE,0.0015898783000765
TIMD4,0.0015736927300275
DDX25,0.0014642972646085
CST1,0.0014394915698114
CC2D1A,0.0014129572295759
