Pro_code,ImportanceScore
TNFRSF13B,0.0851616161616161
TNFSF13B,0.0281414141414141
FLT3LG,0.0273030303030303
IL5RA,0.0232020202020202
CD79B,0.020010101010101
LAG3,0.0098282828282828
SDC4,0.0289191919191919
THPO,0.0179393939393939
PDCD1,0.0072929292929292
SORCS2,0.0145050505050505
BAMBI,0.0177373737373737
GZMH,0.0221212121212121
CXCL9,0.0166262626262626
GCNT1,0.0137171717171717
REG3A,0.0167979797979798
SLAMF8,0.019030303030303
CD72,0.012090909090909
IFNG,0.0079292929292929
CD300E,0.0138585858585858
CD14,0.0138888888888888
CXCL13,0.0065656565656565
NEFL,0.0191010101010101
CD80,0.0092121212121212
EDAR,0.0154646464646464
BCL2,0.0119696969696969
STC1,0.0139595959595959
CSF3,0.0109090909090909
CCL3,0.0087272727272727
TNFRSF6B,0.0083636363636363
EBI3_IL27,0.0107777777777777
IFI30,0.0117979797979797
CD200,0.0053535353535353
SEMA3F,0.0121515151515151
EPHA2,0.0078282828282828
CKAP4,0.0089494949494949
SIGLEC10,0.0075353535353535
WFDC2,0.0108989898989898
NOS3,0.0092424242424242
TNFRSF9,0.0061212121212121
IL2RA,0.0039393939393939
CSF1,0.0024949494949494
DTX3,0.0084747474747474
TNF,0.0046868686868686
KLRK1,0.0058686868686868
VCAM1,0.0108282828282828
B2M,0.0095252525252525
LTBR,0.0039494949494949
IL18,0.0062929292929292
RELT,0.0061111111111111
IL12B,0.0067373737373737
OGN,0.0039898989898989
HLA-E,0.0128888888888888
NPDC1,0.0072626262626262
CXCL10,0.007030303030303
TNFRSF19,0.0044848484848484
IGFBP4,0.0043232323232323
JAM2,0.0045555555555555
CLMP,0.0087272727272727
NCR3LG1,0.0069393939393939
SCARB2,0.003040404040404
RRM2,0.0077474747474747
CD74,0.0033131313131313
GZMA,0.004
CD83,0.0022727272727272
PALM,0.0087272727272727
CTSV,0.0052020202020202
ORM1,0.0081212121212121
CD70,0.0046969696969696
LAMP3,0.0057676767676767
EZR,0.0041212121212121
IGSF3,0.0027070707070707
ADAM9,0.0121010101010101
NT5C1A,0.0051818181818181
EFNA1,0.0043535353535353
AXL,0.0034545454545454
IL15RA,0.0046666666666666
HAVCR2,0.0044444444444444
GBP1,0.0034040404040404
IL18BP,0.0036565656565656
IL12RB1,0.0099696969696969
EPO,0.0038080808080808
AGRN,0.005070707070707
FOLR2,0.0049292929292929
CCN3,0.004070707070707
CD274,0.0033939393939393
FSTL3,0.0033939393939393
NECTIN2,0.0032323232323232
PTGDS,0.0037979797979797
EFNA4,0.0025353535353535
LAIR1,0.0051111111111111
LGALS1,0.0031111111111111
TGFBR2,0.0023636363636363
BTN2A1,0.0026464646464646
IL6,0.0025959595959595
SHISA5,0.0054141414141414
CLEC1A,0.0032828282828282
DSC2,0.0028282828282828
EDA2R,0.0046363636363636
CST3,0.0026363636363636
IL10,0.0022626262626262
SIGLEC1,0.0029595959595959
TNFRSF1B,0.0031616161616161
LMNB2,0.003
TNFSF13,0.0045858585858585
DLL1,0.0043131313131313
CD28,0.0031212121212121
IL12A_IL12B,0.0032121212121212
GFRA1,0.002060606060606
EPHB4,0.0025454545454545
CD59,0.0018787878787878
FGFR2,0.0029393939393939
NCR1,0.0019696969696969
ICAM1,0.0031212121212121
TNFRSF1A,0.0045252525252525
B4GALT1,0.0025050505050505
THY1,0.0016868686868686
PGF,0.0042121212121212
TNFRSF8,0.0022424242424242
HSPG2,0.0016767676767676
LGALS9,0.002010101010101
LILRB4,0.0021010101010101
YAP1,0.0022929292929292
COL18A1,0.0022727272727272
PIK3IP1,0.0016161616161616
BTN3A2,0.0022727272727272
VSIG4,0.0014949494949494
COL6A3,0.001070707070707
THBD,0.0017474747474747
IL15,0.0018383838383838
RBFOX3,0.0011515151515151
TNFRSF4,0.0009797979797979
PILRA,0.0012222222222222
