Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter XII Diseases of the skin and subcutaneous tissue,Urticaria and erythema,AGRN,Agrin,23792,124,2.35 [1.70-3.26],2.207151821303633e-07
Chapter XII Diseases of the skin and subcutaneous tissue,Urticaria and erythema,AMBP,Protein AMBP,23875,120,5.43 [2.63-11.22],4.733416744462905e-06
Chapter XII Diseases of the skin and subcutaneous tissue,Urticaria and erythema,BTN2A1,Butyrophilin subfamily 2 member A1,23792,124,3.64 [2.35-5.66],8.152358732820116e-09
Chapter XII Diseases of the skin and subcutaneous tissue,Urticaria and erythema,CD27,CD27 antigen,23766,123,2.37 [1.76-3.18],1.0661915703971778e-08
Chapter XII Diseases of the skin and subcutaneous tissue,Urticaria and erythema,CD5,T-cell surface glycoprotein CD5,23875,120,1.98 [1.48-2.65],4.167073812419842e-06
Chapter XII Diseases of the skin and subcutaneous tissue,Urticaria and erythema,CD72,B-cell differentiation antigen CD72,20076,105,2.21 [1.57-3.11],6.021939914115023e-06
Chapter XII Diseases of the skin and subcutaneous tissue,Urticaria and erythema,CD83,CD83 antigen,23678,125,2.41 [1.64-3.53],6.63640525215668e-06
Chapter XII Diseases of the skin and subcutaneous tissue,Urticaria and erythema,CLEC5A,C-type lectin domain family 5 member A,23626,121,2.92 [1.86-4.58],2.8877627698393364e-06
Chapter XII Diseases of the skin and subcutaneous tissue,Urticaria and erythema,CSF1,Macrophage colony-stimulating factor 1,23792,124,4.03 [2.42-6.71],7.81527041988393e-08
Chapter XII Diseases of the skin and subcutaneous tissue,Urticaria and erythema,DLL1,Delta-like protein 1,23766,123,2.99 [1.91-4.69],1.6980474233892388e-06
Chapter XII Diseases of the skin and subcutaneous tissue,Urticaria and erythema,DSC2,Desmocollin-2,23430,121,2.54 [1.69-3.81],6.835790883944785e-06
Chapter XII Diseases of the skin and subcutaneous tissue,Urticaria and erythema,EDA2R,Tumor necrosis factor receptor superfamily member 27,23911,122,2.31 [1.65-3.25],1.264369573363583e-06
Chapter XII Diseases of the skin and subcutaneous tissue,Urticaria and erythema,FSTL3,Follistatin-related protein 3,23639,123,2.94 [1.99-4.35],6.982245762298224e-08
Chapter XII Diseases of the skin and subcutaneous tissue,Urticaria and erythema,IGFBP4,Insulin-like growth factor-binding protein 4,23430,121,1.99 [1.52-2.60],4.788309306059826e-07
Chapter XII Diseases of the skin and subcutaneous tissue,Urticaria and erythema,INHBB,Inhibin beta B chain,20076,105,2.09 [1.53-2.85],3.543376701783613e-06
Chapter XII Diseases of the skin and subcutaneous tissue,Urticaria and erythema,LAIR1,Leukocyte-associated immunoglobulin-like receptor 1,23673,123,2.12 [1.56-2.88],1.370044070525799e-06
Chapter XII Diseases of the skin and subcutaneous tissue,Urticaria and erythema,LGALS9,Galectin-9,23678,122,3.02 [1.93-4.71],1.174495058202974e-06
Chapter XII Diseases of the skin and subcutaneous tissue,Urticaria and erythema,LTBR,Tumor necrosis factor receptor superfamily member 3,23551,120,2.96 [1.91-4.57],1.0438094412908234e-06
Chapter XII Diseases of the skin and subcutaneous tissue,Urticaria and erythema,MMP12,Macrophage metalloelastase,23738,118,1.86 [1.43-2.41],3.703502134876645e-06
Chapter XII Diseases of the skin and subcutaneous tissue,Urticaria and erythema,NECTIN4,Nectin-4,23766,123,2.31 [1.63-3.28],2.6016123527918256e-06
Chapter XII Diseases of the skin and subcutaneous tissue,Urticaria and erythema,NEFL,Neurofilament light polypeptide,23110,120,1.87 [1.46-2.40],9.267639676613428e-07
Chapter XII Diseases of the skin and subcutaneous tissue,Urticaria and erythema,NOMO1,Nodal modulator 1,23715,121,3.91 [2.16-7.07],6.556096446926722e-06
Chapter XII Diseases of the skin and subcutaneous tissue,Urticaria and erythema,PLAUR,Urokinase plasminogen activator surface receptor,23515,120,4.14 [2.58-6.65],4.200587235728847e-09
Chapter XII Diseases of the skin and subcutaneous tissue,Urticaria and erythema,RNF149,E3 ubiquitin-protein ligase RNF149,19974,101,3.14 [1.95-5.03],2.213412491577085e-06
Chapter XII Diseases of the skin and subcutaneous tissue,Urticaria and erythema,TFF2,Trefoil factor 2,23756,124,1.80 [1.42-2.27],7.958803686434012e-07
Chapter XII Diseases of the skin and subcutaneous tissue,Urticaria and erythema,TGFBR2,TGF-beta receptor type-2,23766,123,2.38 [1.70-3.32],3.484007864236159e-07
Chapter XII Diseases of the skin and subcutaneous tissue,Urticaria and erythema,TNFRSF11A,Tumor necrosis factor receptor superfamily member 11A,23982,125,2.16 [1.55-3.01],5.043224552354053e-06
Chapter XII Diseases of the skin and subcutaneous tissue,Urticaria and erythema,TNFRSF13B,Tumor necrosis factor receptor superfamily member 13B,23709,123,2.05 [1.61-2.62],7.753406440970931e-09
Chapter XII Diseases of the skin and subcutaneous tissue,Urticaria and erythema,TNFRSF14,Tumor necrosis factor receptor superfamily member 14,23709,123,3.04 [2.04-4.53],4.105695935008784e-08
Chapter XII Diseases of the skin and subcutaneous tissue,Urticaria and erythema,TNFRSF1A,Tumor necrosis factor receptor superfamily member 1A,23715,121,2.83 [1.88-4.25],5.96998592769533e-07
Chapter XII Diseases of the skin and subcutaneous tissue,Urticaria and erythema,TNFRSF9,Tumor necrosis factor receptor superfamily member 9,23499,125,1.78 [1.39-2.28],4.519506867302751e-06
