Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter II Neoplasms,"Non-follicular lymphoma, hilmo, excluding all cancers",ACVRL1,Serine/threonine-protein kinase receptor R3,40731,182,2.10 [1.28-3.44],0.0033923362627128
Chapter II Neoplasms,"Non-follicular lymphoma, hilmo, excluding all cancers",ADA2,Adenosine deaminase 2,40857,179,2.19 [1.67-2.88],1.7053185432543122e-08
Chapter II Neoplasms,"Non-follicular lymphoma, hilmo, excluding all cancers",ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,34709,153,1.76 [1.28-2.43],0.0005412723205232
Chapter II Neoplasms,"Non-follicular lymphoma, hilmo, excluding all cancers",ADAM15,Disintegrin and metalloproteinase domain-containing protein 15,40367,176,1.83 [1.19-2.82],0.005755362695925
Chapter II Neoplasms,"Non-follicular lymphoma, hilmo, excluding all cancers",ADAM8,Disintegrin and metalloproteinase domain-containing protein 8,41391,182,3.35 [2.38-4.71],3.61641302502732e-12
Chapter II Neoplasms,"Non-follicular lymphoma, hilmo, excluding all cancers",ADGRE1,Adhesion G protein-coupled receptor E1,35589,160,2.06 [1.62-2.62],2.6018582034751233e-09
Chapter II Neoplasms,"Non-follicular lymphoma, hilmo, excluding all cancers",ADGRE2,Adhesion G protein-coupled receptor E2,41262,183,2.64 [1.72-4.05],9.258970394262126e-06
Chapter II Neoplasms,"Non-follicular lymphoma, hilmo, excluding all cancers",ADGRE5,Adhesion G protein-coupled receptor E5,41402,184,2.37 [1.75-3.20],2.4703507751617888e-08
Chapter II Neoplasms,"Non-follicular lymphoma, hilmo, excluding all cancers",AGRN,Agrin,41262,183,1.63 [1.14-2.34],0.0078949895582379
Chapter II Neoplasms,"Non-follicular lymphoma, hilmo, excluding all cancers",ALCAM,CD166 antigen,41599,184,2.81 [1.47-5.38],0.0017484373057387
Chapter II Neoplasms,"Non-follicular lymphoma, hilmo, excluding all cancers",APOBR,Apolipoprotein B receptor,34795,155,0.60 [0.42-0.83],0.0026076333129046
Chapter II Neoplasms,"Non-follicular lymphoma, hilmo, excluding all cancers",APOM,Apolipoprotein M,41189,181,0.39 [0.25-0.60],2.558209436183514e-05
Chapter II Neoplasms,"Non-follicular lymphoma, hilmo, excluding all cancers",ASGR2,Asialoglycoprotein receptor 2,35766,161,2.17 [1.27-3.71],0.0046653212075865
Chapter II Neoplasms,"Non-follicular lymphoma, hilmo, excluding all cancers",ATP1B2,Sodium/potassium-transporting ATPase subunit beta-2,34617,154,1.63 [1.13-2.34],0.0088432414770446
Chapter II Neoplasms,"Non-follicular lymphoma, hilmo, excluding all cancers",ATRAID,All-trans retinoic acid-induced differentiation factor,35589,160,1.57 [1.18-2.09],0.0018279806632082
Chapter II Neoplasms,"Non-follicular lymphoma, hilmo, excluding all cancers",B2M,Beta-2-microglobulin,35794,160,1.70 [1.42-2.03],4.807828090091745e-09
Chapter II Neoplasms,"Non-follicular lymphoma, hilmo, excluding all cancers",B4GALT1,"Beta-1,4-galactosyltransferase 1",41262,183,2.27 [1.44-3.58],0.0004195695155856
Chapter II Neoplasms,"Non-follicular lymphoma, hilmo, excluding all cancers",BAMBI,BMP and activin membrane-bound inhibitor homolog,40165,176,1.89 [1.27-2.81],0.00167887471124
Chapter II Neoplasms,"Non-follicular lymphoma, hilmo, excluding all cancers",BCL2,Apoptosis regulator Bcl-2,35589,160,1.84 [1.60-2.10],1.6519217680746e-18
Chapter II Neoplasms,"Non-follicular lymphoma, hilmo, excluding all cancers",BLNK,B-cell linker protein,34709,153,1.69 [1.27-2.24],0.0003338813021723
Chapter II Neoplasms,"Non-follicular lymphoma, hilmo, excluding all cancers",BSG,Basigin,41496,185,2.51 [1.33-4.74],0.0045178717344933
Chapter II Neoplasms,"Non-follicular lymphoma, hilmo, excluding all cancers",BTN2A1,Butyrophilin subfamily 2 member A1,41262,183,2.80 [1.80-4.33],4.257565839615142e-06
Chapter II Neoplasms,"Non-follicular lymphoma, hilmo, excluding all cancers",BTN3A2,Butyrophilin subfamily 3 member A2,41055,184,1.85 [1.40-2.45],1.4458054110054773e-05
Chapter II Neoplasms,"Non-follicular lymphoma, hilmo, excluding all cancers",C1QA,Complement C1q subcomponent subunit A,41361,185,3.10 [1.84-5.21],2.0882919911522395e-05
Chapter II Neoplasms,"Non-follicular lymphoma, hilmo, excluding all cancers",C1RL,Complement C1r subcomponent-like protein,35727,160,5.58 [2.55-12.19],1.62713809291897e-05
Chapter II Neoplasms,"Non-follicular lymphoma, hilmo, excluding all cancers",C2,Complement C2,41189,181,0.58 [0.44-0.77],0.0001654775294631
Chapter II Neoplasms,"Non-follicular lymphoma, hilmo, excluding all cancers",C9,Complement component C9,35766,161,1.55 [1.16-2.07],0.0029769516700951
Chapter II Neoplasms,"Non-follicular lymphoma, hilmo, excluding all cancers",CANT1,Soluble calcium-activated nucleotidase 1,40967,180,4.24 [2.24-8.03],9.64726869072535e-06
Chapter II Neoplasms,"Non-follicular lymphoma, hilmo, excluding all cancers",CASP4,Caspase-4,35085,157,0.86 [0.77-0.96],0.0068952962750013
Chapter II Neoplasms,"Non-follicular lymphoma, hilmo, excluding all cancers",CCL14,C-C motif chemokine 14,40989,180,1.51 [1.13-2.00],0.004668858229566
Chapter II Neoplasms,"Non-follicular lymphoma, hilmo, excluding all cancers",CCL15,C-C motif chemokine 15,41599,184,1.45 [1.10-1.90],0.0088787167688546
Chapter II Neoplasms,"Non-follicular lymphoma, hilmo, excluding all cancers",CCL18,C-C motif chemokine 18,40524,178,1.24 [1.06-1.45],0.0069383004892547
Chapter II Neoplasms,"Non-follicular lymphoma, hilmo, excluding all cancers",CCL21,C-C motif chemokine 21,41262,183,1.52 [1.20-1.92],0.0004924601655459
Chapter II Neoplasms,"Non-follicular lymphoma, hilmo, excluding all cancers",CCL22,C-C motif chemokine 22,40658,182,1.42 [1.13-1.80],0.002863443796763
Chapter II Neoplasms,"Non-follicular lymphoma, hilmo, excluding all cancers",CCL24,C-C motif chemokine 24,41201,182,1.30 [1.12-1.52],0.0007529100894241
Chapter II Neoplasms,"Non-follicular lymphoma, hilmo, excluding all cancers",CCL3,C-C motif chemokine 3,41055,184,1.44 [1.28-1.61],4.1975828171767905e-10
Chapter II Neoplasms,"Non-follicular lymphoma, hilmo, excluding all cancers",CD160,CD160 antigen,41569,185,1.45 [1.11-1.88],0.0064106853603883
Chapter II Neoplasms,"Non-follicular lymphoma, hilmo, excluding all cancers",CD200,OX-2 membrane glycoprotein,41055,184,2.07 [1.32-3.25],0.0015271314145462
Chapter II Neoplasms,"Non-follicular lymphoma, hilmo, excluding all cancers",CD22,B-cell receptor CD22,41569,185,2.92 [2.34-3.63],1.0307970492167958e-21
Chapter II Neoplasms,"Non-follicular lymphoma, hilmo, excluding all cancers",CD27,CD27 antigen,41210,182,3.55 [2.77-4.55],1.4570642626915445e-23
Chapter II Neoplasms,"Non-follicular lymphoma, hilmo, excluding all cancers",CD274,Programmed cell death 1 ligand 1,40800,182,2.25 [1.68-3.03],8.142655286199153e-08
