Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other specified/unspecified inflammatory spondylopathies,ACE2,Angiotensin-converting enzyme 2,43822,307,1.32 [1.11-1.57],0.0016760753580868
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other specified/unspecified inflammatory spondylopathies,ACVRL1,Serine/threonine-protein kinase receptor R3,44261,310,1.82 [1.25-2.66],0.0019236983041273
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other specified/unspecified inflammatory spondylopathies,ADAMTS8,A disintegrin and metalloproteinase with thrombospondin motifs 8,44812,317,0.71 [0.57-0.88],0.0017059079135908
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other specified/unspecified inflammatory spondylopathies,ADM,Pro-adrenomedullin,45056,317,1.74 [1.18-2.56],0.0049929821252117
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other specified/unspecified inflammatory spondylopathies,AGR2,Anterior gradient protein 2 homolog,43284,310,1.14 [1.04-1.26],0.0077913014985343
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other specified/unspecified inflammatory spondylopathies,AGR3,Anterior gradient protein 3,43548,300,1.24 [1.06-1.46],0.0072300353381125
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other specified/unspecified inflammatory spondylopathies,ALDH3A1,"Aldehyde dehydrogenase, dimeric NADP-preferring",44534,316,1.20 [1.06-1.36],0.0041824855793063
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other specified/unspecified inflammatory spondylopathies,AMBP,Protein AMBP,44990,317,3.16 [1.97-5.08],1.909449658975885e-06
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other specified/unspecified inflammatory spondylopathies,AREG,Amphiregulin,44470,317,1.44 [1.18-1.76],0.0003221206073457
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other specified/unspecified inflammatory spondylopathies,ASGR1,Asialoglycoprotein receptor 1,44339,310,1.95 [1.42-2.68],3.719182738801904e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other specified/unspecified inflammatory spondylopathies,BSG,Basigin,45089,321,1.91 [1.18-3.09],0.0087387613598144
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other specified/unspecified inflammatory spondylopathies,BTN2A1,Butyrophilin subfamily 2 member A1,44871,317,1.68 [1.17-2.42],0.0048341326048306
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other specified/unspecified inflammatory spondylopathies,CA14,Carbonic anhydrase 14,45056,317,0.64 [0.49-0.85],0.0020439957726781
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other specified/unspecified inflammatory spondylopathies,CAPG,Macrophage-capping protein,44356,313,1.25 [1.06-1.48],0.0068068411103853
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other specified/unspecified inflammatory spondylopathies,CD276,CD276 antigen,44655,317,1.54 [1.16-2.05],0.002737258425246
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other specified/unspecified inflammatory spondylopathies,CD300LF,CMRF35-like molecule 1,45056,317,1.26 [1.06-1.50],0.0089774856860024
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other specified/unspecified inflammatory spondylopathies,CD302,CD302 antigen,44470,317,1.60 [1.18-2.17],0.002600908057755
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other specified/unspecified inflammatory spondylopathies,CD74,HLA class II histocompatibility antigen gamma chain,45074,320,1.46 [1.11-1.93],0.0064972003940012
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other specified/unspecified inflammatory spondylopathies,CD86,T-lymphocyte activation antigen CD86,38723,270,0.58 [0.41-0.84],0.0036926103546137
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other specified/unspecified inflammatory spondylopathies,CFP,Properdin,38926,272,0.38 [0.22-0.66],0.0006429993197465
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other specified/unspecified inflammatory spondylopathies,CHCHD6,MICOS complex subunit MIC25,38708,272,1.61 [1.18-2.17],0.0022571612396054
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other specified/unspecified inflammatory spondylopathies,CHGA,Chromogranin-A,38887,275,1.23 [1.10-1.37],0.0001692616789642
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other specified/unspecified inflammatory spondylopathies,CLEC14A,C-type lectin domain family 14 member A,44692,314,1.62 [1.19-2.19],0.0020899523909771
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other specified/unspecified inflammatory spondylopathies,CNTN5,Contactin-5,44792,317,0.61 [0.46-0.80],0.0003394470663206
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other specified/unspecified inflammatory spondylopathies,COL6A3,Collagen alpha-3(VI) chain,45220,320,1.55 [1.19-2.02],0.0012589152233655
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other specified/unspecified inflammatory spondylopathies,COLEC12,Collectin-12,44655,317,1.65 [1.14-2.38],0.0077072814399795
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other specified/unspecified inflammatory spondylopathies,CPM,Carboxypeptidase M,44846,318,1.48 [1.12-1.96],0.0052390393233877
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other specified/unspecified inflammatory spondylopathies,CRISP2,Cysteine-rich secretory protein 2,45056,317,0.77 [0.66-0.90],0.0010501006811165
