Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter XII Diseases of the skin and subcutaneous tissue,Other and unspecified epidermal thickening,ACVRL1,Serine/threonine-protein kinase receptor R3,46799,125,2.59 [1.47-4.58],0.001005163607583
Chapter XII Diseases of the skin and subcutaneous tissue,Other and unspecified epidermal thickening,ADAM9,Disintegrin and metalloproteinase domain-containing protein 9,40953,110,2.34 [1.39-3.92],0.0012771494079698
Chapter XII Diseases of the skin and subcutaneous tissue,Other and unspecified epidermal thickening,ADM,Pro-adrenomedullin,47641,128,3.31 [1.79-6.11],0.000130221063417
Chapter XII Diseases of the skin and subcutaneous tissue,Other and unspecified epidermal thickening,BAMBI,BMP and activin membrane-bound inhibitor homolog,46122,123,2.28 [1.46-3.58],0.0003173346809023
Chapter XII Diseases of the skin and subcutaneous tissue,Other and unspecified epidermal thickening,BSG,Basigin,47679,127,3.14 [1.50-6.61],0.0025077562781408
Chapter XII Diseases of the skin and subcutaneous tissue,Other and unspecified epidermal thickening,BTN2A1,Butyrophilin subfamily 2 member A1,47451,129,2.76 [1.67-4.57],7.801667940085522e-05
Chapter XII Diseases of the skin and subcutaneous tissue,Other and unspecified epidermal thickening,CA12,Carbonic anhydrase 12,47027,124,1.83 [1.19-2.83],0.0063250276654432
Chapter XII Diseases of the skin and subcutaneous tissue,Other and unspecified epidermal thickening,CALB2,Calretinin,46141,121,1.53 [1.16-2.03],0.0030104628568025
Chapter XII Diseases of the skin and subcutaneous tissue,Other and unspecified epidermal thickening,CCL7,C-C motif chemokine 7,47177,127,1.38 [1.11-1.70],0.0029879460774487
Chapter XII Diseases of the skin and subcutaneous tissue,Other and unspecified epidermal thickening,CCN3,CCN family member 3,47746,130,2.06 [1.37-3.10],0.0005045554594833
Chapter XII Diseases of the skin and subcutaneous tissue,Other and unspecified epidermal thickening,CD27,CD27 antigen,47385,129,1.98 [1.42-2.76],5.5395438736428814e-05
Chapter XII Diseases of the skin and subcutaneous tissue,Other and unspecified epidermal thickening,CD5,T-cell surface glycoprotein CD5,47575,128,1.87 [1.36-2.57],0.0001132621330926
Chapter XII Diseases of the skin and subcutaneous tissue,Other and unspecified epidermal thickening,CD55,Complement decay-accelerating factor,45605,123,2.02 [1.22-3.35],0.006439902209707
Chapter XII Diseases of the skin and subcutaneous tissue,Other and unspecified epidermal thickening,CD70,CD70 antigen,47177,127,1.61 [1.14-2.28],0.0074121333913971
Chapter XII Diseases of the skin and subcutaneous tissue,Other and unspecified epidermal thickening,CD74,HLA class II histocompatibility antigen gamma chain,47655,130,1.75 [1.15-2.68],0.009483884729358
Chapter XII Diseases of the skin and subcutaneous tissue,Other and unspecified epidermal thickening,CD79B,B-cell antigen receptor complex-associated protein beta chain,47758,128,1.56 [1.15-2.12],0.004706870670943
Chapter XII Diseases of the skin and subcutaneous tissue,Other and unspecified epidermal thickening,CDH2,Cadherin-2,47239,128,1.78 [1.15-2.76],0.0098014684693479
Chapter XII Diseases of the skin and subcutaneous tissue,Other and unspecified epidermal thickening,CDSN,Corneodesmosin,47608,127,1.84 [1.29-2.62],0.0007009440891015
Chapter XII Diseases of the skin and subcutaneous tissue,Other and unspecified epidermal thickening,CHCHD10,"Coiled-coil-helix-coiled-coil-helix domain-containing protein 10, mitochondrial",41038,113,1.75 [1.23-2.50],0.0019206545430582
Chapter XII Diseases of the skin and subcutaneous tissue,Other and unspecified epidermal thickening,CKAP4,Cytoskeleton-associated protein 4,47525,126,2.42 [1.66-3.53],4.024568963707781e-06
Chapter XII Diseases of the skin and subcutaneous tissue,Other and unspecified epidermal thickening,CLEC1A,C-type lectin domain family 1 member A,46380,124,2.04 [1.30-3.19],0.0018100565615719
Chapter XII Diseases of the skin and subcutaneous tissue,Other and unspecified epidermal thickening,CLEC5A,C-type lectin domain family 5 member A,47084,127,1.94 [1.19-3.16],0.0080850924723765
Chapter XII Diseases of the skin and subcutaneous tissue,Other and unspecified epidermal thickening,CLMP,CXADR-like membrane protein,47641,128,2.80 [1.44-5.44],0.0023405476491838
Chapter XII Diseases of the skin and subcutaneous tissue,Other and unspecified epidermal thickening,COL6A3,Collagen alpha-3(VI) chain,47823,130,1.99 [1.33-2.96],0.0007343678686853
Chapter XII Diseases of the skin and subcutaneous tissue,Other and unspecified epidermal thickening,COLEC12,Collectin-12,47214,129,2.40 [1.38-4.16],0.0018707016535498
Chapter XII Diseases of the skin and subcutaneous tissue,Other and unspecified epidermal thickening,CRIM1,Cysteine-rich motor neuron 1 protein,47451,129,2.73 [1.30-5.71],0.0076792940450951
Chapter XII Diseases of the skin and subcutaneous tissue,Other and unspecified epidermal thickening,CSTB,Cystatin-B,46594,126,1.71 [1.23-2.39],0.0015176304624953
Chapter XII Diseases of the skin and subcutaneous tissue,Other and unspecified epidermal thickening,DEFA1_DEFA1B,Neutrophil defensin 1,46302,124,1.40 [1.11-1.78],0.0051705872327251
Chapter XII Diseases of the skin and subcutaneous tissue,Other and unspecified epidermal thickening,DLL1,Delta-like protein 1,47385,129,2.18 [1.33-3.56],0.0019240691626489
Chapter XII Diseases of the skin and subcutaneous tissue,Other and unspecified epidermal thickening,DSC2,Desmocollin-2,46731,127,1.81 [1.19-2.75],0.0051389146047193
Chapter XII Diseases of the skin and subcutaneous tissue,Other and unspecified epidermal thickening,EDA2R,Tumor necrosis factor receptor superfamily member 27,47641,128,1.77 [1.20-2.61],0.0042867015682848
Chapter XII Diseases of the skin and subcutaneous tissue,Other and unspecified epidermal thickening,EFEMP1,EGF-containing fibulin-like extracellular matrix protein 1,47375,128,1.99 [1.23-3.23],0.0051436508784486
Chapter XII Diseases of the skin and subcutaneous tissue,Other and unspecified epidermal thickening,EFNA1,Ephrin-A1,47182,128,2.26 [1.38-3.71],0.0012118535817831
Chapter XII Diseases of the skin and subcutaneous tissue,Other and unspecified epidermal thickening,EFNA4,Ephrin-A4,46799,125,1.97 [1.26-3.07],0.0027936546182159
Chapter XII Diseases of the skin and subcutaneous tissue,Other and unspecified epidermal thickening,ELN,Elastin,41124,113,2.59 [1.59-4.20],0.0001212068073899
