Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter XI Diseases of the digestive system,Inguinal hernia,ACP5,Tartrate-resistant acid phosphatase type 5,43785,1808,0.78 [0.69-0.89],0.0001860496789217
Chapter XI Diseases of the digestive system,Inguinal hernia,ACY1,Aminoacylase-1,43580,1801,0.90 [0.84-0.97],0.0056842540886187
Chapter XI Diseases of the digestive system,Inguinal hernia,ADAM15,Disintegrin and metalloproteinase domain-containing protein 15,42787,1772,0.81 [0.71-0.93],0.002678702010566
Chapter XI Diseases of the digestive system,Inguinal hernia,ADAMTS13,A disintegrin and metalloproteinase with thrombospondin motifs 13,44125,1823,0.76 [0.64-0.90],0.0017194917289012
Chapter XI Diseases of the digestive system,Inguinal hernia,ADAMTSL2,ADAMTS-like protein 2,37956,1556,0.77 [0.66-0.90],0.0010950564447968
Chapter XI Diseases of the digestive system,Inguinal hernia,ADAMTSL5,ADAMTS-like protein 5,37936,1554,0.84 [0.74-0.95],0.0047999770897076
Chapter XI Diseases of the digestive system,Inguinal hernia,ADGRG1,Adhesion G-protein coupled receptor G1,43402,1775,0.91 [0.85-0.96],0.0008436561387153
Chapter XI Diseases of the digestive system,Inguinal hernia,AGT,Angiotensinogen,37982,1559,0.70 [0.56-0.87],0.0013500112700348
Chapter XI Diseases of the digestive system,Inguinal hernia,ALCAM,CD166 antigen,44125,1823,0.69 [0.55-0.85],0.0006987560221497
Chapter XI Diseases of the digestive system,Inguinal hernia,ALDH3A1,"Aldehyde dehydrogenase, dimeric NADP-preferring",43456,1796,0.89 [0.83-0.95],0.0009246309923553
Chapter XI Diseases of the digestive system,Inguinal hernia,ANGPTL7,Angiopoietin-related protein 7,43977,1808,0.82 [0.73-0.92],0.0008575294942
Chapter XI Diseases of the digestive system,Inguinal hernia,ANPEP,Aminopeptidase N,43690,1813,0.65 [0.55-0.76],1.340297587569242e-07
Chapter XI Diseases of the digestive system,Inguinal hernia,AOC3,Membrane primary amine oxidase,43760,1814,0.68 [0.59-0.78],8.59806895514925e-08
Chapter XI Diseases of the digestive system,Inguinal hernia,APLP1,Amyloid-like protein 1,43580,1801,0.89 [0.82-0.97],0.0053813304151183
Chapter XI Diseases of the digestive system,Inguinal hernia,APOA1,Apolipoprotein A-I,38001,1559,0.74 [0.61-0.90],0.002288672953686
Chapter XI Diseases of the digestive system,Inguinal hernia,ART3,Ecto-ADP-ribosyltransferase 3,43760,1814,0.84 [0.74-0.94],0.0031699144713771
Chapter XI Diseases of the digestive system,Inguinal hernia,ASPN,Asporin,37936,1554,0.68 [0.57-0.82],6.01451929379706e-05
Chapter XI Diseases of the digestive system,Inguinal hernia,ATRN,"Attractin, Isoform 2",38001,1559,0.66 [0.49-0.88],0.0049662589199699
