Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trigger finger,ABCA2,ATP-binding cassette sub-family A member 2,37231,279,1.46 [1.11-1.93],0.0075168865901709
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trigger finger,ACAN,Aggrecan core protein,43888,317,1.59 [1.12-2.27],0.0096368347377337
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trigger finger,ACE2,Angiotensin-converting enzyme 2,43480,317,1.31 [1.10-1.56],0.0027662828605505
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trigger finger,ADAM9,Disintegrin and metalloproteinase domain-containing protein 9,38342,284,1.62 [1.13-2.30],0.0078057159437198
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trigger finger,ADAMTSL2,ADAMTS-like protein 2,38514,288,1.76 [1.29-2.40],0.0003408995530746
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trigger finger,AGR2,Anterior gradient protein 2 homolog,42929,312,1.16 [1.05-1.28],0.0028876185253338
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trigger finger,AGR3,Anterior gradient protein 3,43164,318,1.24 [1.06-1.46],0.0066237078874837
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trigger finger,ALDH3A1,"Aldehyde dehydrogenase, dimeric NADP-preferring",44170,322,1.20 [1.05-1.36],0.005806955431512
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trigger finger,APOM,Apolipoprotein M,44428,326,0.61 [0.43-0.86],0.0054808130068628
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trigger finger,BAMBI,BMP and activin membrane-bound inhibitor homolog,43242,318,1.59 [1.17-2.15],0.0028586634809707
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trigger finger,C1QTNF1,Complement C1q tumor necrosis factor-related protein 1,44496,326,1.36 [1.10-1.68],0.0053154140427433
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trigger finger,CCN4,CCN family member 4,44682,324,1.39 [1.11-1.75],0.0045794113521604
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trigger finger,CD276,CD276 antigen,44291,323,1.55 [1.17-2.06],0.0023810895090138
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trigger finger,CDH2,Cadherin-2,44306,322,1.59 [1.21-2.09],0.0009351912194396
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trigger finger,CHCHD6,MICOS complex subunit MIC25,38329,283,1.65 [1.22-2.23],0.0011210719210812
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trigger finger,CTHRC1,Collagen triple helix repeat-containing protein 1,38514,288,1.65 [1.13-2.42],0.0098568856126838
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trigger finger,DCN,Decorin,43480,317,3.95 [2.68-5.83],4.2294011027910394e-12
