Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter IX Diseases of the circulatory system,Other aneurysm,ACTA2,"Actin, aortic smooth muscle",48191,152,1.46 [1.13-1.89],0.0035087846868834
Chapter IX Diseases of the circulatory system,Other aneurysm,ACVRL1,Serine/threonine-protein kinase receptor R3,48654,155,2.16 [1.27-3.68],0.0045881236225265
Chapter IX Diseases of the circulatory system,Other aneurysm,ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,41451,124,1.83 [1.33-2.53],0.0002456084425624
Chapter IX Diseases of the circulatory system,Other aneurysm,ADGRG1,Adhesion G-protein coupled receptor G1,48870,157,1.25 [1.07-1.46],0.0050742635477838
Chapter IX Diseases of the circulatory system,Other aneurysm,ADM,Pro-adrenomedullin,49516,157,3.97 [2.30-6.86],7.942385569243556e-07
Chapter IX Diseases of the circulatory system,Other aneurysm,AFP,Alpha-fetoprotein,48574,154,0.68 [0.55-0.85],0.0008192720524619
Chapter IX Diseases of the circulatory system,Other aneurysm,AGRN,Agrin,49309,159,1.79 [1.23-2.61],0.0025530893872166
Chapter IX Diseases of the circulatory system,Other aneurysm,ALPP,"Alkaline phosphatase, placental type",48870,157,1.23 [1.09-1.40],0.001274219150273
Chapter IX Diseases of the circulatory system,Other aneurysm,AMBP,Protein AMBP,49445,157,3.50 [1.79-6.85],0.0002610782929502
Chapter IX Diseases of the circulatory system,Other aneurysm,ANGPT2,Angiopoietin-2,49516,157,1.94 [1.37-2.75],0.0001981898885756
Chapter IX Diseases of the circulatory system,Other aneurysm,ANGPTL4,Angiopoietin-related protein 4,49228,159,1.81 [1.33-2.47],0.000159214807316
Chapter IX Diseases of the circulatory system,Other aneurysm,APOM,Apolipoprotein M,49222,158,0.50 [0.31-0.81],0.0052952852507333
Chapter IX Diseases of the circulatory system,Other aneurysm,AREG,Amphiregulin,48870,157,1.58 [1.18-2.10],0.0019249813783928
Chapter IX Diseases of the circulatory system,Other aneurysm,ASAH2,Neutral ceramidase,48735,156,0.74 [0.59-0.92],0.0064832261932206
Chapter IX Diseases of the circulatory system,Other aneurysm,ASGR1,Asialoglycoprotein receptor 1,48735,156,2.60 [1.76-3.83],1.4442362427772197e-06
Chapter IX Diseases of the circulatory system,Other aneurysm,ASGR2,Asialoglycoprotein receptor 2,42744,129,2.76 [1.55-4.93],0.0006042619962188
Chapter IX Diseases of the circulatory system,Other aneurysm,ATRAID,All-trans retinoic acid-induced differentiation factor,42526,130,1.76 [1.41-2.21],9.236120132053256e-07
