Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter VIII Diseases of the ear and mastoid process,Benign paroxysmal vertigo,AFAP1,Actin filament-associated protein 1,43433,152,0.76 [0.62-0.93],0.0082353309611396
Chapter VIII Diseases of the ear and mastoid process,Benign paroxysmal vertigo,AMN,Protein amnionless,50139,166,1.52 [1.16-1.97],0.0020075198336418
Chapter VIII Diseases of the ear and mastoid process,Benign paroxysmal vertigo,APOA1,Apolipoprotein A-I,44470,154,0.38 [0.20-0.73],0.0035383917448649
Chapter VIII Diseases of the ear and mastoid process,Benign paroxysmal vertigo,APOA2,Apolipoprotein A-II,44439,155,0.61 [0.45-0.84],0.002026806697268
Chapter VIII Diseases of the ear and mastoid process,Benign paroxysmal vertigo,APOF,Apolipoprotein F,44439,155,0.58 [0.41-0.82],0.0021469867787618
Chapter VIII Diseases of the ear and mastoid process,Benign paroxysmal vertigo,ATP1B4,Protein ATP1B4,42812,151,0.55 [0.35-0.85],0.0071015146712964
Chapter VIII Diseases of the ear and mastoid process,Benign paroxysmal vertigo,CD63,CD63 antigen,50619,176,0.67 [0.52-0.87],0.0023596029720654
Chapter VIII Diseases of the ear and mastoid process,Benign paroxysmal vertigo,CNDP1,Beta-Ala-His dipeptidase,51302,174,0.67 [0.51-0.87],0.0024782007372379
Chapter VIII Diseases of the ear and mastoid process,Benign paroxysmal vertigo,DUSP13,Dual specificity protein phosphatase 13 isoform A,44195,156,0.58 [0.39-0.87],0.0088453727319166
Chapter VIII Diseases of the ear and mastoid process,Benign paroxysmal vertigo,FAP,Prolyl endopeptidase FAP,51730,177,0.52 [0.32-0.83],0.0067577800254338
Chapter VIII Diseases of the ear and mastoid process,Benign paroxysmal vertigo,FCGR2B,Low affinity immunoglobulin gamma Fc region receptor II-b,49895,170,0.68 [0.53-0.86],0.0014966916333203
Chapter VIII Diseases of the ear and mastoid process,Benign paroxysmal vertigo,FCGR3B,Low affinity immunoglobulin gamma Fc region receptor III-B,51137,174,0.64 [0.50-0.81],0.0003077657974523
Chapter VIII Diseases of the ear and mastoid process,Benign paroxysmal vertigo,FLT3,Receptor-type tyrosine-protein kinase FLT3,49895,170,0.51 [0.32-0.83],0.0070218758006459
Chapter VIII Diseases of the ear and mastoid process,Benign paroxysmal vertigo,GAGE2A,G antigen 2A,42812,151,1.26 [1.06-1.51],0.0094931587014069
Chapter VIII Diseases of the ear and mastoid process,Benign paroxysmal vertigo,GAST,Gastrin,44295,152,1.15 [1.04-1.28],0.0053314178179336
Chapter VIII Diseases of the ear and mastoid process,Benign paroxysmal vertigo,GGT5,Glutathione hydrolase 5 proenzyme,50703,176,0.47 [0.27-0.83],0.0088931887614054
Chapter VIII Diseases of the ear and mastoid process,Benign paroxysmal vertigo,GZMB,Granzyme B,51025,174,0.71 [0.57-0.90],0.0040340728086966
Chapter VIII Diseases of the ear and mastoid process,Benign paroxysmal vertigo,IL7R,Interleukin-7 receptor subunit alpha,51106,176,0.70 [0.55-0.90],0.0049603210960394
