Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter XI Diseases of the digestive system,Intestinal stricture,ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,19569,82,2.42 [1.58-3.70],4.664742688598201e-05
Chapter XI Diseases of the digestive system,Intestinal stricture,ANGPTL3,Angiopoietin-related protein 3,23295,92,3.05 [1.81-5.14],2.867235939447208e-05
Chapter XI Diseases of the digestive system,Intestinal stricture,ATRAID,All-trans retinoic acid-induced differentiation factor,20098,83,2.00 [1.49-2.69],4.504693713366517e-06
Chapter XI Diseases of the digestive system,Intestinal stricture,B4GALT1,"Beta-1,4-galactosyltransferase 1",23343,93,3.51 [1.99-6.18],1.3539065120006688e-05
Chapter XI Diseases of the digestive system,Intestinal stricture,BTN3A2,Butyrophilin subfamily 3 member A2,23229,92,2.14 [1.50-3.04],2.597369543915557e-05
Chapter XI Diseases of the digestive system,Intestinal stricture,C1RL,Complement C1r subcomponent-like protein,20141,83,8.85 [3.04-25.78],6.465301931454644e-05
Chapter XI Diseases of the digestive system,Intestinal stricture,CCN3,CCN family member 3,23505,94,2.61 [1.73-3.93],4.782205151588158e-06
Chapter XI Diseases of the digestive system,Intestinal stricture,CD74,HLA class II histocompatibility antigen gamma chain,23468,93,2.55 [1.64-3.98],3.638666167381639e-05
Chapter XI Diseases of the digestive system,Intestinal stricture,CEACAM20,Carcinoembryonic antigen-related cell adhesion molecule 20,19802,83,1.80 [1.37-2.37],2.685376189487071e-05
Chapter XI Diseases of the digestive system,Intestinal stricture,CFHR5,Complement factor H-related protein 5,19930,83,2.89 [1.71-4.89],7.648286935417643e-05
Chapter XI Diseases of the digestive system,Intestinal stricture,CSF1,Macrophage colony-stimulating factor 1,23343,93,3.43 [1.93-6.11],2.8874489888500458e-05
Chapter XI Diseases of the digestive system,Intestinal stricture,CTSO,Cathepsin O,23530,94,3.58 [2.21-5.80],2.126515079051561e-07
Chapter XI Diseases of the digestive system,Intestinal stricture,CXCL13,C-X-C motif chemokine 13,23468,93,1.46 [1.23-1.73],1.0622875461966007e-05
Chapter XI Diseases of the digestive system,Intestinal stricture,CXCL9,C-X-C motif chemokine 9,23343,93,1.55 [1.24-1.92],8.575121835725288e-05
Chapter XI Diseases of the digestive system,Intestinal stricture,EFNA1,Ephrin-A1,23223,93,2.96 [1.86-4.72],4.914957013911581e-06
Chapter XI Diseases of the digestive system,Intestinal stricture,EPHA2,Ephrin type-A receptor 2,22405,90,2.47 [1.57-3.88],8.380262663009094e-05
Chapter XI Diseases of the digestive system,Intestinal stricture,EPHB4,Ephrin type-B receptor 4,23550,94,3.18 [1.78-5.67],8.719645548933605e-05
Chapter XI Diseases of the digestive system,Intestinal stricture,FGF23,Fibroblast growth factor 23,23421,93,1.68 [1.35-2.09],3.894112826780392e-06
Chapter XI Diseases of the digestive system,Intestinal stricture,GDF15,Growth/differentiation factor 15,23550,94,1.78 [1.34-2.37],7.567055564298346e-05
Chapter XI Diseases of the digestive system,Intestinal stricture,GGH,Gamma-glutamyl hydrolase,22882,89,2.61 [1.76-3.86],1.770015913449389e-06
Chapter XI Diseases of the digestive system,Intestinal stricture,HAVCR1,Hepatitis A virus cellular receptor 1,23425,93,1.60 [1.28-1.99],3.600420360429287e-05
Chapter XI Diseases of the digestive system,Intestinal stricture,IFI30,Gamma-interferon-inducible lysosomal thiol reductase,19624,83,2.73 [1.82-4.09],1.0655454794711957e-06
Chapter XI Diseases of the digestive system,Intestinal stricture,IL22,Interleukin-22,20088,85,1.83 [1.49-2.25],7.028528418284856e-09
Chapter XI Diseases of the digestive system,Intestinal stricture,INHBC,Inhibin beta C chain,23266,93,2.81 [1.71-4.61],4.633528486137914e-05
Chapter XI Diseases of the digestive system,Intestinal stricture,ITGAV,Integrin alpha-V,23460,93,0.13 [0.05-0.35],4.9797083102778414e-05
Chapter XI Diseases of the digestive system,Intestinal stricture,LRG1,Leucine-rich alpha-2-glycoprotein,20181,83,4.95 [2.62-9.35],8.57742631667854e-07
Chapter XI Diseases of the digestive system,Intestinal stricture,MLN,Promotilin,23229,92,1.60 [1.29-1.98],1.4786054148857058e-05
Chapter XI Diseases of the digestive system,Intestinal stricture,ORM1,Alpha-1-acid glycoprotein 1,20106,83,8.40 [3.64-19.36],5.87863733748017e-07
Chapter XI Diseases of the digestive system,Intestinal stricture,PRTN3,Myeloblastin,22704,85,1.72 [1.34-2.21],2.2307086551278167e-05
Chapter XI Diseases of the digestive system,Intestinal stricture,REG3A,Regenerating islet-derived protein 3-alpha,23550,94,1.92 [1.56-2.37],1.3126758960484062e-09
Chapter XI Diseases of the digestive system,Intestinal stricture,SPINK1,Serine protease inhibitor Kazal-type 1,23266,93,1.99 [1.42-2.78],6.219757616114904e-05
