Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter XIV Diseases of the genitourinary system,Other disorders of  bladder,ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,17756,312,1.83 [1.40-2.40],9.72604505099764e-06
Chapter XIV Diseases of the genitourinary system,Other disorders of  bladder,ADAM22,Disintegrin and metalloproteinase domain-containing protein 22,20851,382,1.66 [1.29-2.12],7.672186113638617e-05
Chapter XIV Diseases of the genitourinary system,Other disorders of  bladder,ADAM9,Disintegrin and metalloproteinase domain-containing protein 9,18229,320,2.04 [1.48-2.80],1.0998780391661647e-05
Chapter XIV Diseases of the genitourinary system,Other disorders of  bladder,AFP,Alpha-fetoprotein,20772,381,0.74 [0.64-0.86],7.379296060975399e-05
Chapter XIV Diseases of the genitourinary system,Other disorders of  bladder,AMBP,Protein AMBP,21190,387,2.89 [1.88-4.45],1.4624571253127002e-06
Chapter XIV Diseases of the genitourinary system,Other disorders of  bladder,ATRAID,All-trans retinoic acid-induced differentiation factor,18229,320,1.87 [1.48-2.36],1.176046342737423e-07
Chapter XIV Diseases of the genitourinary system,Other disorders of  bladder,B2M,Beta-2-microglobulin,18312,324,1.56 [1.26-1.94],4.566270736633959e-05
Chapter XIV Diseases of the genitourinary system,Other disorders of  bladder,B4GALT1,"Beta-1,4-galactosyltransferase 1",21111,385,2.07 [1.52-2.83],4.756052860979555e-06
Chapter XIV Diseases of the genitourinary system,Other disorders of  bladder,BSG,Basigin,21245,388,2.63 [1.72-4.02],7.968677741429647e-06
Chapter XIV Diseases of the genitourinary system,Other disorders of  bladder,BTN2A1,Butyrophilin subfamily 2 member A1,21111,385,2.38 [1.76-3.21],1.66619152035477e-08
Chapter XIV Diseases of the genitourinary system,Other disorders of  bladder,C4BPB,C4b-binding protein beta chain,21087,381,1.68 [1.35-2.10],4.528780711817969e-06
Chapter XIV Diseases of the genitourinary system,Other disorders of  bladder,CCER2,Coiled-coil domain-containing glutamate-rich protein 2,17797,319,1.46 [1.25-1.72],3.364525216806389e-06
Chapter XIV Diseases of the genitourinary system,Other disorders of  bladder,CCN3,CCN family member 3,21265,386,1.88 [1.48-2.40],2.993270216678192e-07
