Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylopathies,ACTN2,Alpha-actinin-2,17588,244,1.45 [1.23-1.71],6.882012469435284e-06
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylopathies,ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,17669,244,2.26 [1.72-2.97],4.2574753647154734e-09
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylopathies,ALDH3A1,"Aldehyde dehydrogenase, dimeric NADP-preferring",20903,280,1.30 [1.15-1.47],2.788567470205059e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylopathies,AMBP,Protein AMBP,21117,287,4.40 [2.76-7.00],4.4118042400013406e-10
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylopathies,APOA2,Apolipoprotein A-II,18230,252,1.84 [1.47-2.32],1.7184325265179953e-07
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylopathies,APOH,Beta-2-glycoprotein 1,20978,286,1.84 [1.43-2.36],1.9897027471707624e-06
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylopathies,ASGR1,Asialoglycoprotein receptor 1,20790,277,2.25 [1.65-3.06],2.802601827660779e-07
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylopathies,ASGR2,Asialoglycoprotein receptor 2,18230,252,2.54 [1.69-3.83],8.450275207320636e-06
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylopathies,B4GALT1,"Beta-1,4-galactosyltransferase 1",21045,286,2.43 [1.72-3.42],4.593994879575964e-07
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylopathies,BSG,Basigin,21180,288,2.67 [1.68-4.25],3.1057959336214706e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylopathies,BST2,Bone marrow stromal antigen 2,21157,289,1.41 [1.20-1.67],5.235448664653657e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylopathies,BTN2A1,Butyrophilin subfamily 2 member A1,21045,286,2.04 [1.46-2.85],3.321146482888114e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylopathies,C1QA,Complement C1q subcomponent subunit A,21114,288,2.72 [1.81-4.09],1.5692079900492744e-06
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylopathies,CA3,Carbonic anhydrase 3,21190,286,1.51 [1.29-1.77],5.420693339380206e-07
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylopathies,CCDC80,Coiled-coil domain-containing protein 80,20964,284,2.13 [1.66-2.74],3.6658744042429965e-09
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylopathies,CCN3,CCN family member 3,21181,287,2.01 [1.55-2.60],1.0276024306096869e-07
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylopathies,CD276,CD276 antigen,20944,285,2.13 [1.60-2.84],2.7612974287199494e-07
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylopathies,CD300E,CMRF35-like molecule 2,21089,287,1.63 [1.30-2.04],1.847580078905604e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylopathies,CD302,CD302 antigen,20854,280,2.10 [1.59-2.78],1.5928662862519908e-07
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylopathies,CD4,T-cell surface glycoprotein CD4,20911,280,1.91 [1.44-2.54],6.032428869811401e-06
